timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Amount,Date
,59.7,59.7,59.6,59.7,249,,,14861500.0,2026-04-09 13:21:00
,59.7,59.8,59.6,59.8,271,,,16186000.0,2026-04-09 13:22:00
,59.8,59.8,59.7,59.8,232,,,13870800.0,2026-04-09 13:23:00
,59.8,59.9,59.7,59.8,286,,,17099900.0,2026-04-09 13:24:00
,59.7,59.9,59.7,59.9,527,,,31539800.0,2026-04-09 13:25:00
,60.0,60.0,60.0,60.0,7217,,,433020000.0,2026-04-09 13:30:00
,59.7,59.8,59.3,59.6,2283,,,136108900.0,2026-04-10 09:01:00
,59.7,60.0,59.6,60.0,466,,,27882800.0,2026-04-10 09:02:00
,59.9,60.2,59.9,60.2,637,,,38285500.0,2026-04-10 09:03:00
,60.2,60.7,60.0,60.6,1586,,,95676500.0,2026-04-10 09:04:00
,60.7,60.7,60.3,60.4,420,,,25414200.0,2026-04-10 09:05:00
,60.4,60.7,60.3,60.6,782,,,47309600.0,2026-04-10 09:06:00
,60.5,60.6,60.4,60.4,304,,,18390100.0,2026-04-10 09:07:00
,60.5,60.6,60.3,60.5,611,,,36944200.0,2026-04-10 09:08:00
,60.5,60.7,60.4,60.6,1061,,,64266100.0,2026-04-10 09:09:00
,60.7,60.8,60.6,60.7,523,,,31745300.0,2026-04-10 09:10:00
,60.7,60.7,60.4,60.5,969,,,58691100.0,2026-04-10 09:11:00
,60.5,60.6,60.4,60.4,336,,,20321100.0,2026-04-10 09:12:00
,60.4,60.5,60.3,60.3,137,,,8273900.0,2026-04-10 09:13:00
,60.3,60.6,60.3,60.6,644,,,38970600.0,2026-04-10 09:14:00
,60.6,60.7,60.5,60.7,248,,,15029100.0,2026-04-10 09:15:00
,60.6,60.8,60.6,60.8,910,,,55230000.0,2026-04-10 09:16:00
,60.7,61.1,60.7,61.0,2767,,,168582500.0,2026-04-10 09:17:00
,61.0,61.3,61.0,61.3,1565,,,95814300.0,2026-04-10 09:18:00
,61.3,61.3,60.9,61.0,619,,,37859100.0,2026-04-10 09:19:00
,61.0,61.2,60.9,61.2,699,,,42670700.0,2026-04-10 09:20:00
,61.1,61.2,61.0,61.1,484,,,29596000.0,2026-04-10 09:21:00
,61.1,62.2,61.1,62.1,5413,,,334083900.0,2026-04-10 09:22:00
,62.1,62.3,61.9,61.9,2503,,,155438600.0,2026-04-10 09:23:00
,61.9,62.1,61.7,61.9,1003,,,62119700.0,2026-04-10 09:24:00
,61.9,61.9,61.5,61.7,860,,,53072100.0,2026-04-10 09:25:00
,61.7,62.0,61.7,61.9,464,,,28712500.0,2026-04-10 09:26:00
,61.9,61.9,61.7,61.7,427,,,26383700.0,2026-04-10 09:27:00
,61.7,61.7,61.3,61.5,995,,,61189600.0,2026-04-10 09:28:00
,61.5,61.8,61.5,61.6,450,,,27732600.0,2026-04-10 09:29:00
,61.6,62.5,61.5,62.5,4932,,,306153800.0,2026-04-10 09:30:00
,62.5,63.5,62.5,63.3,9123,,,574236000.0,2026-04-10 09:31:00
,63.2,63.3,62.8,63.0,1888,,,119004200.0,2026-04-10 09:32:00
,63.1,63.2,62.8,63.0,1991,,,125384400.0,2026-04-10 09:33:00
,63.1,63.3,62.9,63.0,2101,,,132642100.0,2026-04-10 09:34:00
,62.9,63.0,62.5,62.6,634,,,39778400.0,2026-04-10 09:35:00
,62.5,62.8,62.5,62.7,573,,,35907600.0,2026-04-10 09:36:00
,62.7,62.9,62.6,62.7,608,,,38160600.0,2026-04-10 09:37:00
,62.6,62.7,62.5,62.5,550,,,34412900.0,2026-04-10 09:38:00
,62.5,62.8,62.5,62.8,643,,,40262500.0,2026-04-10 09:39:00
,62.8,63.0,62.7,62.8,587,,,36911200.0,2026-04-10 09:40:00
,62.9,63.0,62.7,62.8,643,,,40398800.0,2026-04-10 09:41:00
,62.8,62.9,62.6,62.6,383,,,24019200.0,2026-04-10 09:42:00
,62.7,62.8,62.6,62.8,501,,,31409800.0,2026-04-10 09:43:00
,62.7,62.9,62.7,62.8,272,,,17073300.0,2026-04-10 09:44:00
,62.7,62.8,62.4,62.4,1212,,,75824100.0,2026-04-10 09:45:00
,62.4,62.8,62.4,62.8,945,,,59202800.0,2026-04-10 09:46:00
,62.8,63.0,62.6,62.9,1162,,,73002500.0,2026-04-10 09:47:00
,62.9,63.1,62.9,63.0,2909,,,183316600.0,2026-04-10 09:48:00
,62.9,63.2,62.9,63.1,915,,,57689900.0,2026-04-10 09:49:00
,63.2,63.3,63.0,63.1,2401,,,151714800.0,2026-04-10 09:50:00
,63.2,63.2,62.8,62.9,605,,,38136600.0,2026-04-10 09:51:00
,62.8,62.9,62.8,62.8,304,,,19092600.0,2026-04-10 09:52:00
,62.8,62.9,62.6,62.6,255,,,15985400.0,2026-04-10 09:53:00
,62.6,62.8,62.5,62.7,591,,,37014800.0,2026-04-10 09:54:00
,62.6,62.7,62.6,62.7,266,,,16665800.0,2026-04-10 09:55:00
,62.7,62.8,62.6,62.8,286,,,17934600.0,2026-04-10 09:56:00
,62.8,62.8,62.7,62.7,278,,,17431300.0,2026-04-10 09:57:00
,62.7,62.8,62.6,62.7,313,,,19625600.0,2026-04-10 09:58:00
,62.7,63.0,62.7,62.9,624,,,39220200.0,2026-04-10 09:59:00
,62.8,63.0,62.8,62.9,205,,,12895300.0,2026-04-10 10:00:00
,62.9,63.0,62.8,62.8,512,,,32202700.0,2026-04-10 10:01:00
,62.9,63.2,62.9,63.1,1833,,,115503300.0,2026-04-10 10:02:00
,63.1,63.2,62.9,63.1,1142,,,71996000.0,2026-04-10 10:03:00
,63.0,63.2,63.0,63.1,427,,,26939400.0,2026-04-10 10:04:00
,63.0,63.2,63.0,63.0,933,,,58839400.0,2026-04-10 10:05:00
,63.0,63.0,62.8,62.8,335,,,21061200.0,2026-04-10 10:06:00
,62.8,62.9,62.8,62.9,388,,,24394500.0,2026-04-10 10:07:00
,62.9,63.0,62.9,62.9,372,,,23423500.0,2026-04-10 10:08:00
,63.0,63.0,62.8,62.8,311,,,19559400.0,2026-04-10 10:09:00
,62.9,62.9,62.7,62.7,356,,,22355300.0,2026-04-10 10:10:00
,62.7,62.8,62.7,62.7,122,,,7653400.0,2026-04-10 10:11:00
,62.7,62.8,62.7,62.8,123,,,7717000.0,2026-04-10 10:12:00
,62.7,62.8,62.7,62.7,145,,,9095400.0,2026-04-10 10:13:00
,62.7,62.8,62.4,62.5,1315,,,82247100.0,2026-04-10 10:14:00
,62.6,62.8,62.5,62.6,771,,,48303400.0,2026-04-10 10:15:00
,62.6,62.8,62.6,62.8,352,,,22080700.0,2026-04-10 10:16:00
,62.7,62.8,62.6,62.6,378,,,23696600.0,2026-04-10 10:17:00
,62.7,62.7,62.6,62.6,328,,,20536500.0,2026-04-10 10:18:00
,62.7,62.8,62.6,62.7,554,,,34713000.0,2026-04-10 10:19:00
,62.7,62.8,62.5,62.5,410,,,25678500.0,2026-04-10 10:20:00
,62.6,62.7,62.4,62.7,1112,,,69526800.0,2026-04-10 10:21:00
,62.6,62.7,62.6,62.6,216,,,13531400.0,2026-04-10 10:22:00
,62.6,62.8,62.6,62.7,410,,,25705900.0,2026-04-10 10:23:00
,62.7,62.9,62.7,62.9,708,,,44459100.0,2026-04-10 10:24:00
,62.8,62.9,62.8,62.8,293,,,18417900.0,2026-04-10 10:25:00
,62.8,63.0,62.8,62.9,828,,,52091200.0,2026-04-10 10:26:00
,62.9,62.9,62.8,62.8,180,,,11314500.0,2026-04-10 10:27:00
,62.8,62.9,62.8,62.9,72,,,4525200.0,2026-04-10 10:28:00
,62.9,62.9,62.8,62.9,177,,,11120100.0,2026-04-10 10:29:00
,62.9,62.9,62.6,62.6,362,,,22711900.0,2026-04-10 10:30:00
,62.7,62.7,62.6,62.7,127,,,7957300.0,2026-04-10 10:31:00
,62.7,62.7,62.6,62.7,115,,,7203900.0,2026-04-10 10:32:00
,62.7,62.8,62.6,62.8,489,,,30652300.0,2026-04-10 10:33:00
,62.8,62.8,62.7,62.8,225,,,14127800.0,2026-04-10 10:34:00
,62.8,62.8,62.7,62.8,155,,,9727300.0,2026-04-10 10:35:00
,62.8,62.8,62.7,62.7,265,,,16617200.0,2026-04-10 10:36:00
,62.6,62.7,62.4,62.5,505,,,31584900.0,2026-04-10 10:37:00
,62.5,62.5,62.3,62.3,370,,,23084400.0,2026-04-10 10:38:00
,62.3,62.6,62.3,62.6,803,,,50120700.0,2026-04-10 10:39:00
,62.6,62.6,62.5,62.5,79,,,4940400.0,2026-04-10 10:40:00
,62.5,62.6,62.4,62.4,207,,,12938900.0,2026-04-10 10:41:00
,62.5,62.5,62.4,62.5,90,,,5618400.0,2026-04-10 10:42:00
,62.4,62.5,62.4,62.5,176,,,10986600.0,2026-04-10 10:43:00
,62.4,62.6,62.4,62.6,476,,,29749500.0,2026-04-10 10:44:00
,62.5,62.6,62.5,62.5,91,,,5689300.0,2026-04-10 10:45:00
,62.5,62.6,62.4,62.4,179,,,11186200.0,2026-04-10 10:46:00
,62.5,62.5,62.4,62.5,72,,,4495200.0,2026-04-10 10:47:00
,62.5,62.5,62.4,62.5,138,,,8620500.0,2026-04-10 10:48:00
,62.4,62.5,62.4,62.5,144,,,8990100.0,2026-04-10 10:49:00
,62.5,62.5,62.4,62.4,197,,,12294400.0,2026-04-10 10:50:00
,62.5,62.5,62.3,62.4,160,,,9983800.0,2026-04-10 10:51:00
,62.4,62.4,62.3,62.3,119,,,7415400.0,2026-04-10 10:52:00
,62.3,62.5,62.3,62.5,969,,,60449000.0,2026-04-10 10:53:00
,62.5,62.5,62.4,62.5,86,,,5373000.0,2026-04-10 10:54:00
,62.5,62.8,62.4,62.7,1336,,,83582400.0,2026-04-10 10:55:00
,62.7,62.8,62.6,62.8,196,,,12290800.0,2026-04-10 10:56:00
,62.8,62.8,62.6,62.7,155,,,9718600.0,2026-04-10 10:57:00
,62.7,62.7,62.6,62.6,74,,,4638200.0,2026-04-10 10:58:00
,62.6,62.7,62.6,62.7,73,,,4574700.0,2026-04-10 10:59:00
,62.7,62.7,62.6,62.7,88,,,5514700.0,2026-04-10 11:00:00
,62.7,62.8,62.6,62.7,428,,,26823600.0,2026-04-10 11:01:00
,62.8,62.9,62.8,62.9,898,,,56427200.0,2026-04-10 11:02:00
,62.8,62.9,62.8,62.9,161,,,10123900.0,2026-04-10 11:03:00
,62.9,62.9,62.7,62.7,378,,,23740500.0,2026-04-10 11:04:00
,62.8,62.8,62.6,62.7,256,,,16049700.0,2026-04-10 11:05:00
,62.7,62.7,62.6,62.7,70,,,4386600.0,2026-04-10 11:06:00
,62.6,62.7,62.5,62.6,304,,,19026700.0,2026-04-10 11:07:00
,62.6,62.6,62.5,62.5,293,,,18318500.0,2026-04-10 11:08:00
,62.6,62.6,62.5,62.6,159,,,9950400.0,2026-04-10 11:09:00
,62.6,62.6,62.5,62.6,145,,,9072700.0,2026-04-10 11:10:00
,62.5,62.6,62.5,62.6,116,,,7255500.0,2026-04-10 11:11:00
,62.5,62.6,62.5,62.6,81,,,5067100.0,2026-04-10 11:12:00
,62.6,62.6,62.5,62.6,79,,,4943700.0,2026-04-10 11:13:00
,62.6,62.6,62.5,62.6,110,,,6880000.0,2026-04-10 11:14:00
,62.5,62.6,62.5,62.5,98,,,6131900.0,2026-04-10 11:15:00
,62.6,62.6,62.5,62.5,122,,,7631300.0,2026-04-10 11:16:00
,62.6,62.6,62.5,62.6,138,,,8632000.0,2026-04-10 11:17:00
,62.6,62.6,62.5,62.6,119,,,7447300.0,2026-04-10 11:18:00
,62.6,62.6,62.5,62.5,109,,,6819000.0,2026-04-10 11:19:00
,62.5,62.6,62.4,62.6,644,,,40256800.0,2026-04-10 11:20:00
,62.6,62.6,62.5,62.6,155,,,9699200.0,2026-04-10 11:21:00
,62.6,62.7,62.6,62.7,305,,,19105400.0,2026-04-10 11:22:00
,62.7,62.7,62.6,62.7,247,,,15483600.0,2026-04-10 11:23:00
,62.7,62.7,62.6,62.7,142,,,8902100.0,2026-04-10 11:24:00
,62.7,62.8,62.6,62.6,434,,,27213700.0,2026-04-10 11:25:00
,62.7,62.7,62.6,62.7,137,,,8588100.0,2026-04-10 11:26:00
,62.7,62.7,62.6,62.7,225,,,14105500.0,2026-04-10 11:27:00
,62.7,62.8,62.6,62.8,240,,,15056000.0,2026-04-10 11:28:00
,62.8,62.8,62.6,62.6,156,,,9781400.0,2026-04-10 11:29:00
,62.7,62.7,62.6,62.6,78,,,4890300.0,2026-04-10 11:30:00
,62.7,62.7,62.6,62.7,147,,,9211700.0,2026-04-10 11:31:00
,62.7,62.7,62.6,62.7,112,,,7020100.0,2026-04-10 11:32:00
,62.6,62.7,62.6,62.7,124,,,7773200.0,2026-04-10 11:33:00
,62.7,62.7,62.6,62.7,106,,,6643000.0,2026-04-10 11:34:00
,62.6,62.8,62.6,62.8,397,,,24912600.0,2026-04-10 11:35:00
,62.7,62.8,62.7,62.8,233,,,14625100.0,2026-04-10 11:36:00
,62.8,62.9,62.7,62.8,1121,,,70419400.0,2026-04-10 11:37:00
,62.8,62.9,62.7,62.9,302,,,18977000.0,2026-04-10 11:38:00
,62.9,62.9,62.8,62.9,133,,,8359400.0,2026-04-10 11:39:00
,62.9,62.9,62.8,62.9,139,,,8739600.0,2026-04-10 11:40:00
,62.9,62.9,62.8,62.8,126,,,7923300.0,2026-04-10 11:41:00
,62.8,62.9,62.8,62.9,140,,,8800100.0,2026-04-10 11:42:00
,62.9,62.9,62.8,62.9,141,,,8862500.0,2026-04-10 11:43:00
,62.8,62.9,62.8,62.8,125,,,7857000.0,2026-04-10 11:44:00
,62.9,62.9,62.8,62.9,185,,,11626300.0,2026-04-10 11:45:00
,62.8,62.9,62.8,62.8,160,,,10053000.0,2026-04-10 11:46:00
,62.8,62.9,62.8,62.9,114,,,7164000.0,2026-04-10 11:47:00
,62.9,62.9,62.8,62.9,154,,,9678600.0,2026-04-10 11:48:00
,62.8,62.9,62.8,62.8,197,,,12377700.0,2026-04-10 11:49:00
,62.9,62.9,62.7,62.7,147,,,9230600.0,2026-04-10 11:50:00
,62.8,62.8,62.7,62.7,100,,,6275400.0,2026-04-10 11:51:00
,62.7,62.8,62.7,62.8,153,,,9601300.0,2026-04-10 11:52:00
,62.7,62.8,62.7,62.8,211,,,13248600.0,2026-04-10 11:53:00
,62.8,62.8,62.7,62.8,328,,,20575800.0,2026-04-10 11:54:00
,62.8,62.8,62.7,62.8,107,,,6713900.0,2026-04-10 11:55:00
,62.8,62.9,62.8,62.9,560,,,35173500.0,2026-04-10 11:56:00
,62.9,62.9,62.8,62.9,131,,,8234400.0,2026-04-10 11:57:00
,62.9,62.9,62.8,62.8,657,,,41318400.0,2026-04-10 11:58:00
,62.9,62.9,62.8,62.9,112,,,7041000.0,2026-04-10 11:59:00
,62.9,62.9,62.6,62.6,444,,,27868300.0,2026-04-10 12:00:00
,62.7,62.7,62.5,62.5,677,,,42372900.0,2026-04-10 12:01:00
,62.5,62.6,62.5,62.6,287,,,17943000.0,2026-04-10 12:02:00
,62.5,62.6,62.5,62.5,292,,,18254900.0,2026-04-10 12:03:00
,62.5,62.6,62.5,62.6,235,,,14693400.0,2026-04-10 12:04:00
,62.5,62.6,62.5,62.5,340,,,21255100.0,2026-04-10 12:05:00
,62.6,62.6,62.5,62.5,300,,,18754900.0,2026-04-10 12:06:00
,62.5,62.6,62.5,62.5,281,,,17567300.0,2026-04-10 12:07:00
,62.5,62.6,62.4,62.5,712,,,44501000.0,2026-04-10 12:08:00
,62.6,62.7,62.5,62.6,533,,,33368600.0,2026-04-10 12:09:00
,62.6,62.7,62.5,62.6,256,,,16021500.0,2026-04-10 12:10:00
,62.6,62.7,62.5,62.5,257,,,16079700.0,2026-04-10 12:11:00
,62.6,62.6,62.5,62.6,259,,,16196000.0,2026-04-10 12:12:00
,62.6,62.6,62.5,62.6,233,,,14570400.0,2026-04-10 12:13:00
,62.6,62.6,62.4,62.6,731,,,45703100.0,2026-04-10 12:14:00
,62.6,62.7,62.5,62.6,289,,,18094500.0,2026-04-10 12:15:00
,62.6,62.7,62.5,62.7,220,,,13769100.0,2026-04-10 12:16:00
,62.7,62.8,62.5,62.6,483,,,30253300.0,2026-04-10 12:17:00
,62.6,62.8,62.6,62.6,311,,,19486500.0,2026-04-10 12:18:00
,62.8,62.8,62.6,62.6,221,,,13840000.0,2026-04-10 12:19:00
,62.6,62.7,62.5,62.7,224,,,14025300.0,2026-04-10 12:20:00
,62.7,62.7,62.5,62.7,477,,,29877400.0,2026-04-10 12:21:00
,62.7,62.8,62.6,62.6,201,,,12605700.0,2026-04-10 12:22:00
,62.6,62.7,62.6,62.6,198,,,12399200.0,2026-04-10 12:23:00
,62.6,62.7,62.5,62.6,284,,,17777800.0,2026-04-10 12:24:00
,62.7,62.7,62.5,62.6,398,,,24931200.0,2026-04-10 12:25:00
,62.7,62.7,62.6,62.6,183,,,11459500.0,2026-04-10 12:26:00
,62.7,62.7,62.5,62.7,210,,,13146700.0,2026-04-10 12:27:00
,62.6,62.7,62.5,62.7,267,,,16716200.0,2026-04-10 12:28:00
,62.7,62.7,62.5,62.6,242,,,15145600.0,2026-04-10 12:29:00
,62.7,62.7,62.5,62.6,199,,,12456700.0,2026-04-10 12:30:00
,62.6,62.6,62.5,62.5,235,,,14697000.0,2026-04-10 12:31:00
,62.6,62.6,62.5,62.6,218,,,13633400.0,2026-04-10 12:32:00
,62.6,62.7,62.5,62.7,277,,,17329700.0,2026-04-10 12:33:00
,62.6,62.7,62.5,62.6,285,,,17835400.0,2026-04-10 12:34:00
,62.6,62.7,62.5,62.6,251,,,15700400.0,2026-04-10 12:35:00
,62.5,62.6,62.5,62.6,221,,,13820600.0,2026-04-10 12:36:00
,62.5,62.6,62.5,62.5,235,,,14695600.0,2026-04-10 12:37:00
,62.6,62.6,62.5,62.6,260,,,16258600.0,2026-04-10 12:38:00
,62.6,62.6,62.5,62.6,332,,,20759900.0,2026-04-10 12:39:00
,62.6,62.6,62.5,62.5,254,,,15882900.0,2026-04-10 12:40:00
,62.5,62.6,62.4,62.6,320,,,20005800.0,2026-04-10 12:41:00
,62.5,62.6,62.4,62.6,474,,,29623300.0,2026-04-10 12:42:00
,62.5,62.6,62.4,62.5,440,,,27486200.0,2026-04-10 12:43:00
,62.5,62.5,62.4,62.5,278,,,17357200.0,2026-04-10 12:44:00
,62.4,62.5,62.4,62.5,248,,,15484000.0,2026-04-10 12:45:00
,62.5,62.5,62.4,62.4,259,,,16169900.0,2026-04-10 12:46:00
,62.5,62.5,62.4,62.4,461,,,28774600.0,2026-04-10 12:47:00
,62.5,62.5,62.4,62.4,296,,,18478400.0,2026-04-10 12:48:00
,62.5,62.5,62.3,62.4,510,,,31828200.0,2026-04-10 12:49:00
,62.4,62.5,62.3,62.5,455,,,28393300.0,2026-04-10 12:50:00
,62.5,62.5,62.4,62.5,210,,,13109700.0,2026-04-10 12:51:00
,62.5,62.5,62.4,62.4,397,,,24778200.0,2026-04-10 12:52:00
,62.4,62.5,62.4,62.4,306,,,19104700.0,2026-04-10 12:53:00
,62.5,62.5,62.3,62.4,421,,,26270700.0,2026-04-10 12:54:00
,62.4,62.5,62.4,62.4,286,,,17851600.0,2026-04-10 12:55:00
,62.4,62.6,62.3,62.5,1207,,,75407100.0,2026-04-10 12:56:00
,62.6,62.6,62.4,62.5,259,,,16189600.0,2026-04-10 12:57:00
,62.5,62.7,62.5,62.5,820,,,51317700.0,2026-04-10 12:58:00
,62.6,62.7,62.5,62.5,312,,,19517500.0,2026-04-10 12:59:00
,62.5,62.6,62.5,62.6,250,,,15634900.0,2026-04-10 13:00:00
,62.5,62.6,62.4,62.4,477,,,29820600.0,2026-04-10 13:01:00
,62.4,62.5,62.4,62.5,273,,,17046600.0,2026-04-10 13:02:00
,62.5,62.6,62.4,62.5,569,,,35547800.0,2026-04-10 13:03:00
,62.5,62.5,62.4,62.5,668,,,41731700.0,2026-04-10 13:04:00
,62.4,62.5,62.4,62.5,344,,,21485600.0,2026-04-10 13:05:00
,62.5,62.5,62.4,62.5,251,,,15671100.0,2026-04-10 13:06:00
,62.4,62.6,62.4,62.6,476,,,29750800.0,2026-04-10 13:07:00
,62.6,62.6,62.5,62.6,315,,,19698600.0,2026-04-10 13:08:00
,62.5,62.6,62.5,62.6,290,,,18133500.0,2026-04-10 13:09:00
,62.6,62.6,62.4,62.4,626,,,39109800.0,2026-04-10 13:10:00
,62.5,62.6,62.4,62.5,376,,,23488200.0,2026-04-10 13:11:00
,62.5,62.6,62.4,62.5,325,,,20310800.0,2026-04-10 13:12:00
,62.6,62.6,62.5,62.5,272,,,17009900.0,2026-04-10 13:13:00
,62.5,62.6,62.5,62.5,476,,,29758200.0,2026-04-10 13:14:00
,62.6,62.6,62.5,62.5,318,,,19883200.0,2026-04-10 13:15:00
,62.6,62.6,62.5,62.5,352,,,22005300.0,2026-04-10 13:16:00
,62.6,62.6,62.5,62.6,610,,,38129600.0,2026-04-10 13:17:00
,62.5,62.6,62.4,62.4,580,,,36230800.0,2026-04-10 13:18:00
,62.5,62.5,62.3,62.4,761,,,47487400.0,2026-04-10 13:19:00
,62.5,62.5,62.3,62.4,530,,,33044400.0,2026-04-10 13:20:00
,62.4,62.4,62.3,62.3,451,,,28111700.0,2026-04-10 13:21:00
,62.3,62.4,62.3,62.3,531,,,33103000.0,2026-04-10 13:22:00
,62.4,62.4,62.3,62.4,610,,,38031200.0,2026-04-10 13:23:00
,62.3,62.4,62.3,62.3,530,,,33041400.0,2026-04-10 13:24:00
,62.3,62.4,62.3,62.4,605,,,37719500.0,2026-04-10 13:25:00
,62.0,62.0,62.0,62.0,11912,,,738544000.0,2026-04-10 13:30:00
,61.5,61.5,60.9,61.0,2964,,,181720100.0,2026-04-13 09:01:00
,60.9,61.0,59.8,59.9,3831,,,231035600.0,2026-04-13 09:02:00
,59.8,59.9,59.4,59.9,2300,,,137217300.0,2026-04-13 09:03:00
,59.9,60.0,59.6,59.9,1074,,,64248200.0,2026-04-13 09:04:00
,59.9,60.0,59.6,59.8,1299,,,77691200.0,2026-04-13 09:05:00
,59.8,60.0,59.7,60.0,355,,,21238900.0,2026-04-13 09:06:00
,60.0,60.0,59.7,59.8,901,,,53962800.0,2026-04-13 09:07:00
,59.8,60.2,59.7,60.2,632,,,37877600.0,2026-04-13 09:08:00
,60.2,60.2,60.0,60.1,452,,,27183900.0,2026-04-13 09:09:00
,60.1,60.1,59.5,59.8,1633,,,97581500.0,2026-04-13 09:10:00
,59.9,60.1,59.8,60.0,432,,,25879500.0,2026-04-13 09:11:00
,60.0,60.1,59.7,59.8,567,,,33964500.0,2026-04-13 09:12:00
,59.8,59.9,59.7,59.9,687,,,41087000.0,2026-04-13 09:13:00
,59.9,60.0,59.8,59.9,269,,,16109800.0,2026-04-13 09:14:00
,59.9,60.0,59.8,60.0,300,,,17969100.0,2026-04-13 09:15:00
,59.9,60.0,59.5,59.5,1258,,,75047800.0,2026-04-13 09:16:00
,59.6,59.6,59.0,59.1,3401,,,201525400.0,2026-04-13 09:17:00
,59.0,59.5,59.0,59.4,695,,,41246500.0,2026-04-13 09:18:00
,59.4,59.7,59.3,59.7,743,,,44242400.0,2026-04-13 09:19:00
,59.7,59.8,59.6,59.7,208,,,12416200.0,2026-04-13 09:20:00
,59.8,59.9,59.5,59.6,938,,,56004100.0,2026-04-13 09:21:00
,59.6,59.9,59.6,59.8,300,,,17903300.0,2026-04-13 09:22:00
,59.8,60.0,59.7,60.0,485,,,29051600.0,2026-04-13 09:23:00
,60.0,60.0,59.9,60.0,359,,,21539800.0,2026-04-13 09:24:00
,60.0,60.0,59.9,59.9,289,,,17319500.0,2026-04-13 09:25:00
,59.9,60.0,59.5,59.7,949,,,56704700.0,2026-04-13 09:26:00
,59.6,59.7,59.6,59.7,334,,,19924600.0,2026-04-13 09:27:00
,59.7,59.7,59.6,59.7,164,,,9789900.0,2026-04-13 09:28:00
,59.7,59.7,59.6,59.6,591,,,35231300.0,2026-04-13 09:29:00
,59.7,59.7,59.4,59.4,1192,,,70954400.0,2026-04-13 09:30:00
,59.4,59.5,59.3,59.5,603,,,35837800.0,2026-04-13 09:31:00
,59.6,59.6,59.5,59.6,496,,,29530500.0,2026-04-13 09:32:00
,59.6,59.6,59.5,59.6,519,,,30906400.0,2026-04-13 09:33:00
,59.6,59.7,59.2,59.2,1241,,,73726400.0,2026-04-13 09:34:00
,59.3,59.4,59.1,59.3,1018,,,60289600.0,2026-04-13 09:35:00
,59.2,59.4,59.1,59.4,612,,,36245700.0,2026-04-13 09:36:00
,59.3,59.3,59.1,59.2,596,,,35285800.0,2026-04-13 09:37:00
,59.2,59.3,59.2,59.3,205,,,12143400.0,2026-04-13 09:38:00
,59.3,59.3,59.1,59.2,679,,,40203200.0,2026-04-13 09:39:00
,59.2,59.2,59.0,59.1,1987,,,117351700.0,2026-04-13 09:40:00
,59.1,59.1,59.0,59.0,953,,,56272800.0,2026-04-13 09:41:00
,59.1,59.1,59.0,59.1,471,,,27829900.0,2026-04-13 09:42:00
,59.1,59.2,58.7,58.8,2688,,,158430400.0,2026-04-13 09:43:00
,58.7,59.0,58.6,59.0,1098,,,64520000.0,2026-04-13 09:44:00
,59.0,59.2,58.9,59.2,604,,,35698600.0,2026-04-13 09:45:00
,59.2,59.3,59.1,59.3,279,,,16517100.0,2026-04-13 09:46:00
,59.3,59.3,58.9,59.0,936,,,55301100.0,2026-04-13 09:47:00
,59.0,59.0,58.9,59.0,162,,,9557800.0,2026-04-13 09:48:00
,59.0,59.1,58.9,59.1,178,,,10508400.0,2026-04-13 09:49:00
,59.1,59.1,58.9,59.1,376,,,22192700.0,2026-04-13 09:50:00
,59.1,59.1,59.1,59.1,146,,,8628600.0,2026-04-13 09:51:00
,59.1,59.2,59.0,59.2,222,,,13122500.0,2026-04-13 09:52:00
,59.2,59.3,59.1,59.2,327,,,19358200.0,2026-04-13 09:53:00
,59.2,59.3,59.1,59.3,240,,,14210600.0,2026-04-13 09:54:00
,59.3,59.3,59.2,59.3,110,,,6522200.0,2026-04-13 09:55:00
,59.3,59.3,59.2,59.2,394,,,23334600.0,2026-04-13 09:56:00
,59.2,59.3,59.1,59.3,335,,,19822000.0,2026-04-13 09:57:00
,59.3,59.3,59.2,59.3,95,,,5631300.0,2026-04-13 09:58:00
,59.2,59.3,59.1,59.2,425,,,25160100.0,2026-04-13 09:59:00
,59.3,59.6,59.2,59.6,504,,,29944100.0,2026-04-13 10:00:00
,59.5,59.6,59.4,59.5,748,,,44501500.0,2026-04-13 10:01:00
,59.5,59.6,59.3,59.5,457,,,27180900.0,2026-04-13 10:02:00
,59.5,59.6,59.4,59.5,418,,,24871800.0,2026-04-13 10:03:00
,59.5,59.6,59.4,59.5,319,,,18982800.0,2026-04-13 10:04:00
,59.5,59.8,59.5,59.7,988,,,58916500.0,2026-04-13 10:05:00
,59.7,59.8,59.7,59.8,248,,,14818100.0,2026-04-13 10:06:00
,59.8,59.8,59.7,59.7,282,,,16844800.0,2026-04-13 10:07:00
,59.8,59.8,59.7,59.7,233,,,13922500.0,2026-04-13 10:08:00
,59.8,59.8,59.7,59.8,201,,,12010900.0,2026-04-13 10:09:00
,59.8,59.8,59.5,59.6,364,,,21706100.0,2026-04-13 10:10:00
,59.6,59.6,59.4,59.5,277,,,16483900.0,2026-04-13 10:11:00
,59.5,59.5,59.4,59.5,412,,,24488600.0,2026-04-13 10:12:00
,59.5,59.5,59.4,59.5,181,,,10766600.0,2026-04-13 10:13:00
,59.5,59.5,59.5,59.5,146,,,8687000.0,2026-04-13 10:14:00
,59.5,59.5,59.4,59.5,117,,,6961100.0,2026-04-13 10:15:00
,59.5,59.5,59.4,59.5,128,,,7615800.0,2026-04-13 10:16:00
