Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Amount
2025-03-27 00:00:00,82.30000305175781,83.30000305175781,80.9000015258789,83.0,299100,0.0,0.0,
2025-03-28 00:00:00,83.0,83.0,80.80000305175781,81.69999694824219,199172,0.0,0.0,
2025-03-31 00:00:00,80.0999984741211,81.5,76.5999984741211,77.30000305175781,664166,0.0,0.0,
2025-04-01 00:00:00,77.30000305175781,85.0,77.30000305175781,85.0,770010,0.0,0.0,
2025-04-02 00:00:00,86.0,88.5999984741211,82.0,83.0999984741211,1863066,0.0,0.0,
2025-04-07 00:00:00,74.80000305175781,74.80000305175781,74.80000305175781,74.80000305175781,48033,0.0,0.0,
2025-04-08 00:00:00,74.0,74.0,67.5,68.80000305175781,1403101,0.0,0.0,
2025-04-09 00:00:00,69.80000305175781,75.4000015258789,69.80000305175781,73.69999694824219,1504047,0.0,0.0,
2025-04-10 00:00:00,81.0,81.0,78.80000305175781,80.0999984741211,1224454,0.0,0.0,
2025-04-11 00:00:00,77.69999694824219,83.9000015258789,75.0999984741211,82.69999694824219,1024000,0.0,0.0,
2025-04-14 00:00:00,83.80000305175781,90.4000015258789,83.80000305175781,86.69999694824219,2312030,0.0,0.0,
2025-04-15 00:00:00,87.9000015258789,95.3000030517578,87.9000015258789,95.3000030517578,3424296,0.0,0.0,
2025-04-16 00:00:00,96.5,104.5,96.5,104.5,3415344,0.0,0.0,
2025-04-17 00:00:00,101.0,112.5,94.0999984741211,108.5,13990631,0.0,0.0,
2025-04-18 00:00:00,112.5,115.0,100.0,104.0,13157219,0.0,0.0,
2025-04-21 00:00:00,107.5,111.0,102.0,103.0,4937815,0.0,0.0,
2025-04-22 00:00:00,105.0,109.5,100.0,101.5,3300082,0.0,0.0,
2025-04-23 00:00:00,106.5,109.0,102.5,108.5,2344574,0.0,0.0,
2025-04-24 00:00:00,112.0,112.0,102.0,102.5,2613469,0.0,0.0,
2025-04-25 00:00:00,105.5,108.5,102.5,102.5,1759256,0.0,0.0,
2025-04-28 00:00:00,101.5,101.5,92.5999984741211,93.5,3391250,0.0,0.0,
2025-04-29 00:00:00,94.0,94.5,90.0,91.6999969482422,3466253,0.0,0.0,
2025-04-30 00:00:00,92.0999984741211,92.4000015258789,87.69999694824219,88.69999694824219,2249491,0.0,0.0,
2025-05-02 00:00:00,90.0,93.9000015258789,88.30000305175781,88.5,1550135,0.0,0.0,
2025-05-05 00:00:00,89.30000305175781,89.30000305175781,80.19999694824219,84.5,1975200,0.0,0.0,
2025-05-06 00:00:00,84.0,85.4000015258789,77.69999694824219,77.9000015258789,2182806,0.0,0.0,
2025-05-07 00:00:00,78.4000015258789,79.19999694824219,75.4000015258789,77.30000305175781,1860148,0.0,0.0,
2025-05-08 00:00:00,78.0,83.0,76.30000305175781,82.5,1900985,0.0,0.0,
2025-05-09 00:00:00,82.5999984741211,84.5999984741211,80.80000305175781,83.4000015258789,2096210,0.0,0.0,
2025-05-12 00:00:00,84.69999694824219,87.0,83.0999984741211,87.0,2395082,0.0,0.0,
2025-05-13 00:00:00,89.0,91.5,88.0999984741211,88.80000305175781,2026079,0.0,0.0,
2025-05-14 00:00:00,89.0,89.5,87.19999694824219,88.0999984741211,632200,0.0,0.0,
2025-05-15 00:00:00,87.5,87.80000305175781,82.30000305175781,82.9000015258789,983247,0.0,0.0,
2025-05-16 00:00:00,82.9000015258789,84.5,82.0,82.5,998010,0.0,0.0,
2025-05-19 00:00:00,83.0,87.4000015258789,82.5,83.4000015258789,1679410,0.0,0.0,
2025-05-20 00:00:00,83.4000015258789,86.4000015258789,82.69999694824219,85.30000305175781,737750,0.0,0.0,
2025-05-21 00:00:00,84.5,87.5,84.5,87.5,672065,0.0,0.0,
2025-05-22 00:00:00,86.80000305175781,90.0,83.4000015258789,90.0,1636089,0.0,0.0,
2025-05-23 00:00:00,91.3000030517578,93.6999969482422,89.0,92.8000030517578,3065096,0.0,0.0,
2025-05-26 00:00:00,92.0999984741211,92.9000015258789,89.30000305175781,92.0,1428200,0.0,0.0,
2025-05-27 00:00:00,92.0,93.1999969482422,86.5,86.5,1211044,0.0,0.0,
2025-05-28 00:00:00,87.19999694824219,89.30000305175781,86.0,87.19999694824219,780000,0.0,0.0,
2025-05-29 00:00:00,88.0,88.0999984741211,85.30000305175781,86.19999694824219,647000,0.0,0.0,
2025-06-02 00:00:00,85.0999984741211,86.30000305175781,83.5,85.5,465000,0.0,0.0,
2025-06-03 00:00:00,85.80000305175781,87.5999984741211,85.0999984741211,86.0,371000,0.0,0.0,
2025-06-04 00:00:00,87.0,89.69999694824219,86.4000015258789,86.5,759001,0.0,0.0,
2025-06-05 00:00:00,86.9000015258789,88.19999694824219,84.19999694824219,84.19999694824219,514070,0.0,0.0,
2025-06-06 00:00:00,84.30000305175781,84.5999984741211,82.19999694824219,82.9000015258789,420031,0.0,0.0,
2025-06-09 00:00:00,83.30000305175781,84.0,81.69999694824219,82.4000015258789,269120,0.0,0.0,
2025-06-10 00:00:00,83.5,84.9000015258789,82.5999984741211,84.9000015258789,346031,0.0,0.0,
2025-06-11 00:00:00,84.80000305175781,88.5,83.4000015258789,86.4000015258789,869236,0.0,0.0,
2025-06-12 00:00:00,86.30000305175781,87.5,85.69999694824219,86.69999694824219,300312,0.0,0.0,
2025-06-13 00:00:00,87.0,87.5999984741211,84.0,84.0,418158,0.0,0.0,
