Date,Open,High,Low,Close,Volume,Amount
2025-01-02 09:01:00,25.8,25.8,25.8,25.8,55,1419000.0
2025-01-02 09:02:00,25.8,25.8,25.8,25.8,1,25800.0
2025-01-02 09:03:00,25.75,25.8,25.75,25.75,15,386500.0
2025-01-02 09:04:00,25.75,25.75,25.75,25.75,2,51500.0
2025-01-02 09:05:00,25.75,25.75,25.7,25.7,9,231450.0
2025-01-02 09:06:00,25.7,25.7,25.7,25.7,31,796700.0
2025-01-02 09:07:00,25.7,25.7,25.7,25.7,7,179900.0
2025-01-02 09:09:00,25.7,25.7,25.7,25.7,4,102800.0
2025-01-02 09:11:00,25.75,25.75,25.75,25.75,1,25750.0
2025-01-02 09:12:00,25.75,25.75,25.75,25.75,1,25750.0
2025-01-02 09:14:00,25.75,25.75,25.75,25.75,25,643750.0
2025-01-02 09:15:00,25.75,25.75,25.75,25.75,2,51500.0
2025-01-02 09:16:00,25.7,25.7,25.7,25.7,34,873800.0
2025-01-02 09:17:00,25.7,25.7,25.7,25.7,5,128500.0
2025-01-02 09:18:00,25.7,25.7,25.7,25.7,2,51400.0
2025-01-02 09:19:00,25.75,25.75,25.75,25.75,22,566500.0
2025-01-02 09:20:00,25.75,25.75,25.75,25.75,3,77250.0
2025-01-02 09:21:00,25.7,25.7,25.7,25.7,13,334100.0
2025-01-02 09:22:00,25.75,25.75,25.75,25.75,2,51500.0
2025-01-02 09:29:00,25.75,25.75,25.75,25.75,20,515000.0
2025-01-02 09:30:00,25.75,25.75,25.75,25.75,3,77250.0
2025-01-02 09:31:00,25.75,25.75,25.75,25.75,3,77250.0
2025-01-02 09:32:00,25.75,25.75,25.75,25.75,21,540750.0
2025-01-02 09:34:00,25.75,25.75,25.75,25.75,5,128750.0
2025-01-02 09:35:00,25.7,25.7,25.65,25.65,38,976550.0
2025-01-02 09:38:00,25.65,25.65,25.65,25.65,4,102600.0
2025-01-02 09:40:00,25.65,25.65,25.65,25.65,1,25650.0
2025-01-02 09:44:00,25.75,25.75,25.75,25.75,4,103000.0
2025-01-02 09:45:00,25.75,25.75,25.75,25.75,2,51500.0
2025-01-02 09:48:00,25.75,25.75,25.75,25.75,3,77250.0
2025-01-02 09:49:00,25.75,25.75,25.65,25.65,56,1439050.0
2025-01-02 09:50:00,25.7,25.7,25.7,25.7,5,128500.0
2025-01-02 09:59:00,25.7,25.7,25.7,25.7,3,77100.0
2025-01-02 10:00:00,25.7,25.7,25.7,25.7,14,359800.0
2025-01-02 10:02:00,25.7,25.7,25.7,25.7,1,25700.0
2025-01-02 10:09:00,25.7,25.7,25.7,25.7,1,25700.0
2025-01-02 10:10:00,25.65,25.65,25.65,25.65,1,25650.0
2025-01-02 10:11:00,25.65,25.65,25.6,25.6,114,2923600.0
2025-01-02 10:12:00,25.6,25.6,25.6,25.6,7,179200.0
2025-01-02 10:14:00,25.6,25.65,25.6,25.65,12,307700.0
2025-01-02 10:15:00,25.65,25.65,25.6,25.65,5,128100.0
2025-01-02 10:16:00,25.6,25.6,25.6,25.6,2,51200.0
2025-01-02 10:17:00,25.65,25.65,25.65,25.65,5,128250.0
2025-01-02 10:18:00,25.6,25.65,25.6,25.65,4,102500.0
2025-01-02 10:19:00,25.65,25.65,25.6,25.6,7,179450.0
2025-01-02 10:20:00,25.65,25.65,25.65,25.65,3,76950.0
2025-01-02 10:21:00,25.65,25.65,25.6,25.6,3,76850.0
2025-01-02 10:22:00,25.6,25.65,25.6,25.65,4,102500.0
2025-01-02 10:23:00,25.7,25.7,25.6,25.6,3,76900.0
2025-01-02 10:24:00,25.7,25.7,25.7,25.7,5,128500.0
2025-01-02 10:25:00,25.65,25.65,25.65,25.65,2,51300.0
2025-01-02 10:26:00,25.65,25.7,25.65,25.7,4,102700.0
2025-01-02 10:28:00,25.7,25.7,25.65,25.7,34,873700.0
2025-01-02 10:29:00,25.7,25.75,25.7,25.75,6,154400.0
2025-01-02 10:30:00,25.75,25.75,25.75,25.75,2,51500.0
2025-01-02 10:32:00,25.75,25.8,25.75,25.8,4,103100.0
2025-01-02 10:33:00,25.8,25.8,25.75,25.75,12,309500.0
2025-01-02 10:35:00,25.8,25.8,25.8,25.8,2,51600.0
2025-01-02 10:36:00,25.8,25.85,25.8,25.85,3,77450.0
2025-01-02 10:37:00,25.85,25.85,25.85,25.85,26,672100.0
2025-01-02 10:39:00,25.85,25.85,25.85,25.85,2,51700.0
2025-01-02 10:40:00,25.9,25.9,25.85,25.85,24,621500.0
2025-01-02 10:41:00,25.9,25.9,25.9,25.9,11,284900.0
2025-01-02 10:42:00,25.85,25.95,25.85,25.95,7,181450.0
2025-01-02 10:43:00,25.85,25.85,25.85,25.85,2,51700.0
2025-01-02 10:44:00,25.95,25.95,25.9,25.9,3,77750.0
2025-01-02 10:46:00,25.9,25.9,25.9,25.9,2,51800.0
2025-01-02 10:47:00,25.95,25.95,25.9,25.9,4,103700.0
2025-01-02 10:48:00,25.95,25.95,25.9,25.9,9,233150.0
2025-01-02 10:49:00,25.9,25.9,25.9,25.9,10,259000.0
2025-01-02 10:50:00,25.9,25.9,25.9,25.9,2,51800.0
2025-01-02 10:51:00,25.9,25.95,25.9,25.9,16,414700.0
2025-01-02 10:52:00,25.9,25.9,25.9,25.9,8,207200.0
2025-01-02 10:53:00,25.95,25.95,25.9,25.95,10,259400.0
2025-01-02 10:54:00,25.9,25.9,25.9,25.9,10,259000.0
2025-01-02 10:55:00,25.9,25.9,25.85,25.85,19,491700.0
2025-01-02 10:56:00,25.85,25.85,25.85,25.85,2,51700.0
2025-01-02 10:57:00,25.9,25.9,25.85,25.9,12,310400.0
2025-01-02 10:58:00,25.9,25.9,25.9,25.9,10,259000.0
2025-01-02 10:59:00,25.95,25.95,25.95,25.95,1,25950.0
2025-01-02 11:00:00,25.9,25.9,25.9,25.9,10,259000.0
2025-01-02 11:01:00,25.9,25.9,25.85,25.85,10,258800.0
2025-01-02 11:02:00,25.9,25.9,25.9,25.9,1,25900.0
2025-01-02 11:03:00,25.85,25.85,25.85,25.85,10,258500.0
2025-01-02 11:04:00,25.85,25.85,25.85,25.85,10,258500.0
2025-01-02 11:05:00,25.85,25.85,25.85,25.85,2,51700.0
2025-01-02 11:06:00,25.85,25.85,25.85,25.85,11,284350.0
2025-01-02 11:07:00,25.85,25.85,25.8,25.85,18,465150.0
2025-01-02 11:08:00,25.85,25.9,25.8,25.9,20,517700.0
2025-01-02 11:09:00,25.85,25.9,25.85,25.9,9,232700.0
2025-01-02 11:10:00,25.85,25.85,25.85,25.85,2,51700.0
2025-01-02 11:11:00,25.85,25.9,25.85,25.9,17,439800.0
2025-01-02 11:12:00,25.9,25.9,25.85,25.85,10,258550.0
2025-01-02 11:13:00,25.85,25.85,25.85,25.85,1,25850.0
2025-01-02 11:14:00,25.85,25.85,25.85,25.85,11,284350.0
2025-01-02 11:15:00,25.85,25.85,25.85,25.85,11,284350.0
2025-01-02 11:16:00,25.85,25.85,25.85,25.85,1,25850.0
2025-01-02 11:17:00,25.85,25.9,25.85,25.9,14,362100.0
2025-01-02 11:18:00,25.85,25.85,25.85,25.85,10,258500.0
2025-01-02 11:19:00,25.9,25.9,25.9,25.9,3,77700.0
2025-01-02 11:20:00,25.9,25.95,25.9,25.9,10,259050.0
2025-01-02 11:21:00,25.9,25.9,25.85,25.85,10,258550.0
