Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-27 00:00:00+08:00,157.77010851708528,158.252585913162,154.39276674454828,154.875244140625,64776987,0.0,0.0
2025-03-28 00:00:00+08:00,152.4628618909167,152.9453393019639,147.63808778044466,148.60304260253906,106024520,0.0,0.0
2025-03-31 00:00:00+08:00,139.9184375919708,144.26073393103195,139.9184375919708,140.88339233398438,126784939,0.0,0.0
2025-04-01 00:00:00+08:00,143.29578449851587,147.6380809984709,142.81330710963198,146.67312622070312,59980318,0.0,0.0
2025-04-02 00:00:00+08:00,147.63808229924803,149.0855144786524,146.67312751297845,148.1205596923828,38028390,0.0,0.0
2025-04-07 00:00:00+08:00,133.646240234375,133.646240234375,133.646240234375,133.646240234375,26126364,0.0,0.0
2025-04-08 00:00:00+08:00,122.54925616455078,125.92659786987304,120.61934661865234,120.61934661865234,301202019,0.0,0.0
2025-04-09 00:00:00+08:00,114.82961717393664,118.206958855523,108.55741119384766,108.55741119384766,358282270,0.0,0.0
2025-04-10 00:00:00+08:00,119.1719207763672,119.1719207763672,119.1719207763672,119.1719207763672,35122259,0.0,0.0
2025-04-11 00:00:00+08:00,114.34714567616967,130.2689001374085,112.89971345242073,129.7864227294922,293820443,0.0,0.0
2025-04-14 00:00:00+08:00,136.54110464378385,139.91844645476084,131.23385322653428,133.646240234375,210223406,0.0,0.0
2025-04-15 00:00:00+08:00,134.12871340953322,135.09366818226366,131.23384909134185,134.61119079589844,84519852,0.0,0.0
2025-04-16 00:00:00+08:00,133.1637658511891,134.61119808870205,131.23385620117188,131.23385620117188,59628853,0.0,0.0
2025-04-17 00:00:00+08:00,129.7864227294922,130.75137754532483,127.37403568991054,129.7864227294922,63502645,0.0,0.0
2025-04-18 00:00:00+08:00,130.26889589879784,131.71632807545114,128.82146372214453,130.75137329101562,25953939,0.0,0.0
2025-04-21 00:00:00+08:00,130.2688917222914,132.1988012292883,129.78641434554217,131.71632385253906,31715258,0.0,0.0
2025-04-22 00:00:00+08:00,129.78641801891905,131.23385019013375,126.89155367648962,127.37403106689452,43756112,0.0,0.0
2025-04-23 00:00:00+08:00,131.233858616232,134.61120056591446,131.233858616232,134.12872314453125,64790108,0.0,0.0
2025-04-24 00:00:00+08:00,134.1287107362852,134.1287107362852,130.7513690990406,131.71632385253906,43373263,0.0,0.0
2025-04-25 00:00:00+08:00,135.57615540868088,136.05863283006408,133.64624572314804,134.12872314453125,53501504,0.0,0.0
2025-04-28 00:00:00+08:00,135.0936707613761,138.47101253041052,135.0936707613761,137.5060577392578,46661370,0.0,0.0
2025-04-29 00:00:00+08:00,136.5411084048398,138.47101806427216,136.0586309899817,137.98854064941406,37793068,0.0,0.0
2025-04-30 00:00:00+08:00,137.98853940930047,138.95349423034452,136.54110717773438,136.54110717773438,41225512,0.0,0.0
2025-05-02 00:00:00+08:00,139.43596155198955,142.81330318127647,138.95348417637712,142.33082580566406,58858234,0.0,0.0
2025-05-05 00:00:00+08:00,143.7782638817503,143.7782638817503,137.0235803436815,137.5060577392578,65835101,0.0,0.0
2025-05-06 00:00:00+08:00,137.5060507369368,141.36586970499118,137.02357336593002,140.88339233398438,52642201,0.0,0.0
2025-05-07 00:00:00+08:00,141.36587392872778,142.81330608499462,138.4710096161941,139.91844177246094,42941757,0.0,0.0
2025-05-08 00:00:00+08:00,140.4009149629776,141.36586970499118,139.435960220964,140.88339233398438,28650766,0.0,0.0
2025-05-09 00:00:00+08:00,141.3658807456088,142.33083556298496,140.40092592823262,141.84835815429688,29653062,0.0,0.0
2025-05-12 00:00:00+08:00,143.77825778138404,147.63807678222656,143.29578040627874,147.63807678222656,58159600,0.0,0.0
2025-05-13 00:00:00+08:00,153.91029232363158,155.84020194524453,151.4979052966154,152.46286010742188,91396561,0.0,0.0
2025-05-14 00:00:00+08:00,155.84019601271928,157.28762817382812,153.91028646457414,157.28762817382812,68720158,0.0,0.0
2025-05-15 00:00:00+08:00,157.2876354444737,157.2876354444737,152.94533876042382,153.91029357910156,68371776,0.0,0.0
2025-05-16 00:00:00+08:00,152.94533751282512,153.91029232363158,151.4979052966154,152.46286010742188,34064080,0.0,0.0
2025-05-19 00:00:00+08:00,151.4979070688223,152.4628618909167,148.60304260253906,148.60304260253906,51994460,0.0,0.0
2025-05-20 00:00:00+08:00,151.4979070688223,152.9453393019639,148.12056519149186,148.60304260253906,40404578,0.0,0.0
2025-05-21 00:00:00+08:00,149.5679931640625,151.01542535597278,149.08551576675907,149.5679931640625,28794921,0.0,0.0
2025-05-22 00:00:00+08:00,148.1205541573319,148.6030315324372,146.19064465691062,147.63807678222656,36180030,0.0,0.0
2025-05-23 00:00:00+08:00,150.5329522467279,150.5329522467279,147.63808778044466,148.60304260253906,22240124,0.0,0.0
2025-05-26 00:00:00+08:00,147.15559940712126,149.56798628264784,145.70816728180532,147.63807678222656,28674499,0.0,0.0
2025-05-27 00:00:00+08:00,148.1205583873548,149.56799055400649,146.67312622070312,146.67312622070312,27178660,0.0,0.0
2025-05-28 00:00:00+08:00,148.6030357762387,148.6030357762387,146.19064883181923,146.67312622070312,31301270,0.0,0.0
2025-05-29 00:00:00+08:00,149.0855115743784,152.46285326052936,148.60303419064252,150.53294372558594,88695221,0.0,0.0
2025-06-02 00:00:00+08:00,148.60304135181863,149.08551875880508,145.7081769099001,147.15560913085938,54596606,0.0,0.0
2025-06-03 00:00:00+08:00,148.12056825341958,149.5680005164823,146.19065856933594,146.19065856933594,37496603,0.0,0.0
2025-06-04 00:00:00+08:00,148.12055680690668,150.53294372558594,147.63807942317084,150.53294372558594,39430089,0.0,0.0
2025-06-05 00:00:00+08:00,151.01543090427805,151.4979083193077,150.05047607421875,150.05047607421875,34135967,0.0,0.0
2025-06-06 00:00:00+08:00,150.05046365775314,150.05046365775314,147.63807678222656,147.63807678222656,23622232,0.0,0.0
2025-06-09 00:00:00+08:00,149.56798763336872,150.0504650128312,148.60303287444376,149.08551025390625,18242233,0.0,0.0
