Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Amount
2025-03-27 00:00:00,13.899999618530272,13.899999618530272,13.699999809265137,13.850000381469728,128872,0.0,0.0,
2025-03-28 00:00:00,13.899999618530272,13.899999618530272,13.149999618530272,13.149999618530272,537379,0.0,0.0,
2025-03-31 00:00:00,13.0,13.0,12.0,12.0,841345,0.0,0.0,
2025-04-01 00:00:00,12.149999618530272,12.350000381469728,12.0,12.100000381469728,500020,0.0,0.0,
2025-04-02 00:00:00,12.199999809265137,12.449999809265137,11.949999809265137,12.350000381469728,269000,0.0,0.0,
2025-04-07 00:00:00,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,154000,0.0,0.0,
2025-04-08 00:00:00,10.100000381469728,10.25,10.050000190734863,10.050000190734863,1159962,0.0,0.0,
2025-04-09 00:00:00,10.050000190734863,10.050000190734863,9.050000190734863,9.050000190734863,807000,0.0,0.0,
2025-04-10 00:00:00,9.800000190734863,9.949999809265137,9.68000030517578,9.949999809265137,247889,0.0,0.0,
2025-04-11 00:00:00,9.989999771118164,10.300000190734863,9.600000381469728,10.300000190734863,392174,0.0,0.0,
2025-04-14 00:00:00,10.5,11.25,10.5,10.600000381469728,559279,0.0,0.0,
2025-04-15 00:00:00,10.850000381469728,11.149999618530272,10.800000190734863,11.100000381469728,534061,0.0,0.0,
2025-04-16 00:00:00,11.199999809265137,11.199999809265137,10.800000190734863,10.800000190734863,238000,0.0,0.0,
2025-04-17 00:00:00,10.649999618530272,10.850000381469728,10.550000190734863,10.699999809265137,243547,0.0,0.0,
2025-04-18 00:00:00,10.899999618530272,10.899999618530272,10.699999809265137,10.850000381469728,193213,0.0,0.0,
2025-04-21 00:00:00,10.800000190734863,10.800000190734863,10.399999618530272,10.399999618530272,163000,0.0,0.0,
2025-04-22 00:00:00,10.399999618530272,10.550000190734863,10.300000190734863,10.350000381469728,119539,0.0,0.0,
2025-04-23 00:00:00,11.0,11.0,10.699999809265137,10.800000190734863,152000,0.0,0.0,
2025-04-24 00:00:00,10.800000190734863,10.949999809265137,10.600000381469728,10.699999809265137,118627,0.0,0.0,
2025-04-25 00:00:00,10.899999618530272,10.949999809265137,10.75,10.75,216000,0.0,0.0,
2025-04-28 00:00:00,10.850000381469728,10.899999618530272,10.75,10.899999618530272,293702,0.0,0.0,
2025-04-29 00:00:00,10.899999618530272,11.100000381469728,10.899999618530272,10.949999809265137,414000,0.0,0.0,
2025-04-30 00:00:00,11.100000381469728,11.100000381469728,10.600000381469728,10.600000381469728,450260,0.0,0.0,
2025-05-02 00:00:00,10.800000190734863,11.0,10.699999809265137,10.949999809265137,282455,0.0,0.0,
2025-05-05 00:00:00,11.050000190734863,11.050000190734863,10.300000190734863,10.600000381469728,278000,0.0,0.0,
2025-05-06 00:00:00,10.5,10.800000190734863,10.5,10.699999809265137,178313,0.0,0.0,
2025-05-07 00:00:00,10.75,10.800000190734863,10.600000381469728,10.75,131825,0.0,0.0,
2025-05-08 00:00:00,10.800000190734863,10.949999809265137,10.75,10.850000381469728,218332,0.0,0.0,
2025-05-09 00:00:00,11.0,11.0,10.699999809265137,10.75,129100,0.0,0.0,
2025-05-12 00:00:00,10.75,11.199999809265137,10.75,11.0,649347,0.0,0.0,
2025-05-13 00:00:00,11.399999618530272,11.399999618530272,10.899999618530272,10.899999618530272,568025,0.0,0.0,
2025-05-14 00:00:00,11.050000190734863,11.149999618530272,10.949999809265137,11.0,546200,0.0,0.0,
2025-05-15 00:00:00,11.149999618530272,11.149999618530272,10.899999618530272,10.949999809265137,275557,0.0,0.0,
2025-05-16 00:00:00,11.050000190734863,11.050000190734863,10.899999618530272,10.949999809265137,309686,0.0,0.0,
2025-05-19 00:00:00,11.0,11.050000190734863,10.75,10.850000381469728,278312,0.0,0.0,
2025-05-20 00:00:00,10.949999809265137,11.0,10.800000190734863,10.899999618530272,172764,0.0,0.0,
2025-05-21 00:00:00,11.0,11.0,10.800000190734863,10.949999809265137,228076,0.0,0.0,
2025-05-22 00:00:00,10.800000190734863,10.949999809265137,10.5,10.5,524500,0.0,0.0,
2025-05-23 00:00:00,10.649999618530272,10.75,10.449999809265137,10.550000190734863,337324,0.0,0.0,
2025-05-26 00:00:00,10.550000190734863,10.550000190734863,10.149999618530272,10.199999809265137,508077,0.0,0.0,
2025-05-27 00:00:00,10.25,10.5,10.199999809265137,10.25,381488,0.0,0.0,
