timestamp,Open,High,Low,Close,Volume
2026-01-16 09:01:00,157.0,157.0,157.0,157.0,14
2026-01-16 09:02:00,157.0,157.5,157.0,157.5,7
2026-01-16 09:03:00,157.5,157.5,157.5,157.5,6
2026-01-16 09:04:00,157.5,157.5,157.0,157.0,2
2026-01-16 09:05:00,157.0,157.0,157.0,157.0,6
2026-01-16 09:06:00,157.0,159.0,157.0,159.0,88
2026-01-16 09:07:00,159.0,159.0,159.0,159.0,18
2026-01-16 09:08:00,159.0,159.0,158.5,159.0,13
2026-01-16 09:09:00,159.0,159.0,159.0,159.0,5
2026-01-16 09:11:00,158.5,159.0,158.5,158.5,5
2026-01-16 09:12:00,158.5,158.5,158.5,158.5,2
2026-01-16 09:13:00,159.0,160.0,159.0,159.5,53
2026-01-16 09:14:00,159.5,159.5,159.5,159.5,18
2026-01-16 09:15:00,159.5,159.5,159.5,159.5,2
2026-01-16 09:16:00,159.5,159.5,159.5,159.5,1
2026-01-16 09:17:00,159.0,159.5,159.0,159.5,4
2026-01-16 09:18:00,159.0,159.0,158.5,158.5,22
2026-01-16 09:20:00,158.0,158.0,158.0,158.0,3
2026-01-16 09:21:00,158.0,158.0,158.0,158.0,11
2026-01-16 09:22:00,158.0,158.5,158.0,158.5,10
2026-01-16 09:23:00,158.5,158.5,158.5,158.5,3
2026-01-16 09:24:00,158.5,158.5,158.5,158.5,3
2026-01-16 09:25:00,158.5,158.5,158.5,158.5,2
2026-01-16 09:26:00,158.5,159.0,158.5,159.0,3
2026-01-16 09:28:00,158.5,158.5,158.5,158.5,3
2026-01-16 09:31:00,158.0,158.0,158.0,158.0,4
2026-01-16 09:32:00,158.0,158.0,158.0,158.0,1
2026-01-16 09:33:00,158.0,158.0,158.0,158.0,4
2026-01-16 09:34:00,158.0,158.0,158.0,158.0,2
2026-01-16 09:35:00,158.0,158.0,158.0,158.0,2
2026-01-16 09:36:00,157.5,157.5,157.5,157.5,2
2026-01-16 09:37:00,158.0,158.0,158.0,158.0,1
2026-01-16 09:38:00,158.0,158.0,158.0,158.0,3
2026-01-16 09:42:00,158.0,158.0,158.0,158.0,4
2026-01-16 09:44:00,157.5,157.5,157.5,157.5,9
2026-01-16 09:46:00,157.5,157.5,157.5,157.5,1
2026-01-16 09:47:00,157.5,157.5,157.0,157.5,5
2026-01-16 09:48:00,157.5,157.5,157.5,157.5,2
2026-01-16 09:49:00,157.5,157.5,157.5,157.5,1
2026-01-16 09:58:00,157.5,157.5,157.5,157.5,2
2026-01-16 10:07:00,157.5,157.5,157.5,157.5,1
2026-01-16 10:10:00,157.0,157.0,157.0,157.0,8
2026-01-16 10:11:00,157.5,157.5,157.0,157.0,22
2026-01-16 10:15:00,157.5,157.5,157.5,157.5,2
2026-01-16 10:17:00,157.5,157.5,157.5,157.5,2
2026-01-16 10:18:00,157.5,157.5,157.5,157.5,4
2026-01-16 10:26:00,157.5,157.5,157.5,157.5,3
2026-01-16 10:29:00,157.5,157.5,157.5,157.5,2
2026-01-16 10:30:00,158.0,158.0,158.0,158.0,4
2026-01-16 10:35:00,157.5,157.5,157.5,157.5,3
2026-01-16 10:41:00,157.0,157.0,157.0,157.0,1
2026-01-16 10:44:00,157.5,157.5,157.5,157.5,1
2026-01-16 10:47:00,157.5,157.5,157.5,157.5,1
2026-01-16 10:48:00,157.5,157.5,157.5,157.5,3
2026-01-16 10:50:00,157.0,158.0,157.0,158.0,31
2026-01-16 10:51:00,158.5,158.5,158.0,158.5,3
2026-01-16 10:53:00,158.5,159.0,158.5,159.0,22
2026-01-16 10:54:00,159.0,159.0,159.0,159.0,23
2026-01-16 10:55:00,159.0,159.0,159.0,159.0,1
2026-01-16 10:56:00,159.0,159.0,159.0,159.0,1
2026-01-16 10:59:00,159.0,160.0,159.0,160.0,84
2026-01-16 11:00:00,159.5,159.5,159.5,159.5,2
2026-01-16 11:01:00,159.5,159.5,159.5,159.5,7
2026-01-16 11:02:00,159.5,159.5,159.5,159.5,3
2026-01-16 11:03:00,159.5,159.5,159.5,159.5,1
2026-01-16 11:04:00,159.5,159.5,159.5,159.5,3
2026-01-16 11:05:00,159.5,159.5,159.5,159.5,3
2026-01-16 11:06:00,159.0,159.0,159.0,159.0,1
2026-01-16 11:07:00,159.5,160.0,159.5,160.0,15
2026-01-16 11:09:00,159.5,159.5,159.5,159.5,2
2026-01-16 11:10:00,159.5,159.5,159.5,159.5,1
2026-01-16 11:12:00,159.5,159.5,159.5,159.5,1
2026-01-16 11:13:00,159.5,159.5,159.0,159.0,22
2026-01-16 11:14:00,159.0,159.0,159.0,159.0,2
2026-01-16 11:15:00,158.5,159.0,158.5,159.0,5
2026-01-16 11:17:00,158.5,158.5,158.5,158.5,2
2026-01-16 11:18:00,158.5,158.5,158.5,158.5,3
2026-01-16 11:19:00,158.5,158.5,158.5,158.5,4
2026-01-16 11:26:00,158.5,158.5,158.5,158.5,1
2026-01-16 11:35:00,159.0,159.0,159.0,159.0,5
2026-01-16 11:40:00,158.5,158.5,158.5,158.5,1
2026-01-16 11:54:00,159.0,159.0,159.0,159.0,5
2026-01-16 11:56:00,159.0,159.0,159.0,159.0,2
2026-01-16 11:57:00,159.0,159.0,159.0,159.0,1
2026-01-16 11:58:00,159.0,160.0,159.0,160.0,99
2026-01-16 12:00:00,159.5,159.5,159.5,159.5,2
2026-01-16 12:03:00,159.5,159.5,159.5,159.5,1
2026-01-16 12:10:00,159.5,159.5,159.5,159.5,13
2026-01-16 12:11:00,159.0,159.0,159.0,159.0,4
2026-01-16 12:15:00,159.0,159.0,159.0,159.0,5
2026-01-16 12:16:00,158.5,158.5,158.5,158.5,4
2026-01-16 12:19:00,159.0,159.0,159.0,159.0,1
2026-01-16 12:21:00,159.0,159.0,159.0,159.0,1
2026-01-16 12:22:00,159.0,159.0,159.0,159.0,2
2026-01-16 12:28:00,159.0,159.0,159.0,159.0,1
2026-01-16 12:29:00,159.0,159.0,159.0,159.0,1
2026-01-16 12:30:00,158.5,158.5,158.5,158.5,2
2026-01-16 12:32:00,158.5,158.5,158.5,158.5,3
