timestamp,ticker,strategy,mode,action,price,entry_price,qty,reason,pnl_gross,fees,pnl_cash
2026-04-09 09:27:59,3044,mean_reversion,PAPER,BUY,373.0,373.0,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 09:37:58,1326,mean_reversion,PAPER,BUY,46.35,46.35,107,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 09:41:40,1326,mean_reversion,PAPER,BUY,46.2,46.2,108,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:17:43,1326,mean_reversion,PAPER,BUY,45.35,45.35,110,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:17:47,1326,mean_reversion,PAPER,BUY,45.35,45.35,110,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:23:22,1560,mean_reversion,PAPER,BUY,511.0,511.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:27:41,1623,mean_reversion,PAPER,BUY,181.0,181.0,27,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:28:15,1623,mean_reversion,PAPER,BUY,181.0,181.0,27,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:28:42,1623,mean_reversion,PAPER,BUY,181.0,181.0,27,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:29:02,1623,mean_reversion,PAPER,BUY,180.5,180.5,27,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:29:36,1623,mean_reversion,PAPER,BUY,180.5,180.5,27,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:29:39,3034,mean_reversion,PAPER,BUY,392.5,392.5,12,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:29:50,3034,mean_reversion,PAPER,BUY,392.5,392.5,12,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:31:47,3034,mean_reversion,PAPER,BUY,392.5,392.5,12,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:31:51,3034,mean_reversion,PAPER,BUY,392.5,392.5,12,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:36:54,3044,mean_reversion,PAPER,BUY,380.5,380.5,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:36:55,3044,mean_reversion,PAPER,BUY,380.5,380.5,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:45:36,1525,mean_reversion,PAPER,BUY,63.5,63.5,78,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:46:00,1525,mean_reversion,PAPER,BUY,63.5,63.5,78,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:46:37,1525,mean_reversion,PAPER,BUY,63.5,63.5,78,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:48:43,1560,mean_reversion,PAPER,BUY,512.0,512.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:48:49,1560,mean_reversion,PAPER,BUY,512.0,512.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 11:49:44,1560,mean_reversion,PAPER,BUY,511.0,511.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:05:52,1560,mean_reversion,PAPER,BUY,512.0,512.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:06:52,1560,mean_reversion,PAPER,BUY,512.0,512.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:10:54,3044,mean_reversion,PAPER,BUY,379.0,379.0,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:11:55,1560,mean_reversion,PAPER,BUY,511.0,511.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:18:00,3044,mean_reversion,PAPER,BUY,378.0,378.0,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:18:16,3044,mean_reversion,PAPER,BUY,378.0,378.0,13,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:20:01,1560,mean_reversion,PAPER,BUY,510.0,510.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:48:18,1560,mean_reversion,PAPER,BUY,503.0,503.0,9,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-09 12:49:19,1326,mean_reversion,PAPER,BUY,45.35,45.35,110,BB_LOWER_BOUNCE,0.0,0.0,0
