timestamp,ticker,strategy,mode,action,price,entry_price,qty,reason,pnl_gross,fees,pnl_cash
2026-04-10 11:07:30,1216,mean_reversion,PAPER,BUY,71.8,71.8,69,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-10 11:07:48,1216,mean_reversion,PAPER,BUY,71.8,71.8,69,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-10 11:22:58,1590,mean_reversion,PAPER,BUY,1105.0,1105.0,4,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-10 11:24:22,2049,mean_reversion,PAPER,BUY,244.0,244.0,20,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-10 11:25:44,2059,mean_reversion,PAPER,BUY,3350.0,3350.0,1,BB_LOWER_BOUNCE,0.0,0.0,0
2026-04-10 11:48:59,1326,mean_reversion,PAPER,BUY,45.720000000000006,45.720000000000006,545,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 11:48:59,1525,mean_reversion,PAPER,BUY,63.5,63.5,234,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 11:48:59,1560,mean_reversion,PAPER,BUY,510.44444444444446,510.44444444444446,81,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 11:48:59,1623,mean_reversion,PAPER,BUY,180.8,180.8,135,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 11:48:59,3034,mean_reversion,PAPER,BUY,392.5,392.5,48,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 11:48:59,3044,mean_reversion,PAPER,BUY,378.1666666666667,378.1666666666667,78,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,1326,mean_reversion,PAPER,BUY,45.720000000000006,45.720000000000006,545,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,1525,mean_reversion,PAPER,BUY,63.5,63.5,234,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,1560,mean_reversion,PAPER,BUY,510.44444444444446,510.44444444444446,81,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,1623,mean_reversion,PAPER,BUY,180.8,180.8,135,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,3034,mean_reversion,PAPER,BUY,392.5,392.5,48,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
2026-04-10 12:42:06,3044,mean_reversion,PAPER,BUY,378.1666666666667,378.1666666666667,78,OVERNIGHT_RECOVERY_20260409,0.0,0.0,0.0
