timestamp,symbol,regime,strategy_name,candidate_order,status,evaluated,winner,signal_side,signal_type,notes
2026-04-23 01:05:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:05:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:05:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:05:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:05:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:05:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:06:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:06:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:06:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:06:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:07:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:07:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:07:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:07:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:08:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:08:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:08:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:08:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:09:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:09:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:09:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:09:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:09:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:09:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:09:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:10:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:10:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:10:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:10:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:11:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:11:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:11:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:11:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:12:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:12:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:12:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:12:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:12:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:13:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:13:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:13:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:13:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:13:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:13:00,TX,WEAK,kbar_feature,2,winner,True,True,,entry,router selected this signal
2026-04-23 01:14:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:14:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:14:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:14:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:14:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:15:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:15:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:15:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:15:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:15:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:16:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:16:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:16:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:16:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:16:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:16:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:16:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:17:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:17:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:17:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:17:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:17:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:17:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:17:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:18:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:18:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:18:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:18:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:18:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:19:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:19:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:19:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:19:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:19:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:19:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:19:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:20:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:20:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:20:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:20:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:20:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:20:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:20:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:21:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:21:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:21:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:21:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:22:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:22:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:22:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:22:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:22:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:22:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:22:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:23:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:23:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:23:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:23:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:23:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:24:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:24:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:24:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:24:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:25:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:25:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:25:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:25:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:26:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:26:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:26:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:26:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:27:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:27:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:27:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:27:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:27:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:27:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:27:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:28:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:28:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:28:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:28:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:28:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:28:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:28:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:29:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:29:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:29:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:29:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:30:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:30:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:30:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:30:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:31:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:31:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:31:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:31:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:32:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:32:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:32:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:32:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:33:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:33:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:33:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:33:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:33:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:33:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:33:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:34:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:34:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:34:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:34:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:35:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:35:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:35:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:35:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:36:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:36:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:36:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:36:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:36:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:36:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:36:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:37:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:37:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:37:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:37:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:38:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:38:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:38:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:38:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:39:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:39:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:39:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:39:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:39:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:39:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:39:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:40:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:40:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:40:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:40:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:41:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:41:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:41:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:41:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:42:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:42:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:42:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:42:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:42:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:42:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:42:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:43:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:43:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:43:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:43:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:44:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:44:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:44:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:44:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:45:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:45:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:45:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:45:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
2026-04-23 01:46:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:46:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:46:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:46:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=spring_upthrust
2026-04-23 01:46:00,TX,WEAK,spring_upthrust,1,winner,True,True,,entry,router selected this signal
2026-04-23 01:47:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:47:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:47:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:47:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:47:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:47:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:47:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:48:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:48:00,TX,WEAK,counter_vwap,0,no_signal,True,False,,,strategy returned None
2026-04-23 01:48:00,TX,WEAK,spring_upthrust,1,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:48:00,TX,WEAK,spring_upthrust,1,no_signal,True,False,,,strategy returned None
2026-04-23 01:48:00,TX,WEAK,kbar_feature,2,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:48:00,TX,WEAK,kbar_feature,2,no_signal,True,False,,,strategy returned None
2026-04-23 01:48:00,TX,WEAK,router,0,no_winner,False,False,,,no eligible signal for regime WEAK
2026-04-23 01:49:00,TX,WEAK,counter_vwap,0,candidate,False,False,,,pre-evaluation candidate
2026-04-23 01:49:00,TX,WEAK,spring_upthrust,1,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:49:00,TX,WEAK,kbar_feature,2,shadowed,False,False,,,short-circuited by winner=counter_vwap
2026-04-23 01:49:00,TX,WEAK,counter_vwap,0,winner,True,True,,entry,router selected this signal
