entry_type,pnl_pts,pnl_cash,bars_held,mfe,mae
CONFIRMED_BREAKOUT,-14.0,-2800.0,1,1.0,-17.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,3,7.0,-35.0
CONFIRMED_BREAKOUT,79.0,15800.0,18,94.0,-10.0
EARLY_BREAKOUT,-2.4,-480.0,2,1.0,-11.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,7,3.0,-11.0
CONFIRMED_BREAKOUT,55.0,11000.0,6,67.0,-107.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,22,49.0,-30.0
CONFIRMED_BREAKOUT,21.0,4200.0,32,24.0,-12.0
EARLY_BREAKOUT,12.0,2400.0,4,42.0,-9.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,4,4.0,-25.0
CONFIRMED_BREAKOUT,10.0,2000.0,26,11.0,-9.0
EARLY_BREAKOUT,-1.5,-300.0,26,6.0,-6.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,5,7.0,-19.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,8,4.0,-21.0
EARLY_BREAKOUT,-2.1,-420.0,1,1.0,-9.0
EARLY_BREAKOUT,-4.8,-960.0,5,3.0,-16.0
EARLY_BREAKOUT,-2.4,-480.0,17,9.0,-14.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,48,10.0,-8.0
EARLY_BREAKOUT,-2.4,-480.0,35,8.0,-9.0
EARLY_BREAKOUT,5.7,1140.0,17,20.0,-10.0
CONFIRMED_BREAKOUT,39.0,7800.0,13,45.0,-15.0
EARLY_BREAKOUT,11.4,2280.0,150,48.0,-20.0
EARLY_BREAKOUT,4.2,840.0,6,14.0,-16.0
CONFIRMED_BREAKOUT,30.0,6000.0,11,30.0,-11.0
EARLY_BREAKOUT,-3.0,-600.0,1,2.0,-12.0
EARLY_BREAKOUT,-6.0,-1200.0,12,22.0,-23.0
EARLY_BREAKOUT,4.2,840.0,34,14.0,-7.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,19,10.0,-25.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,9,5.0,-24.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,1,3.0,-10.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,12,2.0,-9.0
EARLY_BREAKOUT,2.6999999999999997,540.0,4,12.0,-6.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,1,5.0,-14.0
EARLY_BREAKOUT,6.0,1200.0,21,23.0,-7.0
EARLY_BREAKOUT,7.8,1560.0,9,26.0,-9.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,9,8.0,-18.0
EARLY_BREAKOUT,6.0,1200.0,9,21.0,-9.0
EARLY_BREAKOUT,6.0,1200.0,6,20.0,-8.0
EARLY_BREAKOUT,4.5,900.0,9,16.0,-6.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,11,29.0,-20.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,14,5.0,-10.0
EARLY_BREAKOUT,-3.9,-780.0,13,11.0,-14.0
CONFIRMED_BREAKOUT,-5.0,-1000.0,50,10.0,-8.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,2,3.0,-19.0
EARLY_BREAKOUT,-1.5,-300.0,2,0.0,-5.0
CONFIRMED_BREAKOUT,29.0,5800.0,4,30.0,-14.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,2,5.0,-26.0
EARLY_BREAKOUT,11.1,2220.0,29,52.0,-11.0
EARLY_BREAKOUT,2.4,480.0,28,9.0,-5.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,4,1.0,-15.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,13,11.0,-21.0
EARLY_BREAKOUT,-2.4,-480.0,60,12.0,-9.0
EARLY_BREAKOUT,4.5,900.0,7,15.0,-6.0
CONFIRMED_BREAKOUT,40.0,8000.0,39,40.0,-22.0
CONFIRMED_BREAKOUT,35.0,7000.0,9,35.0,-24.0
CONFIRMED_BREAKOUT,34.0,6800.0,5,43.0,-21.0
CONFIRMED_BREAKOUT,23.0,4600.0,11,25.0,-6.0
EARLY_BREAKOUT,7.8,1560.0,2,26.0,-9.0
EARLY_BREAKOUT,-1.2,-240.0,2,0.0,-8.0
EARLY_BREAKOUT,3.9,780.0,23,13.0,-7.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,6,5.0,-6.0
CONFIRMED_BREAKOUT,68.0,13600.0,1,89.0,-20.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,4,5.0,-15.0
EARLY_BREAKOUT,6.6,1320.0,12,22.0,-8.0
CONFIRMED_BREAKOUT,22.0,4400.0,11,22.0,-15.0
CONFIRMED_BREAKOUT,15.0,3000.0,13,16.0,-13.0
EARLY_BREAKOUT,5.7,1140.0,5,20.0,-13.0
CONFIRMED_BREAKOUT,-41.0,-8200.0,4,3.0,-48.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,26,12.0,-20.0
CONFIRMED_BREAKOUT,13.0,2600.0,5,15.0,-9.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,2,2.0,-7.0
EARLY_BREAKOUT,3.0,600.0,5,11.0,-7.0
EARLY_BREAKOUT,9.0,1800.0,29,36.0,-8.0
CONFIRMED_BREAKOUT,23.0,4600.0,4,29.0,-16.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,9,1.0,-19.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,5,4.0,-8.0
EARLY_BREAKOUT,3.0,600.0,7,10.0,-8.0
EARLY_BREAKOUT,3.9,780.0,13,14.0,-10.0
CONFIRMED_BREAKOUT,20.0,4000.0,11,21.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,18,15.0,-11.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,7,4.0,-12.0
CONFIRMED_BREAKOUT,25.0,5000.0,1,36.0,-24.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,41,32.0,-19.0
CONFIRMED_BREAKOUT,30.0,6000.0,8,35.0,-21.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,8,5.0,-24.0
EARLY_BREAKOUT,-4.2,-840.0,3,3.0,-15.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,6,3.0,-10.0
EARLY_BREAKOUT,11.1,2220.0,9,39.0,-11.0
EARLY_BREAKOUT,-3.0,-600.0,2,4.0,-12.0
EARLY_BREAKOUT,5.7,1140.0,6,23.0,-6.0
EARLY_BREAKOUT,-2.4,-480.0,8,3.0,-8.0
CONFIRMED_BREAKOUT,42.0,8400.0,7,43.0,-10.0
EARLY_BREAKOUT,-2.1,-420.0,1,0.0,-7.0
EARLY_BREAKOUT,-1.5,-300.0,3,1.0,-5.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,21,7.0,-13.0
EARLY_BREAKOUT,-2.1,-420.0,6,5.0,-8.0
CONFIRMED_BREAKOUT,17.0,3400.0,37,19.0,-8.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,7,28.0,-11.0
EARLY_BREAKOUT,12.6,2520.0,5,43.0,-11.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,8,15.0,-30.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,6,9.0,-32.0
CONFIRMED_BREAKOUT,46.0,9200.0,17,46.0,-30.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,6,18.0,-17.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,25,8.0,-13.0
EARLY_BREAKOUT,6.0,1200.0,15,22.0,-7.0
EARLY_BREAKOUT,-3.9,-780.0,8,3.0,-16.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,11,13.0,-5.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,7,0.0,-6.0
EARLY_BREAKOUT,-3.3,-660.0,11,7.0,-12.0
EARLY_BREAKOUT,-6.3,-1260.0,30,5.0,-25.0
EARLY_BREAKOUT,5.7,1140.0,2,29.0,-6.0
EARLY_BREAKOUT,-3.3,-660.0,17,10.0,-21.0
CONFIRMED_BREAKOUT,82.0,16400.0,40,111.0,-101.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,15,21.0,-16.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,11,1.0,-14.0
EARLY_BREAKOUT,-2.4,-480.0,17,5.0,-8.0
CONFIRMED_BREAKOUT,13.0,2600.0,20,14.0,-12.0
EARLY_BREAKOUT,-4.5,-900.0,33,16.0,-17.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,51,13.0,-11.0
CONFIRMED_BREAKOUT,26.0,5200.0,5,30.0,-10.0
EARLY_BREAKOUT,15.6,3120.0,43,58.0,-11.0
EARLY_BREAKOUT,8.4,1680.0,40,30.0,-17.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,1,3.0,-19.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,5,5.0,-9.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,9,0.0,-20.0
CONFIRMED_BREAKOUT,30.0,6000.0,24,32.0,-24.0
CONFIRMED_BREAKOUT,23.0,4600.0,19,23.0,-14.0
CONFIRMED_BREAKOUT,35.0,7000.0,13,45.0,-21.0
EARLY_BREAKOUT,14.7,2940.0,14,57.0,-18.0
CONFIRMED_BREAKOUT,58.0,11600.0,25,62.0,-22.0
EARLY_BREAKOUT,-6.6,-1320.0,35,24.0,-23.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,2,5.0,-9.0
CONFIRMED_BREAKOUT,10.0,2000.0,5,13.0,-9.0
CONFIRMED_BREAKOUT,14.0,2800.0,3,20.0,-10.0
CONFIRMED_BREAKOUT,-41.0,-8200.0,4,20.0,-41.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,12,8.0,-17.0
EARLY_BREAKOUT,6.6,1320.0,13,23.0,-9.0
EARLY_BREAKOUT,5.7,1140.0,6,20.0,-6.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,60,9.0,-56.0
EARLY_BREAKOUT,-4.5,-900.0,13,12.0,-18.0
EARLY_BREAKOUT,-4.5,-900.0,37,21.0,-16.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,15,8.0,-9.0
EARLY_BREAKOUT,-3.3,-660.0,6,2.0,-12.0
EARLY_BREAKOUT,-3.0,-600.0,31,4.0,-12.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,9,3.0,-12.0
EARLY_BREAKOUT,-11.4,-2280.0,77,53.0,-47.0
EARLY_BREAKOUT,4.5,900.0,56,18.0,-8.0
EARLY_BREAKOUT,4.8,960.0,7,17.0,-8.0
CONFIRMED_BREAKOUT,25.0,5000.0,2,28.0,-35.0
EARLY_BREAKOUT,-6.0,-1200.0,16,8.0,-23.0
EARLY_BREAKOUT,-5.7,-1140.0,15,7.0,-27.0
CONFIRMED_BREAKOUT,22.0,4400.0,20,23.0,-14.0
CONFIRMED_BREAKOUT,54.0,10800.0,5,57.0,-17.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,3,5.0,-25.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,3,1.0,-15.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,2,0.0,-11.0
CONFIRMED_BREAKOUT,31.0,6200.0,8,34.0,-26.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,2,2.0,-20.0
CONFIRMED_BREAKOUT,17.0,3400.0,11,17.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,5,5.0,-11.0
CONFIRMED_BREAKOUT,23.0,4600.0,3,26.0,-12.0
CONFIRMED_BREAKOUT,34.0,6800.0,9,37.0,-13.0
CONFIRMED_BREAKOUT,51.0,10200.0,10,51.0,-43.0
EARLY_BREAKOUT,-9.299999999999999,-1859.9999999999998,2,12.0,-34.0
CONFIRMED_BREAKOUT,79.0,15800.0,25,81.0,-27.0
CONFIRMED_BREAKOUT,54.0,10800.0,41,56.0,-21.0
EARLY_BREAKOUT,-5.7,-1140.0,61,19.0,-25.0
EARLY_BREAKOUT,-3.9,-780.0,4,1.0,-13.0
EARLY_BREAKOUT,-5.7,-1140.0,16,9.0,-19.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,64,13.0,-14.0
EARLY_BREAKOUT,-6.0,-1200.0,3,5.0,-23.0
CONFIRMED_BREAKOUT,23.0,4600.0,3,28.0,-13.0
EARLY_BREAKOUT,-4.8,-960.0,7,4.0,-19.0
EARLY_BREAKOUT,-4.5,-900.0,31,20.0,-18.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,1,3.0,-11.0
CONFIRMED_BREAKOUT,19.0,3800.0,6,20.0,-11.0
EARLY_BREAKOUT,-4.2,-840.0,52,4.0,-16.0
EARLY_BREAKOUT,-6.6,-1320.0,10,32.0,-22.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,15,8.0,-17.0
EARLY_BREAKOUT,-6.8999999999999995,-1380.0,4,5.0,-31.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,7,3.0,-18.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,4,2.0,-16.0
EARLY_BREAKOUT,7.8,1560.0,44,29.0,-11.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,5,1.0,-17.0
EARLY_BREAKOUT,-4.8,-960.0,2,2.0,-17.0
EARLY_BREAKOUT,-4.8,-960.0,4,5.0,-19.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,3.0,-12.0
EARLY_BREAKOUT,-4.5,-900.0,17,16.0,-16.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,9,38.0,-38.0
CONFIRMED_BREAKOUT,29.0,5800.0,18,29.0,-23.0
CONFIRMED_BREAKOUT,24.0,4800.0,11,24.0,-8.0
EARLY_BREAKOUT,6.0,1200.0,25,20.0,-12.0
EARLY_BREAKOUT,6.6,1320.0,37,22.0,-17.0
CONFIRMED_BREAKOUT,32.0,6400.0,1,40.0,-33.0
CONFIRMED_BREAKOUT,86.0,17200.0,28,87.0,-29.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,37,45.0,-35.0
CONFIRMED_BREAKOUT,28.0,5600.0,18,29.0,-24.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,4,5.0,-18.0
EARLY_BREAKOUT,-5.7,-1140.0,5,0.0,-20.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,9,3.0,-13.0
EARLY_BREAKOUT,8.1,1620.0,3,29.0,-9.0
EARLY_BREAKOUT,-4.5,-900.0,4,4.0,-17.0
EARLY_BREAKOUT,-2.4,-480.0,2,1.0,-8.0
EARLY_BREAKOUT,-5.7,-1140.0,40,24.0,-20.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,6,25.0,-11.0
EARLY_BREAKOUT,6.3,1260.0,24,23.0,-14.0
EARLY_BREAKOUT,8.1,1620.0,9,29.0,-17.0
EARLY_BREAKOUT,-8.1,-1620.0,20,15.0,-41.0
CONFIRMED_BREAKOUT,37.0,7400.0,11,40.0,-14.0
EARLY_BREAKOUT,8.7,1739.9999999999998,5,31.0,-7.0
EARLY_BREAKOUT,17.7,3540.0,68,77.0,-11.0
EARLY_BREAKOUT,-9.299999999999999,-1859.9999999999998,8,14.0,-42.0
CONFIRMED_BREAKOUT,-63.0,-12600.0,17,13.0,-74.0
EARLY_BREAKOUT,10.5,2100.0,38,36.0,-18.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,2,2.0,-18.0
CONFIRMED_BREAKOUT,16.0,3200.0,4,21.0,-13.0
EARLY_BREAKOUT,6.0,1200.0,21,20.0,-8.0
CONFIRMED_BREAKOUT,25.0,5000.0,2,26.0,-14.0
EARLY_BREAKOUT,-3.0,-600.0,7,1.0,-11.0
EARLY_BREAKOUT,-4.2,-840.0,3,3.0,-15.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,74,34.0,-21.0
EARLY_BREAKOUT,6.3,1260.0,42,23.0,-10.0
EARLY_BREAKOUT,-4.8,-960.0,6,2.0,-17.0
EARLY_BREAKOUT,-6.8999999999999995,-1380.0,4,7.0,-26.0
CONFIRMED_BREAKOUT,25.0,5000.0,10,25.0,-15.0
EARLY_BREAKOUT,-3.3,-660.0,6,3.0,-11.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,5,2.0,-24.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,1,30.0,-56.0
CONFIRMED_BREAKOUT,54.0,10800.0,27,69.0,-28.0
EARLY_BREAKOUT,-4.5,-900.0,10,11.0,-21.0
EARLY_BREAKOUT,-3.0,-600.0,1,1.0,-10.0
EARLY_BREAKOUT,-3.0,-600.0,12,8.0,-13.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,16,5.0,-12.0
EARLY_BREAKOUT,-3.3,-660.0,32,16.0,-11.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,18,11.0,-13.0
EARLY_BREAKOUT,6.3,1260.0,13,25.0,-8.0
CONFIRMED_BREAKOUT,24.0,4800.0,8,25.0,-9.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,6,28.0,-9.0
EARLY_BREAKOUT,-3.3,-660.0,9,8.0,-15.0
EARLY_BREAKOUT,-3.0,-600.0,56,5.0,-14.0
EARLY_BREAKOUT,13.2,2640.0,8,48.0,-15.0
EARLY_BREAKOUT,-10.799999999999999,-2160.0,26,44.0,-52.0
EARLY_BREAKOUT,11.7,2340.0,7,48.0,-12.0
CONFIRMED_BREAKOUT,27.0,5400.0,54,28.0,-18.0
EARLY_BREAKOUT,-4.8,-960.0,3,10.0,-18.0
EARLY_BREAKOUT,4.8,960.0,10,18.0,-8.0
EARLY_BREAKOUT,-7.5,-1500.0,4,7.0,-28.0
EARLY_BREAKOUT,-2.1,-420.0,4,1.0,-9.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,3,2.0,-15.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,3,1.0,-6.0
CONFIRMED_BREAKOUT,82.0,16400.0,1,98.0,-38.0
EARLY_BREAKOUT,10.799999999999999,2160.0,48,36.0,-8.0
EARLY_BREAKOUT,-3.0,-600.0,4,6.0,-11.0
CONFIRMED_BREAKOUT,15.0,3000.0,13,15.0,-13.0
EARLY_BREAKOUT,-3.9,-780.0,1,24.0,-23.0
CONFIRMED_BREAKOUT,41.0,8200.0,18,48.0,-39.0
CONFIRMED_BREAKOUT,27.0,5400.0,3,30.0,-11.0
EARLY_BREAKOUT,-3.0,-600.0,14,8.0,-10.0
CONFIRMED_BREAKOUT,19.0,3800.0,24,20.0,-12.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,9,32.0,-76.0
EARLY_BREAKOUT,6.3,1260.0,14,22.0,-10.0
EARLY_BREAKOUT,7.5,1500.0,57,26.0,-9.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,2,13.0,-23.0
CONFIRMED_BREAKOUT,50.0,10000.0,13,51.0,-27.0
EARLY_BREAKOUT,-4.8,-960.0,7,11.0,-18.0
EARLY_BREAKOUT,-6.0,-1200.0,24,10.0,-20.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,11,16.0,-18.0
EARLY_BREAKOUT,-2.4,-480.0,3,3.0,-11.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,1,1.0,-13.0
CONFIRMED_BREAKOUT,53.0,10600.0,26,56.0,-42.0
EARLY_BREAKOUT,-3.0,-600.0,1,1.0,-10.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,6,6.0,-15.0
EARLY_BREAKOUT,-2.4,-480.0,20,13.0,-11.0
CONFIRMED_BREAKOUT,19.0,3800.0,5,19.0,-11.0
CONFIRMED_BREAKOUT,19.0,3800.0,46,21.0,-10.0
EARLY_BREAKOUT,6.0,1200.0,13,22.0,-6.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,6,5.0,-23.0
EARLY_BREAKOUT,15.0,3000.0,51,53.0,-17.0
EARLY_BREAKOUT,-4.5,-900.0,18,12.0,-17.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,21,7.0,-13.0
CONFIRMED_BREAKOUT,23.0,4600.0,6,23.0,-12.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,76,24.0,-12.0
CONFIRMED_BREAKOUT,14.0,2800.0,12,15.0,-10.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,2,2.0,-13.0
CONFIRMED_BREAKOUT,23.0,4600.0,7,28.0,-28.0
CONFIRMED_BREAKOUT,39.0,7800.0,18,40.0,-17.0
EARLY_BREAKOUT,9.9,1980.0,29,38.0,-15.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,2,6.0,-24.0
CONFIRMED_BREAKOUT,43.0,8600.0,16,47.0,-19.0
CONFIRMED_BREAKOUT,43.0,8600.0,3,46.0,-21.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,3,9.0,-36.0
CONFIRMED_BREAKOUT,46.0,9200.0,4,46.0,-15.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,21,26.0,-37.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,6,13.0,-33.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,18,23.0,-13.0
EARLY_BREAKOUT,-3.3,-660.0,36,18.0,-12.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,27,7.0,-10.0
CONFIRMED_BREAKOUT,51.0,10200.0,167,54.0,-32.0
CONFIRMED_BREAKOUT,23.0,4600.0,6,25.0,-12.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,3,11.0,-22.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,4,3.0,-18.0
EARLY_BREAKOUT,-5.7,-1140.0,14,20.0,-24.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,2,8.0,-21.0
EARLY_BREAKOUT,-6.8999999999999995,-1380.0,13,13.0,-23.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,6,5.0,-16.0
EARLY_BREAKOUT,11.1,2220.0,5,41.0,-11.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,1,2.0,-30.0
EARLY_BREAKOUT,16.5,3300.0,10,57.0,-16.0
CONFIRMED_BREAKOUT,45.0,9000.0,12,46.0,-29.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,15,28.0,-33.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,6,13.0,-30.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,5,16.0,-26.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,1,2.0,-28.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,2,2.0,-12.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,6,29.0,-43.0
CONFIRMED_BREAKOUT,41.0,8200.0,4,51.0,-20.0
CONFIRMED_BREAKOUT,33.0,6600.0,7,34.0,-19.0
CONFIRMED_BREAKOUT,-73.0,-14600.0,1,6.0,-106.0
EARLY_BREAKOUT,-11.4,-2280.0,15,5.0,-38.0
EARLY_BREAKOUT,16.5,3300.0,5,59.0,-16.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,7,10.0,-16.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,28,11.0,-44.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,6.0,-14.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,43,10.0,-13.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,1,7.0,-41.0
CONFIRMED_BREAKOUT,70.0,14000.0,8,72.0,-45.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,50,60.0,-41.0
CONFIRMED_BREAKOUT,32.0,6400.0,26,33.0,-23.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,24,28.0,-24.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,7,2.0,-13.0
EARLY_BREAKOUT,-3.0,-600.0,5,1.0,-12.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,10,10.0,-12.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,12,20.0,-34.0
EARLY_BREAKOUT,-3.3,-660.0,20,21.0,-14.0
EARLY_BREAKOUT,-2.4,-480.0,5,7.0,-9.0
CONFIRMED_BREAKOUT,21.0,4200.0,26,24.0,-13.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,5,6.0,-7.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,7,11.0,-27.0
CONFIRMED_BREAKOUT,54.0,10800.0,5,58.0,-50.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,6,5.0,-76.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,37,21.0,-31.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,3,5.0,-21.0
CONFIRMED_BREAKOUT,34.0,6800.0,68,34.0,-21.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,100,29.0,-25.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,14,26.0,-25.0
EARLY_BREAKOUT,12.299999999999999,2460.0,15,47.0,-25.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,2,2.0,-24.0
CONFIRMED_BREAKOUT,19.0,3800.0,2,20.0,-10.0
CONFIRMED_BREAKOUT,75.0,15000.0,33,80.0,-40.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,3,1.0,-30.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,9,11.0,-29.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,34,11.0,-23.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,6,19.0,-24.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,5,1.0,-14.0
EARLY_BREAKOUT,-3.3,-660.0,3,4.0,-11.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,4,3.0,-15.0
CONFIRMED_BREAKOUT,32.0,6400.0,7,33.0,-20.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,1,17.0,-30.0
EARLY_BREAKOUT,11.1,2220.0,19,37.0,-17.0
EARLY_BREAKOUT,-3.0,-600.0,5,5.0,-12.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,22,12.0,-14.0
CONFIRMED_BREAKOUT,17.0,3400.0,19,17.0,-9.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,4,35.0,-28.0
CONFIRMED_BREAKOUT,79.0,15800.0,13,85.0,-32.0
EARLY_BREAKOUT,-7.8,-1560.0,50,43.0,-28.0
EARLY_BREAKOUT,4.8,960.0,25,16.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,5,0.0,-12.0
EARLY_BREAKOUT,-3.3,-660.0,15,3.0,-11.0
EARLY_BREAKOUT,-9.9,-1980.0,2,20.0,-58.0
EARLY_BREAKOUT,13.5,2700.0,20,52.0,-14.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,2,1.0,-26.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,2,3.0,-17.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,9,2.0,-17.0
EARLY_BREAKOUT,15.899999999999999,3179.9999999999995,76,56.0,-25.0
EARLY_BREAKOUT,-6.3,-1260.0,9,29.0,-23.0
CONFIRMED_BREAKOUT,45.0,9000.0,35,53.0,-14.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,13,21.0,-24.0
EARLY_BREAKOUT,-5.7,-1140.0,2,3.0,-21.0
CONFIRMED_BREAKOUT,14.0,2800.0,15,15.0,-13.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,15,11.0,-15.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,1.0,-12.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,41,21.0,-17.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,11,6.0,-18.0
CONFIRMED_BREAKOUT,62.0,12400.0,15,65.0,-21.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,3,4.0,-10.0
