entry_type,pnl_pts,pnl_cash,bars_held,mfe,mae
EARLY_BREAKOUT,9.0,1800.0,9,31.0,-12.0
CONFIRMED_BREAKOUT,35.0,7000.0,25,37.0,-16.0
EARLY_BREAKOUT,-4.2,-840.0,6,1.0,-14.0
CONFIRMED_BREAKOUT,66.0,13200.0,3,66.0,-15.0
CONFIRMED_BREAKOUT,-50.0,-10000.0,10,21.0,-70.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,5,4.0,-6.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,4,4.0,-15.0
CONFIRMED_BREAKOUT,32.0,6400.0,57,34.0,-14.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,2,1.0,-18.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,3,4.0,-13.0
CONFIRMED_BREAKOUT,59.0,11800.0,15,59.0,-84.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,17,28.0,-62.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,56,29.0,-35.0
EARLY_BREAKOUT,-12.0,-2400.0,15,9.0,-42.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,7,9.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,4.0,-12.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,3,3.0,-24.0
EARLY_BREAKOUT,-3.0,-600.0,8,2.0,-11.0
CONFIRMED_BREAKOUT,28.0,5600.0,2,40.0,-11.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,15,11.0,-29.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,7,5.0,-20.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,4,33.0,-31.0
EARLY_BREAKOUT,-5.7,-1140.0,564,38.0,-22.0
EARLY_BREAKOUT,-3.9,-780.0,85,18.0,-17.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,19,11.0,-9.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,1,15.0,-17.0
EARLY_BREAKOUT,-9.299999999999999,-1859.9999999999998,1,1.0,-36.0
EARLY_BREAKOUT,9.6,1920.0,25,34.0,-15.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,3,6.0,-30.0
CONFIRMED_BREAKOUT,41.0,8200.0,10,45.0,-12.0
EARLY_BREAKOUT,4.2,840.0,2,17.0,-8.0
CONFIRMED_BREAKOUT,32.0,6400.0,2,47.0,-25.0
EARLY_BREAKOUT,-16.5,-3300.0,13,53.0,-65.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,10,14.0,-31.0
CONFIRMED_BREAKOUT,26.0,5200.0,20,36.0,-15.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,11,12.0,-28.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,1,13.0,-19.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,31,22.0,-34.0
EARLY_BREAKOUT,-4.5,-900.0,38,15.0,-20.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,66,22.0,-14.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,6,1.0,-10.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,17,19.0,-29.0
EARLY_BREAKOUT,-4.5,-900.0,2,4.0,-17.0
CONFIRMED_BREAKOUT,24.0,4800.0,2,28.0,-31.0
CONFIRMED_BREAKOUT,49.0,9800.0,11,51.0,-30.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,10,23.0,-76.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,1,17.0,-28.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,18,10.0,-15.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,5,2.0,-13.0
EARLY_BREAKOUT,-6.0,-1200.0,13,18.0,-24.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,3,3.0,-12.0
EARLY_BREAKOUT,-2.4,-480.0,9,8.0,-12.0
EARLY_BREAKOUT,-1.5,-300.0,9,4.0,-6.0
CONFIRMED_BREAKOUT,37.0,7400.0,7,38.0,-25.0
EARLY_BREAKOUT,13.799999999999999,2760.0,10,48.0,-10.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,38,79.0,-40.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,2,11.0,-49.0
EARLY_BREAKOUT,-6.0,-1200.0,12,23.0,-22.0
CONFIRMED_BREAKOUT,20.0,4000.0,9,22.0,-18.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,32,22.0,-18.0
CONFIRMED_BREAKOUT,25.0,5000.0,5,26.0,-12.0
EARLY_BREAKOUT,9.0,1800.0,15,30.0,-9.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,18,9.0,-37.0
EARLY_BREAKOUT,-6.6,-1320.0,3,0.0,-34.0
EARLY_BREAKOUT,6.6,1320.0,14,25.0,-12.0
EARLY_BREAKOUT,5.1,1019.9999999999999,4,17.0,-6.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,34,14.0,-28.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,2,2.0,-22.0
CONFIRMED_BREAKOUT,27.0,5400.0,4,29.0,-10.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,26,20.0,-18.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,5,16.0,-14.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,3,16.0,-28.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,129,44.0,-27.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,13,15.0,-33.0
EARLY_BREAKOUT,-3.0,-600.0,3,3.0,-11.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,2,0.0,-11.0
EARLY_BREAKOUT,4.8,960.0,60,18.0,-7.0
EARLY_BREAKOUT,-1.5,-300.0,4,2.0,-8.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,7,16.0,-26.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,2,12.0,-40.0
CONFIRMED_BREAKOUT,-71.0,-14200.0,4,4.0,-86.0
CONFIRMED_BREAKOUT,50.0,10000.0,56,59.0,-33.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,4,5.0,-7.0
EARLY_BREAKOUT,5.7,1140.0,19,19.0,-9.0
EARLY_BREAKOUT,-4.2,-840.0,4,0.0,-18.0
EARLY_BREAKOUT,-2.1,-420.0,3,0.0,-7.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,2,5.0,-12.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,3,0.0,-9.0
CONFIRMED_BREAKOUT,31.0,6200.0,5,32.0,-19.0
EARLY_BREAKOUT,5.7,1140.0,7,20.0,-12.0
CONFIRMED_BREAKOUT,70.0,14000.0,11,75.0,-32.0
CONFIRMED_BREAKOUT,106.0,21200.0,18,112.0,-59.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,129,24.0,-40.0
EARLY_BREAKOUT,6.3,1260.0,68,21.0,-19.0
EARLY_BREAKOUT,4.2,840.0,3,15.0,-8.0
EARLY_BREAKOUT,-3.3,-660.0,8,3.0,-13.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,7,29.0,-21.0
EARLY_BREAKOUT,-4.5,-900.0,2,0.0,-18.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,15,26.0,-14.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,44,19.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,9,0.0,-13.0
EARLY_BREAKOUT,-2.4,-480.0,38,8.0,-10.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,35,23.0,-24.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,2.0,-12.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,3,0.0,-14.0
EARLY_BREAKOUT,-2.4,-480.0,6,3.0,-9.0
EARLY_BREAKOUT,-1.5,-300.0,3,0.0,-6.0
CONFIRMED_BREAKOUT,60.0,12000.0,44,63.0,-29.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,6,18.0,-21.0
EARLY_BREAKOUT,16.8,3360.0,29,59.0,-32.0
CONFIRMED_BREAKOUT,43.0,8600.0,7,44.0,-17.0
EARLY_BREAKOUT,-9.0,-1800.0,2,7.0,-31.0
EARLY_BREAKOUT,-1.2,-240.0,7,2.0,-10.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,57,30.0,-23.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,7,1.0,-9.0
CONFIRMED_BREAKOUT,27.0,5400.0,10,51.0,-7.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,2,3.0,-28.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,13,20.0,-10.0
EARLY_BREAKOUT,8.1,1620.0,35,29.0,-16.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,10,15.0,-23.0
CONFIRMED_BREAKOUT,32.0,6400.0,5,33.0,-42.0
EARLY_BREAKOUT,-6.0,-1200.0,31,31.0,-21.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,2,0.0,-18.0
EARLY_BREAKOUT,8.4,1680.0,44,28.0,-14.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,9,17.0,-32.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,73,37.0,-30.0
CONFIRMED_BREAKOUT,34.0,6800.0,9,36.0,-19.0
CONFIRMED_BREAKOUT,35.0,7000.0,2,39.0,-17.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,5.0,-9.0
EARLY_BREAKOUT,-2.4,-480.0,6,3.0,-11.0
EARLY_BREAKOUT,-1.5,-300.0,3,0.0,-5.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,6,4.0,-19.0
EARLY_BREAKOUT,5.1,1019.9999999999999,10,24.0,-11.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,2,3.0,-20.0
EARLY_BREAKOUT,-3.9,-780.0,7,3.0,-15.0
EARLY_BREAKOUT,8.1,1620.0,17,30.0,-11.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,19,6.0,-13.0
EARLY_BREAKOUT,3.3,660.0,30,13.0,-5.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,2,13.0,-61.0
EARLY_BREAKOUT,12.6,2520.0,14,44.0,-10.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,1,1.0,-27.0
EARLY_BREAKOUT,-4.8,-960.0,84,30.0,-17.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,3.0,-13.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,25,13.0,-6.0
CONFIRMED_BREAKOUT,41.0,8200.0,17,41.0,-11.0
CONFIRMED_BREAKOUT,62.0,12400.0,11,69.0,-23.0
EARLY_BREAKOUT,-5.7,-1140.0,5,6.0,-29.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,29,31.0,-55.0
EARLY_BREAKOUT,8.4,1680.0,36,28.0,-11.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,5,26.0,-9.0
EARLY_BREAKOUT,2.4,480.0,1,8.0,-6.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,3,1.0,-18.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,4,4.0,-12.0
EARLY_BREAKOUT,-1.5,-300.0,3,2.0,-8.0
CONFIRMED_BREAKOUT,46.0,9200.0,349,47.0,-58.0
CONFIRMED_BREAKOUT,37.0,7400.0,12,38.0,-19.0
EARLY_BREAKOUT,12.299999999999999,2460.0,12,43.0,-12.0
EARLY_BREAKOUT,4.8,960.0,11,17.0,-10.0
EARLY_BREAKOUT,-3.0,-600.0,11,7.0,-12.0
EARLY_BREAKOUT,6.3,1260.0,37,23.0,-8.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,7,2.0,-10.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,3,25.0,-29.0
CONFIRMED_BREAKOUT,63.0,12600.0,24,72.0,-34.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,3,8.0,-21.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,17,2.0,-9.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,2.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,2,1.0,-12.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,1,0.0,-24.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,21,31.0,-28.0
CONFIRMED_BREAKOUT,35.0,7000.0,11,36.0,-10.0
EARLY_BREAKOUT,14.399999999999999,2879.9999999999995,1,61.0,-17.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,11,9.0,-28.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,43,14.0,-21.0
EARLY_BREAKOUT,-2.1,-420.0,2,2.0,-7.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,27,12.0,-14.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,15,5.0,-27.0
CONFIRMED_BREAKOUT,54.0,10800.0,8,54.0,-94.0
CONFIRMED_BREAKOUT,-43.0,-8600.0,12,49.0,-60.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,7,13.0,-24.0
EARLY_BREAKOUT,6.3,1260.0,11,21.0,-12.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,4,6.0,-17.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,4,8.0,-37.0
CONFIRMED_BREAKOUT,42.0,8400.0,1,46.0,-16.0
CONFIRMED_BREAKOUT,61.0,12200.0,14,63.0,-21.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,84,16.0,-27.0
EARLY_BREAKOUT,-2.1,-420.0,12,3.0,-7.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,1,4.0,-16.0
EARLY_BREAKOUT,-4.5,-900.0,7,14.0,-17.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,4,9.0,-32.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,32,9.0,-28.0
EARLY_BREAKOUT,7.5,1500.0,5,27.0,-12.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,5,15.0,-30.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,3,5.0,-19.0
EARLY_BREAKOUT,-4.5,-900.0,8,9.0,-16.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,10,6.0,-9.0
EARLY_BREAKOUT,-3.3,-660.0,3,5.0,-16.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,10,3.0,-17.0
EARLY_BREAKOUT,-3.0,-600.0,9,2.0,-12.0
CONFIRMED_BREAKOUT,-49.0,-9800.0,2,16.0,-53.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,86,23.0,-15.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,42,11.0,-23.0
EARLY_BREAKOUT,-3.3,-660.0,30,15.0,-11.0
EARLY_BREAKOUT,6.0,1200.0,41,20.0,-7.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,18,11.0,-13.0
EARLY_BREAKOUT,4.8,960.0,7,18.0,-6.0
EARLY_BREAKOUT,2.4,480.0,1,10.0,-7.0
CONFIRMED_BREAKOUT,34.0,6800.0,4,38.0,-19.0
EARLY_BREAKOUT,-6.3,-1260.0,29,17.0,-25.0
EARLY_BREAKOUT,-3.0,-600.0,18,8.0,-10.0
EARLY_BREAKOUT,-2.4,-480.0,4,7.0,-17.0
CONFIRMED_BREAKOUT,33.0,6600.0,39,35.0,-23.0
EARLY_BREAKOUT,7.8,1560.0,9,28.0,-36.0
EARLY_BREAKOUT,8.4,1680.0,44,31.0,-15.0
EARLY_BREAKOUT,-2.1,-420.0,3,7.0,-10.0
CONFIRMED_BREAKOUT,36.0,7200.0,6,45.0,-20.0
EARLY_BREAKOUT,-4.8,-960.0,2,1.0,-16.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,1,18.0,-38.0
EARLY_BREAKOUT,-3.3,-660.0,9,6.0,-13.0
CONFIRMED_BREAKOUT,33.0,6600.0,2,39.0,-24.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,19,34.0,-45.0
CONFIRMED_BREAKOUT,43.0,8600.0,59,50.0,-48.0
EARLY_BREAKOUT,-3.0,-600.0,7,3.0,-12.0
EARLY_BREAKOUT,-2.4,-480.0,1,1.0,-11.0
EARLY_BREAKOUT,4.5,900.0,13,17.0,-8.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,32,6.0,-21.0
CONFIRMED_BREAKOUT,21.0,4200.0,3,26.0,-37.0
EARLY_BREAKOUT,11.7,2340.0,10,46.0,-12.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,5,8.0,-47.0
CONFIRMED_BREAKOUT,44.0,8800.0,41,46.0,-24.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,5,0.0,-21.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,10,15.0,-23.0
CONFIRMED_BREAKOUT,67.0,13400.0,18,68.0,-38.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,4,19.0,-48.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,9,3.0,-30.0
CONFIRMED_BREAKOUT,43.0,8600.0,42,43.0,-13.0
EARLY_BREAKOUT,7.5,1500.0,19,26.0,-7.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,7,8.0,-22.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,6,13.0,-41.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,17,40.0,-36.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,148,35.0,-23.0
EARLY_BREAKOUT,4.5,900.0,7,16.0,-8.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,14,24.0,-8.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,3,3.0,-18.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,2,3.0,-14.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,50,20.0,-8.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,2,5.0,-22.0
EARLY_BREAKOUT,-10.5,-2100.0,2,7.0,-35.0
EARLY_BREAKOUT,-3.9,-780.0,12,12.0,-16.0
EARLY_BREAKOUT,-3.0,-600.0,2,0.0,-11.0
EARLY_BREAKOUT,8.1,1620.0,6,29.0,-12.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,2.0,-9.0
CONFIRMED_BREAKOUT,39.0,7800.0,17,44.0,-42.0
EARLY_BREAKOUT,-18.9,-3779.9999999999995,7,38.0,-74.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,46,39.0,-37.0
EARLY_BREAKOUT,-4.8,-960.0,21,8.0,-20.0
EARLY_BREAKOUT,3.3,660.0,22,12.0,-8.0
EARLY_BREAKOUT,-4.8,-960.0,1,6.0,-16.0
CONFIRMED_BREAKOUT,41.0,8200.0,24,42.0,-21.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,14,10.0,-11.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,2,9.0,-19.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,3,13.0,-22.0
EARLY_BREAKOUT,12.0,2400.0,194,41.0,-21.0
EARLY_BREAKOUT,-15.899999999999999,-3179.9999999999995,5,6.0,-53.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,8,7.0,-37.0
EARLY_BREAKOUT,-4.2,-840.0,46,22.0,-14.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,43,3.0,-19.0
CONFIRMED_BREAKOUT,42.0,8400.0,5,42.0,-16.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,2,3.0,-55.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,89,27.0,-22.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,4,12.0,-23.0
EARLY_BREAKOUT,-3.0,-600.0,16,11.0,-12.0
EARLY_BREAKOUT,-4.8,-960.0,3,4.0,-17.0
CONFIRMED_BREAKOUT,43.0,8600.0,23,46.0,-29.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,14,15.0,-22.0
EARLY_BREAKOUT,-3.0,-600.0,6,3.0,-10.0
EARLY_BREAKOUT,9.299999999999999,1859.9999999999998,25,34.0,-11.0
CONFIRMED_BREAKOUT,26.0,5200.0,14,31.0,-20.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,6,1.0,-28.0
CONFIRMED_BREAKOUT,48.0,9600.0,99,50.0,-24.0
EARLY_BREAKOUT,-2.4,-480.0,1,2.0,-9.0
EARLY_BREAKOUT,7.8,1560.0,14,26.0,-25.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,4,21.0,-28.0
CONFIRMED_BREAKOUT,33.0,6600.0,15,35.0,-17.0
EARLY_BREAKOUT,9.0,1800.0,15,40.0,-10.0
EARLY_BREAKOUT,-3.0,-600.0,2,2.0,-11.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,3,13.0,-19.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,6,22.0,-9.0
EARLY_BREAKOUT,4.8,960.0,62,17.0,-9.0
CONFIRMED_BREAKOUT,25.0,5000.0,43,25.0,-44.0
CONFIRMED_BREAKOUT,46.0,9200.0,16,49.0,-17.0
CONFIRMED_BREAKOUT,38.0,7600.0,6,41.0,-15.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,3,4.0,-33.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,5,0.0,-25.0
CONFIRMED_BREAKOUT,20.0,4000.0,3,27.0,-17.0
EARLY_BREAKOUT,14.7,2940.0,83,50.0,-20.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,5,3.0,-20.0
CONFIRMED_BREAKOUT,39.0,7800.0,76,39.0,-10.0
EARLY_BREAKOUT,4.2,840.0,7,18.0,-11.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,30,14.0,-10.0
EARLY_BREAKOUT,-3.0,-600.0,5,7.0,-14.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,2,1.0,-18.0
EARLY_BREAKOUT,-4.2,-840.0,16,10.0,-16.0
EARLY_BREAKOUT,6.0,1200.0,7,21.0,-8.0
EARLY_BREAKOUT,-4.2,-840.0,10,4.0,-15.0
CONFIRMED_BREAKOUT,11.0,2200.0,4,16.0,-18.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,5,4.0,-13.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,9,5.0,-13.0
CONFIRMED_BREAKOUT,23.0,4600.0,4,23.0,-15.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,4,7.0,-20.0
EARLY_BREAKOUT,6.3,1260.0,3,26.0,-10.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,9,8.0,-20.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,54,16.0,-18.0
EARLY_BREAKOUT,-1.2,-240.0,8,6.0,-5.0
EARLY_BREAKOUT,8.4,1680.0,2,30.0,-15.0
CONFIRMED_BREAKOUT,51.0,10200.0,3,54.0,-37.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,9,19.0,-56.0
CONFIRMED_BREAKOUT,33.0,6600.0,55,34.0,-16.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,1.0,-13.0
EARLY_BREAKOUT,6.3,1260.0,32,21.0,-8.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,1,0.0,-12.0
CONFIRMED_BREAKOUT,26.0,5200.0,3,29.0,-28.0
CONFIRMED_BREAKOUT,22.0,4400.0,16,27.0,-3.0
EARLY_BREAKOUT,8.4,1680.0,25,33.0,-15.0
EARLY_BREAKOUT,-2.1,-420.0,3,1.0,-9.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,11,8.0,-10.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,1,24.0,-36.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,2,8.0,-31.0
CONFIRMED_BREAKOUT,35.0,7000.0,19,36.0,-21.0
CONFIRMED_BREAKOUT,38.0,7600.0,21,38.0,-26.0
EARLY_BREAKOUT,-4.2,-840.0,4,6.0,-16.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,10,18.0,-14.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,4.0,-14.0
EARLY_BREAKOUT,-3.0,-600.0,22,7.0,-10.0
EARLY_BREAKOUT,6.3,1260.0,13,26.0,-8.0
CONFIRMED_BREAKOUT,39.0,7800.0,9,39.0,-15.0
EARLY_BREAKOUT,12.0,2400.0,10,40.0,-15.0
EARLY_BREAKOUT,-2.1,-420.0,4,1.0,-7.0
EARLY_BREAKOUT,-3.0,-600.0,15,17.0,-18.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,91,30.0,-37.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,10,7.0,-14.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,28,26.0,-10.0
CONFIRMED_BREAKOUT,20.0,4000.0,88,20.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,2,1.0,-11.0
CONFIRMED_BREAKOUT,17.0,3400.0,2,27.0,-20.0
EARLY_BREAKOUT,17.4,3479.9999999999995,40,58.0,-17.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,4,18.0,-45.0
EARLY_BREAKOUT,9.299999999999999,1859.9999999999998,25,39.0,-14.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,6,10.0,-27.0
CONFIRMED_BREAKOUT,21.0,4200.0,4,22.0,-11.0
EARLY_BREAKOUT,-6.8999999999999995,-1380.0,13,1.0,-25.0
EARLY_BREAKOUT,8.1,1620.0,10,31.0,-9.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,11.0,-17.0
EARLY_BREAKOUT,4.5,900.0,22,18.0,-11.0
EARLY_BREAKOUT,-3.0,-600.0,6,5.0,-11.0
CONFIRMED_BREAKOUT,67.0,13400.0,38,67.0,-29.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,9,9.0,-31.0
CONFIRMED_BREAKOUT,30.0,6000.0,11,31.0,-18.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,2,6.0,-24.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,24,15.0,-19.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,1,2.0,-21.0
EARLY_BREAKOUT,8.4,1680.0,27,30.0,-16.0
CONFIRMED_BREAKOUT,21.0,4200.0,3,23.0,-12.0
EARLY_BREAKOUT,8.4,1680.0,11,30.0,-10.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,1,2.0,-33.0
CONFIRMED_BREAKOUT,-43.0,-8600.0,19,36.0,-50.0
EARLY_BREAKOUT,4.2,840.0,2,18.0,-11.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,8,15.0,-13.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,6,4.0,-24.0
EARLY_BREAKOUT,-8.4,-1680.0,1,4.0,-51.0
CONFIRMED_BREAKOUT,53.0,10600.0,18,61.0,-42.0
EARLY_BREAKOUT,-8.4,-1680.0,9,5.0,-38.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,8,10.0,-23.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,32,27.0,-23.0
EARLY_BREAKOUT,5.7,1140.0,6,19.0,-10.0
EARLY_BREAKOUT,6.3,1260.0,10,21.0,-9.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,6,30.0,-8.0
EARLY_BREAKOUT,-3.3,-660.0,4,2.0,-11.0
CONFIRMED_BREAKOUT,19.0,3800.0,3,21.0,-12.0
EARLY_BREAKOUT,-2.4,-480.0,9,9.0,-8.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,3,12.0,-43.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,9,28.0,-33.0
CONFIRMED_BREAKOUT,28.0,5600.0,41,28.0,-13.0
