simulated_order,bars,changed_count,change_rate,actual_expected_pnl_sum,simulated_expected_pnl_sum,expected_pnl_delta_sum
"spring_upthrust,kbar_feature,counter_vwap",50,44,0.88,0.0,0.0,0.0
