simulated_order,bars,changed_count,change_rate,actual_expected_pnl_sum,simulated_expected_pnl_sum,expected_pnl_delta_sum
"kbar_feature,counter_vwap,spring_upthrust",50,49,0.98,0.0,0.0,0.0
