simulated_order,bars,changed_count,change_rate,actual_expected_pnl_sum,simulated_expected_pnl_sum,expected_pnl_delta_sum
"kbar_feature,counter_vwap,spring_upthrust",6,6,1.0,0.0,0.0,0.0
