timestamp,score,side,price_mtx,strike,dte,mid_trend,iv,delta,gamma,vega,vwap,sqz_on
2026-04-03 04:24:25,40.00000000000001,,32860.5,32700.0,11.82,BEAR,0.3787,0.5464,0.000183,22.6041,32860.5,False
2026-04-03 04:24:33,40.00000000000001,,32861.5,32900.0,11.82,BEAR,0.3698,0.5093,0.000189,22.7525,32861.5,False
2026-04-03 04:25:05,73.33333333333334,,32861.5,32700.0,11.82,BULL,0.3796,0.5465,0.000183,22.6038,32861.5,False
2026-04-03 04:25:11,73.33333333333334,,32859.5,32800.0,11.82,BULL,0.3739,0.5278,0.000187,22.7022,32859.5,False
2026-04-03 04:25:11,40.00000000000001,,32859.5,32700.0,11.82,BEAR,0.379,0.5462,0.000183,22.6047,32859.5,False
2026-04-03 04:25:25,73.33333333333334,,32860.5,32700.0,11.82,BULL,0.3798,0.5463,0.000183,22.6044,32860.5,False
2026-04-03 04:25:26,40.00000000000001,,32860.5,32900.0,11.82,BEAR,0.3568,0.5094,0.000189,23.5802,32860.5,False
2026-04-03 04:25:59,40.00000000000001,,32861.0,32900.0,11.82,BEAR,0.37,0.5092,0.000189,22.7523,32861.0,False
2026-04-03 04:26:05,73.33333333333334,,32861.5,32700.0,11.82,BULL,0.3774,0.5466,0.000184,22.603,32861.5,False
2026-04-03 04:26:11,73.33333333333334,,32861.0,32800.0,11.82,BULL,0.3758,0.528,0.000186,22.7021,32861.0,False
2026-04-03 04:26:11,73.33333333333334,,32861.0,32700.0,11.82,BULL,0.3775,0.5465,0.000184,22.6034,32861.0,False
2026-04-03 04:26:25,73.33333333333334,,32861.5,32700.0,11.81,BULL,0.3785,0.5466,0.000184,22.6034,32861.5,False
2026-04-03 04:26:26,73.33333333333334,,32861.0,32900.0,11.81,BULL,0.3567,0.5094,0.000189,23.5797,32861.0,False
2026-04-03 04:26:59,40.00000000000001,,32859.0,32900.0,11.81,BEAR,0.3704,0.5088,0.000189,22.7514,32859.0,False
2026-04-03 04:27:05,73.33333333333334,,32858.5,32700.0,11.81,BULL,0.4069,0.5447,0.000171,22.6135,32858.5,False
2026-04-03 04:27:11,73.33333333333334,,32858.0,32700.0,11.81,BULL,0.3793,0.5459,0.000183,22.6056,32858.0,False
2026-04-03 04:27:11,40.00000000000001,,32858.0,32800.0,11.81,BEAR,0.3754,0.5275,0.000186,22.7023,32858.0,False
2026-04-03 04:27:25,73.33333333333334,,32858.0,32700.0,11.81,BULL,0.3793,0.5459,0.000183,22.6056,32858.0,False
2026-04-03 04:27:26,73.33333333333334,,32858.0,32900.0,11.81,BULL,0.3573,0.5089,0.000189,23.5776,32858.0,False
2026-04-03 04:27:59,40.00000000000001,,32863.5,32900.0,11.81,BEAR,0.3694,0.5096,0.000189,22.7534,32863.5,False
2026-04-03 04:28:03,40.00000000000001,,32860.5,32800.0,11.81,BEAR,0.3737,0.528,0.000187,22.7021,32860.5,False
2026-04-03 04:28:05,40.00000000000001,,32860.5,32700.0,11.81,BEAR,0.3787,0.5464,0.000183,22.6041,32860.5,False
2026-04-03 04:28:11,73.33333333333334,,32863.0,32700.0,11.81,BULL,0.3781,0.5469,0.000184,22.6025,32863.0,False
2026-04-03 04:28:11,73.33333333333334,,32863.0,32800.0,11.81,BULL,0.3753,0.5284,0.000186,22.702,32863.0,False
2026-04-03 04:28:25,73.33333333333334,,32863.5,32700.0,11.81,BULL,0.378,0.547,0.000184,22.6022,32863.5,False
2026-04-03 04:28:26,73.33333333333334,,32863.5,32900.0,11.81,BULL,0.3561,0.5099,0.000189,23.5795,32863.5,False
2026-04-03 04:28:34,40.00000000000001,,32864.0,32900.0,11.81,BEAR,0.3693,0.5097,0.000189,22.7537,32864.0,False
2026-04-03 04:28:59,40.00000000000001,,32863.5,32900.0,11.81,BEAR,0.3694,0.5096,0.000189,22.7534,32863.5,False
2026-04-03 04:29:05,73.33333333333334,,32867.0,32700.0,11.81,BULL,0.4103,0.546,0.000169,22.6109,32867.0,False
2026-04-03 04:29:11,73.33333333333334,,32869.0,32700.0,11.81,BULL,0.3789,0.5479,0.000183,22.5994,32869.0,False
2026-04-03 04:29:12,73.33333333333334,,32869.0,32800.0,11.81,BULL,0.3739,0.5295,0.000186,22.7015,32869.0,False
