strategy_name,regime,candidate_count,eval_count,winner_count,shadowed_count,regime_mismatch_count,no_signal_count,evaluation_rate,shadow_rate,win_conversion,starvation_index
counter_vwap,WEAK,82,82,50,0,0,0,1.0,0.0,0.6097560975609756,0.0
kbar_feature,WEAK,81,81,12,0,0,0,1.0,0.0,0.14814814814814814,0.0
spring_upthrust,WEAK,81,81,20,0,0,0,1.0,0.0,0.24691358024691357,0.0
