ts,Close_near,Close_far,spread,spread_ma,spread_std,spread_z,vwap,vwap_std,vwap_z
2026-06-24 00:00:00,46445.0,46735.0,-290.0,,,,,,
2026-06-24 00:01:00,46475.0,46761.0,-286.0,,,,,,
2026-06-24 00:02:00,46501.0,46795.0,-294.0,,,,,,
2026-06-24 00:03:00,46508.0,46804.0,-296.0,,,,,,
2026-06-24 00:04:00,46524.0,46816.0,-292.0,,,,,,
2026-06-24 00:05:00,46526.0,46822.0,-296.0,,,,,,
2026-06-24 00:06:00,46549.0,46841.0,-292.0,,,,,,
2026-06-24 00:07:00,46517.0,46808.0,-291.0,,,,,,
2026-06-24 00:08:00,46493.0,46781.0,-288.0,,,,,,
2026-06-24 00:09:00,46525.0,46807.0,-282.0,,,,,,
2026-06-24 00:10:00,46529.0,46824.0,-295.0,,,,,,
2026-06-24 00:11:00,46553.0,46845.0,-292.0,,,,,,
2026-06-24 00:12:00,46578.0,46867.0,-289.0,,,,,,
2026-06-24 00:13:00,46574.0,46869.0,-295.0,,,,,,
2026-06-24 00:14:00,46561.0,46862.0,-301.0,,,,,,
2026-06-24 00:15:00,46560.0,46864.0,-304.0,,,,,,
2026-06-24 00:16:00,46529.0,46837.0,-308.0,,,,,,
2026-06-24 00:17:00,46525.0,46819.0,-294.0,,,,,,
2026-06-24 00:18:00,46512.0,46806.0,-294.0,,,,,,
2026-06-24 00:19:00,46500.0,46790.0,-290.0,-293.45,5.942487517423737,0.5805649553128008,46524.2,33.05434122296669,-0.7321277358624996
2026-06-24 00:20:00,46487.0,46776.0,-289.0,-293.4,5.97714947023025,0.7361368528450873,46526.3,28.820862326850616,-1.3635955633218348
2026-06-24 00:21:00,46458.0,46748.0,-290.0,-293.6,5.7801839344254065,0.6228175505902633,46525.45,30.6086932955859,-2.2036223287494634
2026-06-24 00:22:00,46483.0,46768.0,-285.0,-293.15,6.089464586264423,1.3383771076332982,46524.55,31.613579693743894,-1.3143086104932737
2026-06-24 00:23:00,46494.0,46764.0,-270.0,-291.85,7.94239126128704,2.751060641711486,46523.85,32.149772856691875,-0.928466901867562
2026-06-24 00:24:00,46505.0,46800.0,-295.0,-292.0,7.973640785012913,-0.3762396728027599,46522.9,32.42464949289109,-0.5520491440910077
2026-06-24 00:25:00,46502.0,46797.0,-295.0,-291.95,7.95033928438544,-0.38363142639588316,46521.7,32.746393935659995,-0.6015929582568262
2026-06-24 00:26:00,46485.0,46777.0,-292.0,-291.95,7.95033928438544,-0.006289039776983097,46518.5,33.06373430687516,-1.013194689053442
2026-06-24 00:27:00,46475.0,46770.0,-295.0,-292.15,7.975455769850547,-0.35734634887874617,46516.4,34.46798667260593,-1.2011145412477737
2026-06-24 00:28:00,46491.0,46770.0,-279.0,-291.7,8.46105629837143,1.5009946219651633,46516.3,34.542270062235374,-0.7324359387619716
2026-06-24 00:29:00,46500.0,46784.0,-284.0,-291.8,8.351488994248447,0.9339651893658438,46515.05,34.663001661862005,-0.43418051751016373
2026-06-24 00:30:00,46483.0,46800.0,-317.0,-292.9,10.067665803791972,-2.3938021453714518,46512.75,35.21045747770274,-0.8449194395965854
2026-06-24 00:31:00,46479.0,46783.0,-304.0,-293.5,10.364412797239359,-1.0130819956145278,46509.05,34.641737831689596,-0.8674507077561723
2026-06-24 00:32:00,46478.0,46745.0,-267.0,-292.4,11.918141854465322,2.1312047054116463,46504.05,31.213146690378732,-0.8345842301132897
2026-06-24 00:33:00,46482.0,46765.0,-283.0,-291.8,12.081303519771467,0.7283982217314969,46499.45,26.83374740879718,-0.6503005239691673
2026-06-24 00:34:00,46471.0,46780.0,-309.0,-292.2,12.52618310411815,-1.3411906771885513,46494.95,23.27970654542434,-1.0287930371143144
2026-06-24 00:35:00,46462.0,46751.0,-289.0,-291.45,12.22798774167388,0.20036003075552722,46490.05,18.73773282918082,-1.4969793974391514
2026-06-24 00:36:00,46454.0,46745.0,-291.0,-290.6,11.591285292703418,-0.03450868388614097,46486.3,18.023668649241756,-1.7920879832287502
2026-06-24 00:38:00,46473.0,46770.0,-297.0,-290.75,11.656825423217457,-0.5361665610562869,46483.75,15.720837663456768,-0.6838058015819649
2026-06-24 00:39:00,46465.0,46757.0,-292.0,-290.65,11.636037487953237,-0.11601887682105481,46481.8,14.395174630069475,-1.1670577420373975
2026-06-24 00:40:00,46483.0,46776.0,-293.0,-290.8,11.64654907099774,-0.18889715628111964,46480.05,14.19219577976592,0.20786071766308073
2026-06-24 00:41:00,46500.0,46783.0,-283.0,-290.5,11.771955970373892,0.6371073778117258,46479.85,14.117085579599175,1.4273484343766067
2026-06-24 00:42:00,46514.0,46803.0,-289.0,-290.45,11.776314319317775,0.12312850699148033,46481.95,13.816370915032754,2.3197118980883213
2026-06-24 00:43:00,46509.0,46797.0,-288.0,-290.6,11.722223607993065,0.22180092164656828,46483.5,15.568186183729974,1.6379557450725752
2026-06-24 00:44:00,46517.0,46810.0,-293.0,-291.75,10.676462059374524,-0.11707998333609315,46484.25,16.43768135777439,1.992373455062171
2026-06-24 00:45:00,46549.0,46840.0,-291.0,-291.55,10.649808498401843,0.0516441211203513,46484.85,17.42434775638776,3.681629917910935
2026-06-24 00:46:00,46502.0,46797.0,-295.0,-291.55,10.649808498401843,-0.3239494870276504,46487.2,22.336187301252643,0.6626018935278586
2026-06-24 00:47:00,46502.0,46788.0,-286.0,-291.25,10.720737405902465,0.48970512020092316,46488.05,22.570299533931692,0.6180688908902147
2026-06-24 00:48:00,46473.0,46762.0,-289.0,-290.95,10.694194194687356,0.18234192913466135,46489.4,22.55612882050505,-0.7270751169452775
2026-06-24 00:49:00,46440.0,46730.0,-290.0,-291.5,10.323708024175305,0.14529663145135543,46488.5,22.84616747771551,-2.1228943562331675
2026-06-24 00:50:00,46475.0,46760.0,-285.0,-291.55,10.287831340190753,0.636674512189132,46485.5,25.086167293398418,-0.41855736180006825
