ts,Open,High,Low,Close,Volume,Amount
2026-07-13 08:46:00,46782.0,46811.0,46646.0,46735.0,43.0,2009598.0
2026-07-13 08:47:00,46769.0,46798.0,46717.0,46738.0,27.0,1262539.0
2026-07-13 08:48:00,46750.0,46750.0,46725.0,46725.0,10.0,467373.0
2026-07-13 08:49:00,46755.0,46755.0,46755.0,46755.0,1.0,46755.0
2026-07-13 08:50:00,46738.0,46738.0,46700.0,46700.0,5.0,233566.0
2026-07-13 08:51:00,46680.0,46680.0,46637.0,46680.0,17.0,793254.0
2026-07-13 08:52:00,46680.0,46680.0,46655.0,46655.0,11.0,513314.0
2026-07-13 08:53:00,46656.0,46656.0,46485.0,46488.0,38.0,1768895.0
2026-07-13 08:54:00,46508.0,46531.0,46508.0,46508.0,9.0,418625.0
2026-07-13 08:55:00,46500.0,46500.0,46476.0,46488.0,18.0,836813.0
2026-07-13 08:56:00,46515.0,46515.0,46515.0,46515.0,3.0,139545.0
2026-07-13 08:57:00,46550.0,46550.0,46490.0,46490.0,10.0,465233.0
2026-07-13 08:58:00,46487.0,46492.0,46464.0,46487.0,15.0,697151.0
2026-07-13 08:59:00,46528.0,46528.0,46528.0,46528.0,1.0,46528.0
2026-07-13 09:00:00,46520.0,46548.0,46520.0,46520.0,4.0,186117.0
2026-07-13 09:01:00,46528.0,46535.0,46458.0,46529.0,13.0,604443.0
2026-07-13 09:02:00,46559.0,46630.0,46559.0,46628.0,11.0,512613.0
2026-07-13 09:03:00,46664.0,46731.0,46659.0,46702.0,19.0,887111.0
2026-07-13 09:04:00,46720.0,46783.0,46711.0,46783.0,18.0,841526.0
2026-07-13 09:05:00,46732.0,46732.0,46732.0,46732.0,2.0,93464.0
2026-07-13 09:06:00,46770.0,46783.0,46680.0,46680.0,34.0,1589644.0
2026-07-13 09:07:00,46680.0,46680.0,46652.0,46665.0,6.0,279999.0
2026-07-13 09:08:00,46665.0,46665.0,46640.0,46640.0,13.0,606595.0
2026-07-13 09:09:00,46620.0,46620.0,46600.0,46600.0,3.0,139820.0
2026-07-13 09:10:00,46650.0,46682.0,46555.0,46555.0,9.0,419826.0
2026-07-13 09:11:00,46538.0,46615.0,46520.0,46615.0,9.0,419035.0
2026-07-13 09:12:00,46608.0,46608.0,46581.0,46581.0,3.0,139789.0
2026-07-13 09:13:00,46562.0,46610.0,46560.0,46610.0,3.0,139732.0
2026-07-13 09:14:00,46613.0,46613.0,46613.0,46613.0,1.0,46613.0
2026-07-13 09:16:00,46674.0,46740.0,46674.0,46740.0,18.0,840612.0
2026-07-13 09:17:00,46740.0,46744.0,46628.0,46628.0,14.0,654258.0
2026-07-13 09:18:00,46582.0,46582.0,46522.0,46552.0,6.0,279282.0
2026-07-13 09:19:00,46600.0,46600.0,46550.0,46550.0,2.0,93150.0
2026-07-13 09:21:00,46567.0,46567.0,46567.0,46567.0,1.0,46567.0
2026-07-13 09:22:00,46567.0,46638.0,46567.0,46638.0,5.0,232997.0
2026-07-13 09:23:00,46555.0,46555.0,46555.0,46555.0,1.0,46555.0
2026-07-13 09:24:00,46520.0,46520.0,46488.0,46488.0,11.0,511562.0
2026-07-13 09:25:00,46480.0,46480.0,46400.0,46420.0,21.0,974948.0
2026-07-13 09:26:00,46403.0,46447.0,46390.0,46390.0,12.0,556853.0
2026-07-13 09:27:00,46390.0,46390.0,46352.0,46369.0,18.0,834669.0
2026-07-13 09:28:00,46384.0,46405.0,46381.0,46381.0,3.0,139170.0
2026-07-13 09:29:00,46380.0,46394.0,46340.0,46340.0,21.0,973521.0
2026-07-13 09:30:00,46351.0,46400.0,46351.0,46400.0,10.0,463822.0
2026-07-13 09:31:00,46353.0,46360.0,46345.0,46360.0,9.0,417133.0
2026-07-13 09:32:00,46367.0,46451.0,46367.0,46429.0,17.0,789217.0
2026-07-13 09:33:00,46405.0,46489.0,46400.0,46489.0,17.0,789333.0
2026-07-13 09:34:00,46507.0,46507.0,46456.0,46456.0,5.0,232341.0
2026-07-13 09:35:00,46447.0,46463.0,46447.0,46463.0,3.0,139370.0
2026-07-13 09:36:00,46462.0,46462.0,46462.0,46462.0,1.0,46462.0
2026-07-13 09:37:00,46500.0,46535.0,46500.0,46535.0,6.0,279124.0
2026-07-13 09:38:00,46570.0,46570.0,46560.0,46567.0,11.0,512197.0
2026-07-13 09:39:00,46588.0,46620.0,46588.0,46611.0,10.0,466019.0
2026-07-13 09:40:00,46547.0,46600.0,46547.0,46600.0,5.0,232904.0
2026-07-13 09:41:00,46593.0,46593.0,46529.0,46529.0,2.0,93122.0
2026-07-13 09:42:00,46543.0,46557.0,46525.0,46525.0,3.0,139625.0
2026-07-13 09:43:00,46512.0,46512.0,46416.0,46416.0,3.0,139440.0
2026-07-13 09:44:00,46408.0,46419.0,46350.0,46350.0,20.0,927686.0
2026-07-13 09:45:00,46333.0,46333.0,46298.0,46302.0,27.0,1250573.0
2026-07-13 09:46:00,46311.0,46314.0,46250.0,46250.0,22.0,1018076.0
2026-07-13 09:47:00,46286.0,46294.0,46189.0,46189.0,30.0,1386660.0
2026-07-13 09:48:00,46190.0,46205.0,46185.0,46205.0,11.0,508099.0
2026-07-13 09:49:00,46212.0,46236.0,46200.0,46200.0,14.0,647024.0
2026-07-13 09:50:00,46228.0,46240.0,46228.0,46228.0,3.0,138696.0
2026-07-13 09:51:00,46218.0,46218.0,46158.0,46158.0,38.0,1754616.0
2026-07-13 09:52:00,46158.0,46158.0,46099.0,46099.0,23.0,1060677.0
2026-07-13 09:53:00,46125.0,46125.0,46112.0,46112.0,2.0,92237.0
2026-07-13 09:54:00,46130.0,46176.0,46124.0,46171.0,13.0,600122.0
2026-07-13 09:55:00,46147.0,46194.0,46130.0,46138.0,8.0,369351.0
2026-07-13 09:56:00,46146.0,46152.0,46112.0,46112.0,15.0,692001.0
2026-07-13 09:57:00,46100.0,46197.0,46098.0,46197.0,7.0,323012.0
2026-07-13 09:58:00,46240.0,46240.0,46165.0,46165.0,11.0,508044.0
2026-07-13 09:59:00,46190.0,46190.0,46190.0,46190.0,1.0,46190.0
2026-07-13 10:00:00,46190.0,46272.0,46190.0,46272.0,5.0,231095.0
2026-07-13 10:01:00,46283.0,46299.0,46283.0,46299.0,4.0,185167.0
2026-07-13 10:02:00,46307.0,46307.0,46261.0,46261.0,19.0,879354.0
2026-07-13 10:03:00,46200.0,46200.0,46180.0,46180.0,3.0,138561.0
2026-07-13 10:04:00,46180.0,46180.0,46179.0,46179.0,2.0,92359.0
2026-07-13 10:05:00,46179.0,46179.0,46161.0,46179.0,7.0,323204.0
2026-07-13 10:06:00,46230.0,46260.0,46230.0,46260.0,3.0,138733.0
2026-07-13 10:07:00,46278.0,46279.0,46269.0,46269.0,5.0,231384.0
2026-07-13 10:08:00,46244.0,46244.0,46244.0,46244.0,1.0,46244.0
2026-07-13 10:09:00,46244.0,46250.0,46244.0,46250.0,2.0,92494.0
2026-07-13 10:10:00,46250.0,46298.0,46250.0,46298.0,3.0,138827.0
2026-07-13 10:11:00,46285.0,46295.0,46285.0,46295.0,2.0,92580.0
2026-07-13 10:12:00,46308.0,46320.0,46308.0,46308.0,7.0,324208.0
2026-07-13 10:13:00,46308.0,46308.0,46280.0,46280.0,2.0,92588.0
2026-07-13 10:14:00,46279.0,46280.0,46248.0,46280.0,5.0,231336.0
2026-07-13 10:15:00,46280.0,46280.0,46238.0,46238.0,3.0,138757.0
2026-07-13 10:16:00,46222.0,46299.0,46214.0,46299.0,4.0,184993.0
