ts,Open,High,Low,Close,Volume,Amount
2026-06-12 00:01:00,43840.0,43850.0,43840.0,43850.0,4.0,175388.0
2026-06-12 00:07:00,43836.0,43836.0,43836.0,43836.0,1.0,43836.0
2026-06-12 00:08:00,43852.0,43852.0,43852.0,43852.0,1.0,43852.0
2026-06-12 00:12:00,43891.0,43891.0,43891.0,43891.0,1.0,43891.0
2026-06-12 00:13:00,43892.0,43892.0,43892.0,43892.0,2.0,87784.0
2026-06-12 00:14:00,43900.0,43906.0,43900.0,43906.0,2.0,87806.0
2026-06-12 00:17:00,43889.0,43889.0,43889.0,43889.0,1.0,43889.0
2026-06-12 00:21:00,43889.0,43889.0,43889.0,43889.0,1.0,43889.0
2026-06-12 00:28:00,43800.0,43800.0,43776.0,43776.0,2.0,87576.0
2026-06-12 00:29:00,43810.0,43810.0,43810.0,43810.0,1.0,43810.0
2026-06-12 00:37:00,43846.0,43846.0,43846.0,43846.0,1.0,43846.0
2026-06-12 00:46:00,43798.0,43798.0,43798.0,43798.0,1.0,43798.0
2026-06-12 00:48:00,43770.0,43770.0,43770.0,43770.0,1.0,43770.0
2026-06-12 00:51:00,43768.0,43768.0,43768.0,43768.0,1.0,43768.0
2026-06-12 00:53:00,43700.0,43700.0,43700.0,43700.0,1.0,43700.0
2026-06-12 00:54:00,43700.0,43700.0,43688.0,43688.0,5.0,218488.0
2026-06-12 00:57:00,43695.0,43695.0,43695.0,43695.0,1.0,43695.0
2026-06-12 01:01:00,43667.0,43667.0,43666.0,43666.0,5.0,218334.0
2026-06-12 01:04:00,43666.0,43666.0,43645.0,43645.0,7.0,305621.0
2026-06-12 01:06:00,43636.0,43652.0,43636.0,43652.0,3.0,130933.0
2026-06-12 01:12:00,43696.0,43696.0,43696.0,43696.0,1.0,43696.0
2026-06-12 01:14:00,43652.0,43652.0,43652.0,43652.0,1.0,43652.0
2026-06-12 01:16:00,43635.0,43635.0,43635.0,43635.0,2.0,87270.0
2026-06-12 01:18:00,43636.0,43636.0,43636.0,43636.0,2.0,87272.0
2026-06-12 01:19:00,43600.0,43600.0,43595.0,43595.0,5.0,217995.0
2026-06-12 01:20:00,43595.0,43595.0,43595.0,43595.0,1.0,43595.0
2026-06-12 01:21:00,43580.0,43580.0,43580.0,43580.0,1.0,43580.0
2026-06-12 01:29:00,43806.0,43815.0,43806.0,43815.0,2.0,87621.0
2026-06-12 01:30:00,43888.0,44100.0,43888.0,44100.0,56.0,2465566.0
2026-06-12 01:31:00,44150.0,44271.0,44150.0,44271.0,43.0,1901234.0
2026-06-12 01:32:00,44286.0,44300.0,44248.0,44266.0,11.0,487049.0
2026-06-12 01:33:00,44272.0,44320.0,44272.0,44320.0,15.0,664582.0
2026-06-12 01:34:00,44341.0,44367.0,44341.0,44367.0,6.0,266108.0
2026-06-12 01:35:00,44367.0,44381.0,44350.0,44350.0,4.0,177478.0
2026-06-12 01:36:00,44282.0,44282.0,44279.0,44279.0,3.0,132843.0
2026-06-12 01:38:00,44288.0,44290.0,44246.0,44290.0,5.0,221383.0
2026-06-12 01:39:00,44300.0,44302.0,44300.0,44302.0,2.0,88602.0
2026-06-12 01:44:00,44362.0,44414.0,44362.0,44414.0,23.0,1021045.0
2026-06-12 01:45:00,44420.0,44456.0,44420.0,44456.0,17.0,755509.0
2026-06-12 01:46:00,44466.0,44499.0,44466.0,44484.0,15.0,667264.0
2026-06-12 01:48:00,44430.0,44430.0,44430.0,44430.0,1.0,44430.0
2026-06-12 01:49:00,44421.0,44421.0,44421.0,44421.0,1.0,44421.0
2026-06-12 01:50:00,44416.0,44416.0,44416.0,44416.0,1.0,44416.0
2026-06-12 01:51:00,44300.0,44300.0,44295.0,44295.0,2.0,88595.0
