timestamp,Open,High,Low,Close,Volume,Amount,sqz_on,momentum,atr,mom_velo,vwap,price_vs_vwap,fired,mom_state,ema_fast,ema_slow,ema_filter,ema_macro,bullish_align,bearish_align,ema_200_up,macd_line,macd_signal,macd_hist,macd_rising,rsv,k_val,d_val,bb_upper,bb_lower,score,recent_high,recent_low,is_new_high,is_new_low,in_bull_pb_zone,in_bear_pb_zone,day_open,day_min,day_max,opening_bullish,opening_bearish,adx,trading_day,mom_prev,session
2026-02-23 15:01:00,34050.0,34135.0,34050.0,34132.0,76,2592421.0,False,0.0,,0.0,34132.0,0.0,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34135.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:02:00,34131.0,34165.0,34131.0,34160.0,18,614741.0,False,0.0,,0.0,34137.36170212766,0.0006631531185648243,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34165.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:03:00,34175.0,34183.0,34173.0,34181.0,38,1298710.0,False,0.0,,0.0,34149.92424242424,0.0009099802785844707,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:04:00,34181.0,34181.0,34168.0,34181.0,13,444261.0,False,0.0,,0.0,34152.71034482759,0.0008283282611184046,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:05:00,34180.0,34180.0,34170.0,34170.0,11,375886.0,False,0.0,,0.0,34153.929487179485,0.0004705318849635704,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:06:00,34165.0,34170.0,34152.0,34153.0,13,444042.0,False,0.0,,0.0,34153.85798816568,-2.512126641664424e-05,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:07:00,34153.0,34174.0,34153.0,34174.0,11,375820.0,False,0.0,,0.0,34155.08888888889,0.000553683557159895,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:08:00,34170.0,34170.0,34170.0,34170.0,1,34170.0,False,0.0,,0.0,34155.17127071823,0.0004341576613460694,False,0,,,,,False,False,False,,,,False,,,,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:09:00,34162.0,34162.0,34156.0,34156.0,6,204958.0,False,0.0,,0.0,34155.197860962566,2.3485123426880905e-05,False,0,,,,,False,False,False,,,,False,79.69924812030075,79.69924812030075,79.69924812030075,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:10:00,34153.0,34153.0,34150.0,34153.0,6,204912.0,False,0.0,,0.0,34155.12953367876,-6.234886846671324e-05,False,0,,,,,False,False,False,,,,False,42.30769230769231,67.2353961827646,75.5446308077887,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:11:00,34160.0,34160.0,34155.0,34155.0,6,204950.0,False,0.0,,0.0,34155.125628140704,-3.6781636253318276e-06,False,0,,,,,False,False,False,,,,False,15.151515151515152,49.874102505681456,66.98778804041963,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:12:00,34152.0,34156.0,34152.0,34156.0,3,102460.0,False,0.0,,0.0,34155.13861386139,2.521981094410029e-05,False,0,34156.50504545569,,,,False,False,False,,,,False,19.35483870967742,39.70101457368011,57.8921968848398,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:13:00,34159.0,34167.0,34158.0,34167.0,7,239132.0,False,0.0,,0.0,34155.53588516746,0.0003356444141612052,False,0,34158.11965384713,,,,False,False,False,,,,False,56.666666666666664,45.35623193800896,53.71354190256285,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,,2026-02-24,0.0,2
2026-02-23 15:14:00,34170.0,34176.0,34170.0,34176.0,7,239221.0,False,0.0,,0.0,34156.19907407407,0.0005797169024277266,False,0,34160.87047633219,,,,False,False,False,,,,False,100.0,63.570821292005974,56.9993016990439,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,75.46960515897676,2026-02-24,0.0,2
2026-02-23 15:15:00,34170.0,34180.0,34170.0,34180.0,11,375940.0,False,0.0,,0.0,34157.35242290749,0.0006630366666627647,False,0,34163.81347997339,,,,False,False,False,,,,False,100.0,75.71388086133732,63.2374947531417,,,-70.0,,,False,False,False,False,34050.0,34050.0,34183.0,True,False,75.50090888458688,2026-02-24,0.0,2
2026-02-23 15:16:00,34180.0,34185.0,34180.0,34185.0,7,239287.0,False,0.0,,0.0,34158.179487179485,0.0007851856633806236,False,0,34167.07294459287,,,,False,False,False,,,,False,100.0,83.80925390755822,70.09474780461387,,,-70.0,,,False,False,False,False,34050.0,34050.0,34185.0,True,False,75.5703914332144,2026-02-24,0.0,2
2026-02-23 15:17:00,34186.0,34188.0,34185.0,34187.0,11,376050.0,False,0.0,,0.0,34159.473469387754,0.00080582420677279,False,0,34170.13864542473,,,,False,False,False,,,,False,97.36842105263158,88.32897628924934,76.17282396615903,,,-70.0,,,False,False,False,False,34050.0,34050.0,34188.0,True,False,75.6600306366082,2026-02-24,0.0,2
2026-02-23 15:18:00,34185.0,34185.0,34180.0,34180.0,7,239279.0,False,16.333333333333332,,5.444444444444444,34160.043650793654,0.0005842015136266534,False,3,34171.65577689785,,,,False,False,False,,,,False,78.94736842105263,85.20177366651711,79.1824738662784,,,70.0,,,False,False,False,False,34050.0,34050.0,34188.0,True,False,75.41324767530452,2026-02-24,0.0,2
2026-02-23 15:19:00,34183.0,34198.0,34183.0,34198.0,9,307711.0,False,14.5,,4.833333333333333,34161.35249042146,0.0010727768928006673,False,2,34175.70873429818,,,,False,False,False,,,,False,100.0,90.13451577767808,82.83315450341163,,,23.33333333333333,,,False,False,False,False,34050.0,34050.0,34198.0,True,False,75.3194406085737,2026-02-24,16.333333333333332,2
2026-02-23 15:20:00,34198.0,34198.0,34182.0,34187.0,10,341907.0,True,14.666666666666664,15.95,4.888888888888888,34162.29889298893,0.0007230516625488828,False,3,34177.44585209846,,,,False,False,False,,,,False,76.08695652173914,85.45199602569843,83.70610167750723,34201.93449548969,34138.16550451032,70.0,34198.0,34050.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,75.16249759441799,2026-02-24,14.5,2
2026-02-23 15:21:00,34191.0,34191.0,34190.0,34190.0,10,341901.0,False,20.5,11.9,1.3888888888888893,34163.2846975089,0.0007819886971538836,True,3,34179.37725946793,,,,False,False,False,,,,False,80.0,83.6346640171323,83.68228912404892,34200.521724646824,34145.37827535317,70.0,34198.0,34131.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,75.01676479555911,2026-02-24,14.666666666666664,2
2026-02-23 15:23:00,34189.0,34190.0,34180.0,34184.0,16,546934.0,False,25.0,10.7,3.5,34164.400673400676,0.0005736768745539051,False,3,34180.08845031902,,,,False,False,False,,,,False,50.0,72.42310934475486,79.92922919761757,34201.43620241268,34146.86379758732,70.0,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,74.12529986340411,2026-02-24,20.5,2
2026-02-23 15:24:00,34177.0,34180.0,34174.0,34180.0,14,478461.0,False,26.333333333333332,10.05,3.8888888888888893,34165.102893890675,0.0004360328185046712,False,3,34180.07484257763,,,,False,False,False,,,,False,35.714285714285715,60.18683480126515,73.34843106550011,34201.33697177697,34146.86302822303,70.0,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,72.8562378277693,2026-02-24,25.0,2
2026-02-23 15:25:00,34180.0,34183.0,34180.0,34183.0,3,102545.0,False,26.333333333333332,9.55,1.944444444444444,34165.27388535032,0.0005188342616296979,False,3,34180.524866796455,,,,False,False,False,,,,False,37.5,52.62455653417677,66.44047288839234,34201.55805471694,34146.84194528306,70.0,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,71.74034231195827,2026-02-24,26.333333333333332,2
2026-02-23 15:26:00,34183.0,34183.0,34180.0,34180.0,2,68363.0,False,24.5,9.15,-0.16666666666666666,34165.36708860759,0.00042829662431131553,False,2,34180.44411805854,,,,False,False,False,,,,False,25.0,43.41637102278452,58.765772266523065,34202.10034575272,34147.299654247276,23.33333333333333,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,70.70415361870518,2026-02-24,26.333333333333332,2
2026-02-23 15:27:00,34180.0,34180.0,34177.0,34177.0,2,68357.0,False,21.83333333333333,8.4,-1.500000000000001,34165.44025157233,0.0003383462452863078,False,2,34179.914253741845,,,,False,False,False,8.494246013309748,,,False,12.5,33.11091401518968,50.21415284941194,34201.33019340946,34150.46980659054,23.33333333333333,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,69.48668343116852,2026-02-24,24.5,2
2026-02-23 15:28:00,34183.0,34183.0,34180.0,34180.0,10,341821.0,False,16.166666666666664,7.65,-3.3888888888888893,34165.884146341465,0.00041315639888238895,False,2,34179.92744547387,,,,False,False,False,7.871882762265159,,,False,25.0,30.407276010126452,43.61186056965011,34201.677337711044,34150.72266228895,23.33333333333333,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,68.43526837728113,2026-02-24,21.83333333333333,2
2026-02-23 15:29:00,34180.0,34188.0,34179.0,34188.0,10,341831.0,False,11.5,7.9,-4.333333333333333,34166.53846153846,0.0006281449461348987,False,2,34181.169376939426,,,,False,False,False,7.932744799050852,,,False,58.333333333333336,39.715961784528744,42.31322764127633,34202.92450896258,34151.27549103742,23.33333333333333,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,67.59182536890013,2026-02-24,16.166666666666664,2
2026-02-23 15:30:00,34188.0,34188.0,34188.0,34188.0,1,34188.0,False,7.5,7.2,-4.777777777777776,34166.601769911504,0.0006262908507143517,False,2,34182.220242025665,,,,False,False,False,7.890027080873551,,,False,82.35294117647058,53.928288248509354,46.184914510354005,34202.93655351564,34154.463446484355,23.33333333333333,34198.0,34150.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,66.8086282896892,2026-02-24,11.5,2
2026-02-23 15:31:00,34188.0,34188.0,34188.0,34188.0,6,205128.0,False,4.333333333333333,6.9,-3.944444444444444,34166.973913043475,0.0006153921330591607,False,2,34183.109435560174,,,,False,False,False,7.7666439446256845,,,False,87.5,65.11885883233957,52.4962292843492,34201.74961699682,34159.15038300317,23.33333333333333,34198.0,34152.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,66.08137385899333,2026-02-24,7.5,2
2026-02-23 15:32:00,34184.0,34185.0,34181.0,34183.0,9,307651.0,False,-0.3333333333333335,6.9,-3.944444444444444,34167.3813559322,0.00045712148394092797,False,0,34183.092599320145,,,,False,False,False,7.18260708352318,,,False,64.28571428571429,64.84114398346448,56.61120085072096,34199.4690686175,34164.230931382495,-70.0,34198.0,34152.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,64.65554240815925,2026-02-24,4.333333333333333,2
2026-02-23 15:33:00,34189.0,34189.0,34189.0,34189.0,2,68378.0,True,-0.16666666666666696,7.0,-2.5555555555555554,34167.502808988764,0.0006291706810244503,False,1,34184.00143019397,,,,False,False,False,7.1218077526500565,,,False,100.0,76.56076265564299,63.261054785694974,34196.50202413396,34170.49797586604,-23.33333333333333,34198.0,34158.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,63.484138721997375,2026-02-24,-0.3333333333333335,2
2026-02-23 15:34:00,34189.0,34189.0,34184.0,34185.0,3,102558.0,True,-0.9999999999999996,6.7,-1.7777777777777775,34167.64902506964,0.0005078188118132499,False,0,34184.15505631797,,,,False,False,False,6.673924427865131,,,False,66.66666666666666,73.26273065931755,66.59494674356917,34194.830723848376,34173.96927615163,-70.0,34198.0,34170.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,61.85986795700317,2026-02-24,-0.16666666666666696,2
2026-02-23 15:35:00,34188.0,34190.0,34185.0,34190.0,3,102563.0,True,-0.49999999999999956,6.5,-0.05555555555555536,34167.83425414364,0.0006487313679727504,False,1,34185.0542784229,,,,False,False,False,6.645822969097935,7.3685801320036965,-0.7227571629057614,False,100.0,82.17515377287837,71.78834908667224,34195.02392112662,34175.17607887337,-23.33333333333333,34198.0,34170.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,60.39730640658668,2026-02-24,-0.9999999999999996,2
2026-02-23 15:36:00,34190.0,34190.0,34189.0,34189.0,2,68379.0,True,0.833333333333333,6.05,0.3333333333333333,34167.95054945055,0.000616058329837062,False,3,34185.66131251168,,,,False,False,False,6.468298202606093,7.188523746124176,-0.7202255435180831,True,90.9090909090909,85.0864661516159,76.2210547749868,34195.31513669838,34175.784863301626,70.0,34198.0,34174.0,False,False,False,False,34050.0,34050.0,34198.0,True,False,59.03921353834279,2026-02-24,-0.49999999999999956,2
2026-02-23 15:38:00,34183.0,34183.0,34183.0,34183.0,1,34183.0,True,-0.5000000000000002,6.1,0.16666666666666644,34167.99178082192,0.0004392479158375941,False,0,34185.25187981757,34174.67423077475,,,True,False,False,5.776866568434343,6.90619231058621,-1.1293257421518668,False,36.36363636363637,68.84552288895605,73.76254414630989,34195.27960083791,34175.620399162086,-55.0,34198.0,34174.0,False,False,True,False,34050.0,34050.0,34198.0,True,False,57.07253260140062,2026-02-24,0.833333333333333,2
