,Open,High,Low,Close,Volume,trading_day,sqz_on,momentum,atr,mom_velo,vwap,price_vs_vwap,fired,mom_prev,mom_state,ema_fast,ema_slow,ema_filter,ema_macro,bullish_align,bearish_align,ema_200_up,macd_line,macd_signal,macd_hist,macd_rising,rsv,k_val,d_val,bb_upper,bb_lower,score,recent_high,recent_low,is_new_high,is_new_low,in_bull_pb_zone,in_bear_pb_zone,day_open,day_min,day_max,opening_bullish,opening_bearish,adx,session,regime,open,high,low,close,volume,amount,bull_align,bear_align,in_pb_zone
2026-04-13 13:40:00,35451.0,35489.0,35432.0,35454.0,1353.0,2026-04-13,True,22.833333333333332,37.55,6.777777777777778,35561.561418128265,-0.0030246539757794,False,13.833333333333334,3.0,35473.19623455561,35502.21106426382,35502.21106426382,35523.820567074436,False,True,False,-9.004943609776092,-10.164013983941338,1.1590703741652462,False,21.904761904761905,33.50539099699857,45.13076019157296,35517.38014451412,35418.719855485884,-20.000000000000004,35536.0,35413.0,False,False,False,True,35512.0,35185.0,35747.0,False,False,14.737241020389764,1.0,NORMAL,35451.0,35489.0,35432.0,35454.0,1353.0,0.0,False,True,True
2026-04-13 13:45:00,35454.0,35454.0,35454.0,35454.0,0.0,2026-04-13,True,23.166666666666664,34.7,5.111111111111111,35561.561418128265,-0.0030246539757794,False,22.833333333333332,3.0,35471.36802174079,35500.63064577966,35500.63064577966,35523.424550005904,False,True,False,-9.50259970445768,-10.031731128769175,0.5291314243114957,False,21.904761904761905,29.638514632919684,39.96667833868854,35513.0558358465,35418.4441641535,-20.000000000000004,35536.0,35413.0,False,False,False,True,35512.0,35185.0,35747.0,False,False,14.311675036082256,1.0,NORMAL,35454.0,35454.0,35454.0,35454.0,0.0,0.0,False,True,True
2026-04-13 13:50:00,35454.0,35454.0,35454.0,35454.0,0.0,2026-04-13,True,18.666666666666664,33.65,1.6111111111111096,35561.561418128265,-0.0030246539757794,False,23.166666666666664,2.0,35469.71392443215,35499.102180368674,35499.102180368674,35523.18183087673,False,True,False,-9.78420946897677,-9.982226797883833,0.1980173289070634,False,21.904761904761905,27.060597056867092,35.66465124474806,35509.379514915934,35418.120485084066,-46.66666666666668,35536.0,35413.0,False,False,False,True,35512.0,35185.0,35747.0,False,False,13.916506730904889,1.0,NORMAL,35454.0,35454.0,35454.0,35454.0,0.0,0.0,False,True,True
2026-04-13 15:05:00,35500.0,35544.0,35498.0,35533.0,1682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:10:00,35533.0,35540.0,35504.0,35517.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:15:00,35517.0,35528.0,35505.0,35528.0,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:20:00,35529.0,35529.0,35507.0,35518.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:25:00,35520.0,35529.0,35492.0,35496.0,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:30:00,35495.0,35508.0,35482.0,35505.0,643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:35:00,35504.0,35520.0,35496.0,35496.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:40:00,35496.0,35507.0,35495.0,35506.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:45:00,35507.0,35512.0,35490.0,35494.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:50:00,35499.0,35501.0,35468.0,35491.0,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 15:55:00,35490.0,35495.0,35472.0,35478.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:00:00,35478.0,35487.0,35472.0,35486.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:05:00,35485.0,35532.0,35479.0,35516.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:10:00,35520.0,35524.0,35487.0,35490.0,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:15:00,35491.0,35506.0,35490.0,35504.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:20:00,35503.0,35511.0,35486.0,35510.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:25:00,35511.0,35522.0,35495.0,35512.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:30:00,35515.0,35534.0,35513.0,35525.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:35:00,35525.0,35555.0,35517.0,35532.0,1097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 16:40:00,35533.0,35539.0,35502.0,35507.0,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
