,Open,High,Low,Close,Volume,trading_day,sqz_on,momentum,atr,mom_velo,vwap,price_vs_vwap,fired,mom_prev,mom_state,ema_fast,ema_slow,ema_filter,ema_macro,bullish_align,bearish_align,ema_200_up,macd_line,macd_signal,macd_hist,macd_rising,rsv,k_val,d_val,bb_upper,bb_lower,score,recent_high,recent_low,is_new_high,is_new_low,in_bull_pb_zone,in_bear_pb_zone,day_open,day_min,day_max,opening_bullish,opening_bearish,adx,session,regime,open,high,low,close,volume,amount,bull_align,bear_align,in_pb_zone
2026-04-14 13:40:00,36388.0,36395.0,36361.0,36371.0,726.0,2026-04-14,True,-22.666666666666664,26.85,-6.666666666666667,36127.1292930139,0.0067503483326381,False,-13.333333333333332,0.0,36376.10897016928,36280.56760592782,36280.56760592782,,True,False,False,15.395644714626542,24.96234366840902,-9.566698953782478,True,28.30188679245283,31.057783796321814,29.979185848572925,36425.44174084302,36353.05825915698,-33.333333333333336,36430.0,36354.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,27.152576840458984,1.0,NORMAL,36388.0,36395.0,36361.0,36371.0,726.0,0.0,True,False,True
2026-04-14 13:50:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-30.166666666666664,25.575,-5.611111111111112,36127.1292930139,0.0066811482592051,False,-29.749999999999996,0.0,36374.728658120424,36286.239139004225,36286.239139004225,,True,False,False,11.369567604284384,20.36544575818892,-8.995878153904535,True,28.40909090909091,28.514246581479416,29.17701466378637,36425.72801884674,36352.27198115326,-33.333333333333336,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,25.310112260955485,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 13:55:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-30.916666666666664,23.775,-2.75,36127.1292930139,0.0066811482592051,False,-30.166666666666664,0.0,36374.13545258515,36288.93621641392,36288.93621641392,,True,False,False,9.788114108836451,18.249979428318422,-8.461865319481973,True,28.40909090909091,28.479194690683247,28.94440800608533,36424.737907302435,36350.012092697565,-33.333333333333336,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,24.48636486959016,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:00:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-34.666666666666664,22.125,-1.6388888888888893,36127.1292930139,0.0066811482592051,False,-30.916666666666664,0.0,36373.598742815135,36291.54486505609,36291.54486505609,,True,False,False,8.43753813252988,16.287491169160717,-7.849953036630836,True,32.05128205128205,29.669890477549515,29.186235496573392,36423.01038414786,36348.189615852134,-33.333333333333336,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,23.721456577608077,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:05:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-38.916666666666664,20.025,-2.9166666666666665,36127.1292930139,0.0066811482592051,False,-34.666666666666664,0.0,36373.11314826131,36294.06798423457,36294.06798423457,,True,False,False,7.283240280630707,14.486640991454715,-7.203400710824008,True,32.05128205128205,30.463687668793696,29.612052887313496,36422.157748468984,36346.39225153102,-33.333333333333336,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,23.01118459219614,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:10:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,False,-32.0,18.875,-0.3611111111111119,36127.1292930139,0.0066811482592051,True,-38.916666666666664,1.0,36372.673800807854,36296.50837819409,36296.50837819409,,True,False,False,6.295875977513788,12.84848798866653,-6.552612011152743,True,32.05128205128205,30.992885796289816,30.072330523638936,36422.226924048,36345.273075952,0.0,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,22.35164632002791,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:15:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,False,-25.333333333333332,17.925,3.1111111111111107,36127.1292930139,0.0066811482592051,False,-32.0,1.0,36372.27629596901,36298.86875923691,36298.86875923691,,True,False,False,5.450552082162176,11.36890080736566,-5.918348725203485,True,22.058823529411764,28.0148650406638,29.38650869598056,36421.85842022834,36343.791579771656,0.0,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,21.739217924443132,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:20:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,False,-16.5,15.775,7.472222222222221,36127.1292930139,0.0066811482592051,False,-25.333333333333332,1.0,36371.916648733866,36301.151750737336,36301.151750737336,,True,False,False,4.726146727320156,10.04034999135656,-5.314203264036404,True,22.058823529411764,26.02951787024646,28.267511754069194,36414.98661111057,36345.31338888943,0.0,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,21.170534414257265,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:30:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-13.166666666666666,15.025,6.277777777777779,36127.1292930139,0.0066811482592051,False,-16.5,1.0,36371.59125361635,36303.35989005742,36303.35989005742,,True,False,False,4.104733452419168,8.853226683569082,-4.748493231149913,True,0.0,17.353011913497642,24.629345140545347,36404.929779733175,36349.62022026683,0.0,36430.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,20.64247115479896,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:35:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-8.166666666666666,14.075,5.722222222222221,36127.1292930139,0.0066811482592051,False,-13.166666666666666,1.0,36371.296848510035,36305.49563136701,36305.49563136701,,True,False,False,3.5710936108007445,7.796800069015415,-4.22570645821467,True,,17.353011913497642,22.203900731529448,36396.80053113756,36353.19946886244,0.0,36417.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,20.152126699587672,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 14:40:00,36368.5,36368.5,36368.5,36368.5,0.0,2026-04-14,True,-7.999999999999999,12.625,2.8333333333333335,36127.1292930139,0.0066811482592051,False,-8.166666666666666,1.0,36371.03048198527,36307.56134837137,36307.56134837137,,True,False,False,3.112303494308435,6.859900754074019,-3.747597259765584,True,,17.353011913497642,20.586937792185513,36393.75780204763,36353.69219795237,0.0,36409.0,36356.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,19.69680684832005,1.0,NORMAL,36368.5,36368.5,36368.5,36368.5,0.0,0.0,True,False,True
2026-04-14 13:45:00,36391.0,36394.0,36365.0,36371.0,436.0,2026-04-14,True,-22.999999999999996,26.6,-6.777777777777776,36127.17691354095,0.006749021298912,False,-13.666666666666666,0.0,36375.936634568374,36280.504182117016,36280.504182117016,,True,False,False,15.272463896297268,24.91218043921647,-9.639716542919205,True,28.30188679245283,30.329186346412893,29.49345421530031,36425.34406755673,36352.95593244327,-26.66666666666667,36430.0,36354.0,False,False,True,False,35738.0,35696.0,36430.0,False,False,27.35450028599281,1.0,NORMAL,36391.0,36394.0,36365.0,36371.0,436.0,0.0,True,False,True
2026-04-14 14:50:00,36250.0,40000.0,36231.0,36377.0,814.0,2026-04-14,True,-28.666666666666664,214.25,-6.166666666666667,36128.868727121466,0.0068679502464538,False,-22.999999999999996,0.0,36376.03790746663,36283.66797942465,36283.66797942465,,True,False,False,13.807477236667182,22.691239798706615,-8.883762562039433,True,3.8737065534624566,21.510693082096083,26.832533837565578,36424.97508774994,36354.12491225007,-33.333333333333336,40000.0,36231.0,False,False,True,False,35738.0,35696.0,40000.0,False,False,32.30634638016909,1.0,NORMAL,36250.0,40000.0,36231.0,36377.0,814.0,0.0,True,False,True
2026-04-14 15:00:00,36389.0,36445.0,36355.0,36441.0,1639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:05:00,36442.0,36484.0,36421.0,36479.0,1572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:10:00,36479.0,36495.0,36446.0,36462.0,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:15:00,36463.0,36477.0,36455.0,36463.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:20:00,36463.0,36509.0,36451.0,36473.0,911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:25:00,36471.0,36485.0,36463.0,36479.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:30:00,36480.0,36516.0,36476.0,36507.0,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:35:00,36507.0,36511.0,36486.0,36505.0,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:40:00,36506.0,36528.0,36489.0,36494.0,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:45:00,36492.0,36514.0,36480.0,36499.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:50:00,36501.0,36501.0,36483.0,36485.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
