timestamp,session,mtx_code,mtx_close,call_code,call_close,call_bid,call_ask,put_code,put_close,put_bid,put_ask,position,side,entry_price,stop_loss,score,trend
2026-04-17 15:28:11,2,MXFE6,37155.5,TXO37200E6,1080.0,1090.0,1110.0,TXO37200Q6,1140.0,1140.0,1160.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:28:22,2,MXFE6,37159.5,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1140.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:29:11,2,MXFE6,37158.5,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1145.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:29:22,2,MXFE6,37157.5,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1145.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:30:12,2,MXFE6,37158.5,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1145.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:30:13,2,MXFE6,37157.5,TXO37200E6,1080.0,1090.0,1110.0,TXO37200Q6,1140.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:30:22,2,MXFE6,37158.0,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1145.0,1140.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:31:12,2,MXFE6,37167.5,TXO37200E6,1110.0,1100.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:31:13,2,MXFE6,37166.0,TXO37200E6,1105.0,1100.0,1110.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:31:22,2,MXFE6,37167.0,TXO37200E6,1100.0,1090.0,1110.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:32:12,2,MXFE6,37167.5,TXO37200E6,1105.0,1100.0,1110.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:32:13,2,MXFE6,37173.5,TXO37200E6,1110.0,1100.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:32:22,2,MXFE6,37172.5,TXO37200E6,1110.0,1100.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:33:12,2,MXFE6,37164.5,TXO37200E6,1105.0,1100.0,1110.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,20.000000000000004,BEAR
2026-04-17 15:33:14,2,MXFE6,37164.5,TXO37200E6,1105.0,1100.0,1110.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:33:23,2,MXFE6,37165.0,TXO37200E6,1110.0,1100.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,20.000000000000004,BEAR
2026-04-17 15:34:12,2,MXFE6,37169.0,TXO37200E6,1105.0,1090.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
2026-04-17 15:34:14,2,MXFE6,37172.5,TXO37200E6,1110.0,1100.0,1120.0,TXO37200Q6,1140.0,1130.0,1150.0,1,THETA,182.8887838792305,210.322101461115,13.333333333333334,BEAR
2026-04-17 15:34:23,2,MXFE6,37180.0,TXO37200E6,1115.0,1100.0,1130.0,TXO37200Q6,1135.0,1130.0,1140.0,1,THETA,182.8887838792305,210.322101461115,-66.66666666666669,BEAR
