timestamp,Close,vwap,score,sqz_on,mom_state,regime,bull_align,bear_align,in_pb_zone,momentum,atr,mom_velo,trading_day,fired,mom_prev,ema_fast,ema_slow,ema_filter,ema_macro,bullish_align,bearish_align,ema_200_up,macd_line,macd_signal,macd_hist,macd_rising,rsv,k_val,d_val,bb_upper,bb_lower,in_bull_pb_zone,in_bear_pb_zone,adx,session
2026-01-01 00:50:00,33199.0,32947.760020989044,-70.0,False,0,NORMAL,True,False,False,0.0,,0.0,2026-01-02,False,0.0,,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 00:55:00,33181.0,32950.113724894065,-70.0,False,0,NORMAL,True,False,True,0.0,,0.0,2026-01-02,False,0.0,32786.27044323844,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:00:00,33264.0,32961.14142905271,-70.0,False,0,NORMAL,True,False,False,0.0,,0.0,2026-01-02,False,0.0,32859.76729812483,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:05:00,33224.0,32964.00208363619,-70.0,False,0,NORMAL,True,False,False,0.0,,0.0,2026-01-02,False,0.0,32915.80309841332,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:10:00,33198.0,32964.87229412438,-70.0,False,0,NORMAL,True,False,True,0.0,,0.0,2026-01-02,False,0.0,32959.218006349736,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:15:00,33168.0,32967.961878869544,-70.0,False,0,NORMAL,True,False,True,0.0,,0.0,2026-01-02,False,0.0,32991.338313065164,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:20:00,33231.0,32970.69816128123,-70.0,False,0,NORMAL,True,False,False,0.0,,0.0,2026-01-02,False,0.0,33028.20934182437,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:25:00,33230.0,32973.15489746781,-70.0,False,0,NORMAL,True,False,False,0.0,,0.0,2026-01-02,False,0.0,33059.25405846677,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:30:00,33199.0,32975.54286898648,-70.0,False,0,NORMAL,True,False,True,0.0,,0.0,2026-01-02,False,0.0,33080.753434087266,,,,False,False,False,,,,False,50.0,50.0,50.0,,,False,False,0.0,2
2026-01-01 01:35:00,33189.0,32977.64650053899,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33097.406751919996,,,,False,False,False,,,,False,50.0,50.0,50.0,34038.35306745938,31762.950838790628,False,False,0.0,2
2026-01-01 01:40:00,33209.0,32978.87610925762,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33114.574943932304,,,,False,False,False,,,,False,50.0,50.0,50.0,33989.181315528185,31953.521614159312,False,False,0.0,2
2026-01-01 01:45:00,33274.0,32982.89495835945,-70.0,False,0,NORMAL,True,False,False,0.0,0.0,0.0,2026-01-02,False,0.0,33139.101875635024,,,,False,False,False,,,,False,50.0,50.0,50.0,33906.06432937368,32184.537623751326,False,False,0.0,2
2026-01-01 01:50:00,33265.0,32986.64360370319,-70.0,False,0,NORMAL,True,False,False,0.0,0.0,0.0,2026-01-02,False,0.0,33158.47081784502,,,,False,False,False,,,,False,50.0,50.0,50.0,33750.64579656851,32486.95517999399,False,False,0.0,2
2026-01-01 01:55:00,33264.0,32988.02613300777,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33174.70607663809,,,,False,False,False,,,,False,50.0,50.0,50.0,33762.818317920835,32493.18265864167,False,False,0.0,2
2026-01-01 02:00:00,33261.0,32990.00567694886,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33187.982064847616,,,,False,False,False,,,,False,50.0,50.0,50.0,33301.39279904712,33101.207200952886,False,False,0.0,2
2026-01-01 02:05:00,33293.0,32993.83145661435,-70.0,False,0,NORMAL,True,False,False,0.0,0.0,0.0,2026-01-02,False,0.0,33204.13867025568,,,,False,False,False,245.82196885740268,,,False,50.0,50.0,50.0,33310.765027817266,33108.83497218274,False,False,0.0,2
2026-01-01 02:10:00,33314.0,32995.99316972824,-70.0,False,0,NORMAL,True,False,False,0.0,0.0,0.0,2026-01-02,False,0.0,33221.04041329327,,,,False,False,False,236.376800887454,,,False,50.0,50.0,50.0,33322.969178393796,33114.9308216062,False,False,0.0,2
2026-01-01 02:15:00,33310.0,32998.7955740369,-70.0,False,0,NORMAL,True,False,False,0.0,0.0,0.0,2026-01-02,False,0.0,33234.726503555845,,,,False,False,False,225.96389947638818,,,False,50.0,50.0,50.0,33332.08666460178,33122.81333539821,False,False,0.0,2
2026-01-01 02:20:00,33291.0,33000.788923339765,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33243.383964547254,,,,False,False,False,213.71488669590326,,,False,50.0,50.0,50.0,33334.438655220874,33135.76134477912,False,False,0.0,2
2026-01-01 02:25:00,33317.0,33003.46779870201,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33254.709508463064,,,,False,False,False,203.75665860070148,,,False,50.0,50.0,50.0,33338.69721198685,33149.402788013154,False,False,0.0,2
2026-01-01 02:30:00,33308.0,33006.08511267277,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33262.90804562259,,,,False,False,False,192.91466612040676,,,False,50.0,50.0,50.0,33345.76389168399,33153.23610831601,False,False,0.0,2
2026-01-01 02:35:00,33325.0,33007.57463206637,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33272.460653988346,,,,False,False,False,183.57789519002836,,,False,50.0,50.0,50.0,33352.93239415214,33160.46760584785,False,False,0.0,2
2026-01-01 02:40:00,33336.0,33009.00270339724,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33282.23593799014,,,,False,False,False,175.04819836207025,,,False,50.0,50.0,50.0,33362.8610986067,33157.738901393306,False,False,0.0,2
2026-01-01 02:45:00,33330.0,33010.12471894574,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33289.58425522243,,,,False,False,False,165.89190371495351,198.13974956126881,-32.2478458463153,False,50.0,50.0,50.0,33371.173920224755,33160.02607977524,False,False,0.0,2
2026-01-01 02:50:00,33325.0,33010.825929427396,-70.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33295.032831342054,,,,False,False,False,156.4288021684697,189.797560082709,-33.368757914239296,False,50.0,50.0,50.0,33375.665146333566,33168.23485366643,False,False,0.0,2
2026-01-01 02:55:00,33295.0,33012.12646946614,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33295.027780366356,33017.924715120076,,,True,False,False,144.8388644648876,180.80582095914474,-35.96695649425715,False,50.0,50.0,50.0,33370.08258062024,33186.517419379765,True,False,0.0,2
2026-01-01 03:00:00,33285.0,33013.83990193848,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33293.48504492538,33032.36121700548,,,True,False,False,133.31012279439165,171.30668132619414,-37.99655853180249,False,50.0,50.0,50.0,33370.06059439355,33191.93940560645,True,False,0.0,2
2026-01-01 03:05:00,33283.0,33014.95617682295,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33291.87196109071,33045.909259329506,,,True,False,False,122.5988850434951,161.56512206965434,-38.966237026159234,False,50.0,50.0,50.0,33369.41411959891,33197.885880401096,True,False,0.0,2
2026-01-01 03:10:00,33304.0,33015.805767454935,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33293.7378132306,33059.86011017656,,,True,False,False,114.48496503873321,152.14909066347013,-37.664125624736926,True,50.0,50.0,50.0,33365.17622931126,33212.62377068874,True,False,0.0,2
2026-01-01 03:15:00,33272.0,33017.10252710105,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33290.39353427204,33071.327131248094,,,True,False,False,104.27052668698161,142.57337786817243,-38.30285118119082,False,50.0,50.0,50.0,33353.91559826932,33232.18440173069,True,False,0.0,2
2026-01-01 03:20:00,33277.0,33017.89021421495,-55.0,False,0,NORMAL,True,False,True,0.0,0.0,0.0,2026-01-02,False,0.0,33288.332990537885,33082.44458361306,,,True,False,False,95.47835388505337,133.15437307154863,-37.67601918649527,True,50.0,50.0,50.0,33343.59803115885,33249.301968841144,True,False,0.0,2
2026-01-01 03:25:00,33349.0,33042.546419550505,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33297.66637660898,33096.852984498844,,,True,False,False,93.24541674524517,125.17258180628795,-31.927165061042786,True,50.0,50.0,50.0,33351.57109570309,33248.828904296905,True,False,0.0,2
2026-01-01 03:30:00,33367.0,33043.68637321954,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33308.333087899904,33111.45552587728,,,True,False,False,91.86923617422872,118.5119126798761,-26.642676505647387,True,50.0,50.0,50.0,33361.93958073041,33248.660419269596,True,False,0.0,2
2026-01-01 03:35:00,33342.0,33044.72086966472,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33313.51261283838,33123.917389343376,,,True,False,False,87.74978716645273,112.35948757719143,-24.609700410738697,True,50.0,50.0,50.0,33364.59371045478,33253.80628954522,True,False,0.0,2
2026-01-01 03:40:00,33371.0,33045.7004309361,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33322.35682624786,33137.27320613563,,,True,False,False,85.83569136644655,107.05472833504246,-21.2190369685959,True,50.0,50.0,50.0,33371.761739417205,33257.63826058279,True,False,0.0,2
2026-01-01 03:45:00,33358.0,33045.85191572455,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33327.84039144049,33149.204384182354,,,True,False,False,82.32082210585213,102.1079470892044,-19.78712498335227,True,50.0,50.0,50.0,33377.171173312214,33258.72882668778,True,False,0.0,2
2026-01-01 03:50:00,33352.0,33047.35760949013,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33331.5572542958,33160.16630936169,,,True,False,False,78.15024565262138,97.31640680188781,-19.16616114926643,True,50.0,50.0,50.0,33380.94621402735,33258.75378597264,True,False,0.0,2
2026-01-01 03:55:00,33345.0,33047.565581281415,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33333.62536901952,33170.15731966646,,,True,False,False,73.43369434990746,92.53986431149174,-19.106169961584285,True,50.0,50.0,50.0,33383.50791123709,33259.69208876291,True,False,0.0,2
2026-01-01 04:00:00,33390.0,33049.661585489564,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33342.29838917036,33182.0407077926,,,True,False,False,72.49128299479344,88.53014804815209,-16.03886505335865,True,50.0,50.0,50.0,33393.7605098302,33259.339490169805,True,False,0.0,2
2026-01-01 04:05:00,33550.0,33110.50621449862,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33374.252483144155,33201.93039926327,,,True,False,False,83.69034779640788,87.56218799780325,-3.871840201395372,True,50.0,50.0,50.0,33458.358842240086,33218.04115775991,False,False,0.0,2
2026-01-01 04:10:00,33531.0,33113.71486544127,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33398.36748573736,33219.71794524904,,,True,False,False,89.99513819315325,88.04877803687326,1.9463601562799937,True,50.0,50.0,50.0,33496.14348185751,33202.55651814249,False,False,0.0,2
2026-01-01 04:15:00,33444.0,33119.119170699734,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33405.387872547,33231.8412995599,,,True,False,False,86.96903222828405,87.83282887515543,-0.8637966468713785,False,50.0,50.0,50.0,33507.48562073323,33203.11437926678,True,False,0.0,2
2026-01-01 04:20:00,33448.0,33125.242925491344,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33411.943584462846,33243.525553637744,,,True,False,False,83.92613972329855,87.05149104478406,-3.1253513214855104,False,50.0,50.0,50.0,33518.250296439306,33203.5497035607,True,False,0.0,2
2026-01-01 04:25:00,33417.0,33128.14745058859,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33412.72149454548,33252.90255073841,,,True,False,False,78.11274941627198,85.26374271908165,-7.150993302809667,False,50.0,50.0,50.0,33523.80913723297,33206.69086276703,True,False,0.0,2
2026-01-01 04:30:00,33420.0,33132.600568348185,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33413.84126461541,33261.934845293086,,,True,False,False,72.90724134762422,82.79244244479017,-9.885201097165947,False,50.0,50.0,50.0,33529.172862008774,33210.827137991226,True,False,0.0,2
2026-01-01 04:35:00,33455.0,33135.55064364908,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33420.173377751504,33272.370799601566,,,True,False,False,70.79002287392359,80.39195853061686,-9.601935656693271,True,50.0,50.0,50.0,33537.38434183168,33218.61565816832,True,False,0.0,2
2026-01-01 04:40:00,33465.0,33138.35424882413,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33427.06978117435,33282.78318881229,,,True,False,False,69.12223036177602,78.13801289684869,-9.015782535072674,True,50.0,50.0,50.0,33544.59107642405,33229.40892357595,True,False,0.0,2
2026-01-01 04:45:00,33452.0,33140.65655574074,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33430.90519945522,33291.93004347108,,,True,False,False,65.99080055468949,75.70857042841686,-9.717769873727377,False,50.0,50.0,50.0,33547.59048217309,33243.30951782691,True,False,0.0,2
2026-01-01 04:50:00,33495.0,33142.54033639166,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33440.76593800057,33302.90679787805,,,True,False,False,66.21556864822924,73.80997007237934,-7.5944014241501065,True,50.0,50.0,50.0,33556.94874482109,33253.05125517891,True,False,0.0,2
2026-01-01 04:55:00,33501.0,33143.763953750175,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33450.03271676971,33313.61453853329,33114.57736405678,,True,False,False,66.11570811013371,72.27111767993023,-6.155409569796518,True,50.0,50.0,50.0,33560.50770042835,33272.39229957164,True,False,0.0,2
2026-01-01 05:00:00,33487.0,33144.9581872329,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33455.719991112834,33322.9867256396,33126.78794228443,,True,False,False,64.16720531693136,70.65033520733046,-6.483129890399098,False,50.0,50.0,50.0,33558.25995873594,33295.64004126406,True,False,0.0,2
2026-01-01 05:05:00,33486.0,33145.736167923664,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33460.37845401855,33331.798253983405,33138.56538679969,,True,False,False,61.82957828160579,68.88618382218553,-7.0566055405797385,False,50.0,50.0,50.0,33562.250850727854,33305.34914927215,True,False,0.0,2
2026-01-01 05:10:00,33490.0,33145.79208960827,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33464.935614938775,33340.34969971403,33150.08783313412,,True,False,False,59.612581849010894,67.0314634275506,-7.418881578539711,False,50.0,50.0,50.0,33566.701269069,33313.19873093099,True,False,0.0,2
2026-01-01 05:15:00,33500.0,33146.6712661227,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33470.33013571743,33348.97944567544,33161.5603631953,,True,False,False,57.99399396764784,65.22396953557005,-7.22997556792221,True,50.0,50.0,50.0,33568.44200462313,33327.257995376865,True,False,0.0,2
2026-01-01 05:20:00,33469.0,33149.175625127275,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33470.12549945321,33355.467043206496,33171.64035128726,,True,False,False,53.59203487007471,62.89758260247098,-9.30554773239627,False,50.0,50.0,50.0,33568.04162109544,33337.45837890456,True,False,0.0,2
2026-01-01 05:25:00,33460.0,33150.22202598624,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33468.56773030656,33361.11747330344,33181.09476599915,,True,False,False,48.81452235921461,60.08097055381971,-11.266448194605104,False,50.0,50.0,50.0,33564.168835287644,33351.53116471235,True,False,0.0,2
2026-01-01 05:30:00,33401.0,33151.66805657813,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33458.17269487478,33363.27328555731,33188.304773671305,,True,False,False,39.808613442051865,56.026499131466146,-16.21788568941428,False,50.0,50.0,50.0,33558.27980457902,33362.32019542099,True,False,0.0,2
2026-01-01 05:35:00,33416.0,33152.83420434083,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33451.68458797097,33366.12337822989,33195.770190927986,,True,False,False,33.49562368141051,51.52032404145502,-18.024700360044513,False,50.0,50.0,50.0,33548.47493100409,33379.225068995904,True,False,0.0,2
2026-01-01 05:40:00,33372.0,33154.07591020417,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33439.42542059082,33366.4410334607,33201.54821745493,,True,False,False,24.657861063446035,46.14783144585323,-21.489970382407193,False,50.0,50.0,50.0,33551.187657553935,33374.71234244606,True,False,0.0,2
2026-01-01 05:45:00,33346.0,33155.76616071956,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33425.05227896146,33365.33611273309,33206.284341472805,,True,False,False,15.378612732412876,39.99398770316516,-24.615374970752285,False,50.0,50.0,50.0,33545.65827395071,33359.84172604929,False,False,0.0,2
2026-01-01 05:50:00,33373.0,33156.745181316684,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33417.04423604431,33365.75037690968,33211.75042863763,,True,False,False,10.087137684080517,34.01261769934823,-23.925480015267716,True,50.0,50.0,50.0,33536.60545301491,33353.094546985085,True,False,0.0,2
2026-01-01 05:55:00,33362.0,33156.84306955332,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33408.575892037494,33365.547653833484,33216.67664409213,,True,False,False,4.948949111356342,28.199883981749856,-23.250934870393515,True,50.0,50.0,50.0,33539.71065140445,33341.78934859555,False,False,0.0,2
2026-01-01 06:00:00,33396.0,33158.18904400544,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33406.641139416344,33367.193726599246,33222.556098384186,,True,False,False,3.5791552254740964,23.275738230494706,-19.69658300502061,True,50.0,50.0,50.0,33539.02256160268,33337.27743839732,True,False,0.0,2
2026-01-01 06:05:00,33424.0,33159.356772000916,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33409.31173335229,33370.26433597226,33229.16081646995,,True,False,False,4.698785027409031,19.560347589877573,-14.861562562468542,True,50.0,50.0,50.0,33539.11181263739,33337.88818736261,True,False,0.0,2
2026-01-01 06:10:00,33411.0,33159.98893861958,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33409.571466682704,33372.46626375754,33235.12275691356,,True,False,False,4.48540341892658,16.545358755687374,-12.059955336760794,True,50.0,50.0,50.0,33539.089804559095,33337.01019544091,True,False,0.0,2
2026-01-01 06:15:00,33456.0,33161.14081518135,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33416.71431796229,33376.98160085172,33242.36463373606,,True,False,False,7.8568519773107255,14.807657400012046,-6.95080542270132,True,50.0,50.0,50.0,33539.17610473027,33337.023895269725,True,False,0.0,2
2026-01-01 06:20:00,33456.0,33162.24364764999,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33422.758269045014,33381.25286567055,33249.36907197422,,True,False,False,10.408763503372029,13.927878620684043,-3.5191151173120137,True,50.0,50.0,50.0,33538.30109092971,33336.998909070295,True,False,0.0,2
2026-01-01 06:25:00,33431.0,33163.15584319102,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33424.02622765347,33383.94189995863,33255.32418436851,,True,False,False,10.295204003799881,13.20134369730721,-2.9061396935073294,True,50.0,50.0,50.0,33537.05873727463,33336.14126272537,True,False,0.0,2
2026-01-01 06:30:00,33425.0,33163.660981413945,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33424.176038783706,33386.16125671762,33260.88732586462,,True,False,False,9.610276145125681,12.483130186870905,-2.8728540417452244,True,50.0,50.0,50.0,33529.79899036142,33336.401009638575,True,False,0.0,2
2026-01-01 06:35:00,33417.0,33164.16050271474,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33423.072032816985,33387.82821581396,33266.00577419693,,True,False,False,8.325956299784593,11.651695409453644,-3.325739109669051,False,50.0,50.0,50.0,33520.335107849474,33337.46489215053,True,False,0.0,2
2026-01-01 06:40:00,33452.0,33165.89257074092,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33427.52248930668,33391.2969609051,33272.103945534735,,True,False,False,10.016862901858985,11.324728907934713,-1.3078660060757272,True,50.0,50.0,50.0,33515.17936113098,33339.120638869026,True,False,0.0,2
2026-01-01 06:45:00,33544.0,33182.53512715518,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33445.44210633642,33399.55117923456,33281.0185702713,,True,False,False,18.56652633196063,12.773088392739897,5.793437939220734,True,50.0,50.0,50.0,33529.34323928897,33330.75676071103,False,False,0.0,2
2026-01-01 06:50:00,33554.0,33182.61391426608,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33462.1433207462,33407.8997641408,33289.968781082076,,True,False,False,25.85111703837174,15.388694121866267,10.462422916505473,True,50.0,50.0,50.0,33544.12759965538,33322.37240034462,False,False,0.0,2
2026-01-01 06:55:00,33549.0,33183.32653825762,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33475.50588678525,33415.526803916975,33298.461607931844,,True,False,False,30.86495742614352,18.48394678272172,12.3810106434218,True,50.0,50.0,50.0,33554.65881640331,33316.741183596685,False,False,0.0,2
2026-01-01 07:00:00,33552.0,33183.77359322184,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33487.27421189521,33422.90373343498,33306.77434209801,,True,False,False,34.680758784925274,21.72330918316243,12.957449601762843,True,50.0,50.0,50.0,33569.050415512094,33310.6495844879,True,False,0.0,2
2026-01-01 07:05:00,33542.0,33184.32576745776,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33495.69356391133,33429.34136946552,33314.48665875053,,True,False,False,36.47740362402692,24.674128071335332,11.803275552691588,False,50.0,50.0,50.0,33580.819472972085,33307.08052702791,True,False,0.0,2
2026-01-01 07:10:00,33531.0,33185.29959243206,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33501.125323309585,33434.83643057549,33321.58545682429,,True,False,False,36.59184156208357,27.057670769484982,9.53417079259859,False,50.0,50.0,50.0,33591.02846657022,33309.871533429774,True,False,0.0,2
2026-01-01 07:15:00,33494.0,33186.15273265332,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33500.0291197235,33438.03446135519,33327.23839266611,,True,False,False,33.31293292025657,28.308723199639303,5.004209720617268,False,50.0,50.0,50.0,33595.231846725976,33313.46815327402,True,False,0.0,2
2026-01-01 07:20:00,33484.0,33187.35292199445,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33497.5631013045,33440.51908506572,33332.37811749673,,True,False,False,29.56663204223878,28.5603049681592,1.0063270740795787,False,50.0,50.0,50.0,33595.865569767935,33324.03443023206,True,False,0.0,2
2026-01-01 07:25:00,33501.0,33188.263590176495,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33498.09185494996,33443.78832371082,33337.90670380831,,True,False,False,27.650679707126983,28.37837991595276,-0.7277002088257767,False,50.0,50.0,50.0,33593.56224717221,33341.837752827785,True,False,0.0,2
2026-01-01 07:30:00,33493.0,33188.507703794414,-55.0,False,0,NORMAL,True,False,,0.0,0.0,0.0,2026-01-02,False,0.0,33497.308492649965,33446.44841432104,33342.99172991295,,True,False,False,25.196293351044005,27.74196260297101,-2.5456692519270057,False,50.0,50.0,50.0,33591.752798179354,33355.64720182064,True,False,0.0,2
