,Open,High,Low,Close,Volume,trading_day,sqz_on,momentum,atr,mom_velo,vwap,price_vs_vwap,fired,mom_prev,mom_state,ema_fast,ema_slow,ema_filter,ema_macro,bullish_align,bearish_align,ema_200_up,macd_line,macd_signal,macd_hist,macd_rising,rsv,k_val,d_val,bb_upper,bb_lower,score,recent_high,recent_low,is_new_high,is_new_low,in_bull_pb_zone,in_bear_pb_zone,day_open,day_min,day_max,opening_bullish,opening_bearish,adx,session,regime,open,high,low,close,volume,amount,bull_align,bear_align,in_pb_zone
2026-04-14 16:05:00,36495.0,36513.0,36495.0,36501.0,278.0,2026-04-15,False,93.16666666666666,35.35,-8.777777777777782,36478.48420272399,0.0006172350021696,False,113.5,2.0,36462.22733183737,36357.5193472635,36357.5193472635,,True,False,False,34.987187876118696,35.217049748219516,-0.2298618721008196,False,58.46153846153847,63.159213504010474,68.94837721522453,36561.09846821959,36343.001531780414,53.333333333333336,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,46.650843173365566,2.0,STRONG,36495.0,36513.0,36495.0,36501.0,278.0,0.0,True,False,True
2026-04-14 16:00:00,36498.0,36511.0,36476.0,36509.0,510.0,2026-04-15,False,92.33333333333334,34.9,-8.499999999999996,36478.3313548144,0.0008407359669853,False,111.33333333333331,2.0,36462.12384614983,36357.40231818596,36357.40231818596,,True,False,False,35.27593837787572,34.91373600901958,0.3622023688561384,False,70.76923076923077,66.34592140616553,68.13275602019952,36560.73088103055,36342.86911896946,66.66666666666666,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,46.90121063662729,2.0,STRONG,36498.0,36511.0,36476.0,36509.0,510.0,0.0,True,False,True
2026-04-14 16:10:00,36488.0,36495.0,36480.0,36492.0,235.0,2026-04-15,False,76.33333333333333,35.3,-16.222222222222225,36478.5777817789,0.0003679479584263,False,91.33333333333331,2.0,36464.11497823834,36361.57971803314,36361.57971803314,,True,False,False,32.49222790078784,34.531686518335206,-2.0394586175473677,False,30.76923076923077,48.60186883173348,60.91264650049959,36561.74228990504,36351.85771009496,66.66666666666666,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,46.83523227653232,2.0,STRONG,36488.0,36495.0,36480.0,36492.0,235.0,0.0,True,False,True
2026-04-14 16:15:00,36494.0,36501.0,36492.0,36494.0,32.0,2026-04-15,False,60.0,34.45,-17.833333333333332,36478.78929172946,0.0004169740434337,False,76.33333333333333,2.0,36466.96117078707,36365.92136662222,36365.92136662222,,True,False,False,31.014243959172745,33.82819800650272,-2.813954047329972,False,34.61538461538461,43.93970742628386,55.25500014242768,36559.29301857993,36367.60698142007,66.66666666666666,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,47.00645072947289,2.0,STRONG,36494.0,36501.0,36492.0,36494.0,32.0,0.0,True,False,True
2026-04-14 16:35:00,36497.0,36502.0,36483.0,36484.0,204.0,2026-04-15,True,5.166666666666666,34.85,-12.055555555555555,36480.044422203406,0.0001084312768595,False,10.5,2.0,36472.769640491504,36380.64696934477,36380.64696934477,,True,False,False,23.24147540654667,28.562203797846756,-5.3207283913000865,False,24.13793103448276,33.73876539384052,38.40675065513792,36517.98484500474,36452.01515499526,26.666666666666668,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,46.37531255649669,2.0,STRONG,36497.0,36502.0,36483.0,36484.0,204.0,0.0,True,False,True
2026-04-14 16:20:00,36485.0,36489.0,36478.0,36478.0,46.0,2026-04-15,False,22.333333333333332,34.2,-18.0,36478.9703628002,-2.6600608255985824e-05,False,44.83333333333333,2.0,36469.480686290546,36373.34057436494,36373.34057436494,,True,False,False,26.090220690661223,31.46091003945077,-5.3706893487895435,False,18.181818181818183,30.953349591061723,43.17314221491811,36547.124417135834,36401.57558286416,66.66666666666666,36528.0,36355.0,False,False,True,False,36389.0,36355.0,36528.0,True,False,44.56215574454992,2.0,STRONG,36485.0,36489.0,36478.0,36478.0,46.0,0.0,True,False,True
2026-04-14 17:35:00,36481.0,36484.0,36477.0,36484.0,30.0,2026-04-15,True,-4.5,23.1,-9.5,36487.94649142103,-0.0001081587702382,False,4.5,0.0,36493.20876398412,36426.44320772838,36426.44320772838,,True,False,False,7.53125081428152,15.371483670312854,-7.840232856031333,True,28.57142857142857,28.544406402115605,34.423609172665834,36538.55053980718,36460.54946019283,-33.333333333333336,36554.0,36456.0,False,False,True,False,36389.0,36355.0,36554.0,True,False,37.932770848153325,2.0,STRONG,36481.0,36484.0,36477.0,36484.0,30.0,0.0,True,False,True
2026-04-14 17:40:00,36483.0,36492.0,36471.0,36472.0,361.0,2026-04-15,True,-16.166666666666664,23.05,-9.666666666666666,36487.63607441359,-0.0004285307598908,False,-4.5,0.0,36491.18888169992,36427.936873048755,36427.936873048755,,True,False,False,5.126876146183349,13.322562165486952,-8.195686019303604,False,17.391304347826086,24.826705717352432,31.224641354228037,36539.349767801046,36457.75023219896,-33.333333333333336,36554.0,36456.0,False,False,True,False,36389.0,36355.0,36554.0,True,False,36.05143156528019,2.0,STRONG,36483.0,36492.0,36471.0,36472.0,361.0,0.0,True,False,True
2026-04-14 17:45:00,36475.0,36483.0,36446.0,36453.0,605.0,2026-04-15,True,-25.833333333333332,23.35,-10.111111111111112,36486.54182767624,-0.0009192931419661,False,-16.166666666666664,0.0,36487.551845347545,36428.758614916005,36428.758614916005,,True,False,False,1.6690113646618556,10.991852005321936,-9.32284064066008,False,8.433734939759036,19.362382124821305,27.270554944425793,36542.20992422012,36451.990075779875,-33.333333333333336,36554.0,36446.0,False,True,True,False,36389.0,36355.0,36554.0,True,False,33.986904268048335,2.0,STRONG,36475.0,36483.0,36446.0,36453.0,605.0,0.0,True,False,True
2026-04-14 17:50:00,36455.0,36468.0,36407.0,36420.0,1099.0,2026-04-15,False,-41.666666666666664,25.65,-12.388888888888888,36482.93031754655,-0.0017249249717279,True,-25.833333333333332,0.0,36481.11833626682,36428.47144721384,36428.47144721384,,True,False,False,-3.691640659199038,8.055153472417741,-11.74679413161678,False,11.016949152542372,16.58057113406166,23.70722700763775,36550.4899566871,36438.210043312894,-33.333333333333336,36554.0,36407.0,False,True,False,False,36389.0,36355.0,36554.0,True,False,33.52935895981246,2.0,STRONG,36455.0,36468.0,36407.0,36420.0,1099.0,0.0,True,False,False
2026-04-14 17:55:00,36422.0,36433.0,36407.0,36423.0,711.0,2026-04-15,False,-58.0,25.95,-13.944444444444445,36480.8973759542,-0.0015870600812676,False,-41.666666666666664,0.0,36475.58325662236,36428.29205550191,36428.29205550191,,True,False,False,-7.610195485198346,4.922083680894524,-12.53227916609287,False,14.414414414414416,15.858518894179246,21.09099096981825,36555.59265071433,36426.40734928567,-33.333333333333336,36554.0,36407.0,False,False,False,False,36389.0,36355.0,36554.0,True,False,33.10449545930773,2.0,STRONG,36422.0,36433.0,36407.0,36423.0,711.0,0.0,True,False,False
,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 18:00:00,36426.0,36430.0,36385.0,36390.0,912.0,2026-04-15,False,-63.33333333333333,26.9,-18.0,36477.44970658353,-0.0023973635022995,False,-42.5,0.0,36470.46701300131,36424.42275418032,36424.42275418032,,True,False,False,-10.782764146249974,4.720197608206603,-15.502961754456578,False,3.571428571428571,10.59062875672596,17.841613620060343,36564.33949016205,36411.36050983795,-33.333333333333336,36554.0,36385.0,False,True,False,False,36389.0,36355.0,36554.0,True,False,35.499900263716675,2.0,STRONG,36426.0,36430.0,36385.0,36390.0,912.0,0.0,True,False,False
2026-04-14 18:05:00,36394.0,36412.0,36392.0,36411.0,289.0,2026-04-15,False,-81.0,26.9,-17.5,36476.29158979436,-0.0017899733484044,False,-62.66666666666666,0.0,36465.14815915538,36424.10951150094,36424.10951150094,,True,False,False,-13.637748980727338,1.099662421474367,-14.737411402201705,True,19.548872180451127,14.211630532888318,16.84325946930988,36566.99981271002,36401.20018728998,-33.333333333333336,36554.0,36385.0,False,False,False,False,36389.0,36355.0,36554.0,True,False,35.39409491572892,2.0,STRONG,36394.0,36412.0,36392.0,36411.0,289.0,0.0,True,False,False
2026-04-14 18:55:00,36408.0,36420.0,36406.0,36415.0,160.0,2026-04-15,False,-49.83333333333333,26.9,9.111111111111107,36466.9978078464,-0.0014258867187363,False,-58.5,1.0,36434.14684227371,36422.472207346946,36422.472207346946,,True,False,False,-18.22475935741386,-15.540162388176704,-2.6845969692371554,True,53.125,43.619209593441454,38.36909147633054,36506.84850533066,36368.55149466934,-66.66666666666666,36525.0,36381.0,False,False,False,False,36389.0,36355.0,36554.0,True,False,33.1477077600511,2.0,STRONG,36408.0,36420.0,36406.0,36415.0,160.0,0.0,True,False,False
