timestamp,symbol,regime,actual_winner,simulated_winner,actual_expected_pnl,simulated_expected_pnl,expected_pnl_delta,candidate_list,simulated_order
2026-04-23 00:12:18,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
2026-04-23 00:12:48,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
2026-04-23 00:13:18,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
2026-04-23 00:13:48,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
2026-04-23 00:14:18,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
2026-04-23 00:14:48,TX,WEAK,counter_vwap,spring_upthrust,0.0,0.0,0.0,"counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,counter_vwap,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,spring_upthrust,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature,kbar_feature","spring_upthrust,kbar_feature,counter_vwap"
