simulated_order,bars,changed_count,change_rate,actual_expected_pnl_sum,simulated_expected_pnl_sum,expected_pnl_delta_sum
"counter_vwap,spring_upthrust,kbar_feature",6,0,0.0,0.0,0.0,0.0
